1	в том что	9	17
2	вместе с тем	1	10
3	для того чтобы	3	7
4	в отличие от	6	6
5	в собственном смысле	1	6
6	в зависимости от	1	5
7	с одной стороны	3	5
8	друг с другом	1	5
9	в связи с	1	5
10	и того же	2	4
11	смысле этого слова	1	4
12	одного и того	2	4
13	во всяком случае	1	4
14	в этом отношении	2	3
15	а с другой	1	3
16	сами по себе	2	3
17	с другой стороны	2	3
18	состоит в том	3	3
19	о том что	3	3
20	и той же	1	2
21	только в том	1	2
22	то что мы	1	2
23	включает в себя	1	2
24	в известном смысле	1	2
25	и вместе с	1	2
26	в этом смысле	1	2
27	того или иного	3	2
28	собственном смысле слова	1	2
29	как мы увидим	1	2
30	если в основе	1	2
31	по отношению к	5	2
32	не может быть	16	2
33	одной и той	1	2
34	имеет дело с	1	2
35	того и другого	2	2
36	этой точки зрения	1	2
37	в том виде	1	2
38	той или иной	6	2
39	как и в	1	2
40	в свою очередь	1	2
41	с этой точки	1	2
42	тому или иному	1	2
43	имеем дело с	3	1
44	в том числе	3	1
45	до сих пор	1	1
46	к тому что	1	1
47	не только в	1	1
48	есть в сущности	1	1
49	как если бы	1	1
50	что иное как	5	1
51	это означает что	2	1
52	начало и конец	1	1
53	не могут быть	2	1
54	с той или	1	1
55	то ни было	3	1
56	и как бы	1	1
57	с точки зрения	4	1
58	по отношению ко	1	1
59	по аналогии с	1	1
60	а отнюдь не	1	1
61	как и сам	1	1
62	так как если	1	1
63	в процессе его	1	1
64	в целом но	1	1
65	предполагает в качестве	1	1
66	приводит нас к	1	1
67	по своей природе	1	1
68	не подлежит никакому	1	1
69	в течение всего	1	1
70	исходили из того	1	1
71	и т.д в	1	1
72	то же самое	2	1
73	роль по отношению	1	1
74	из того что	3	1
75	том числе и	1	1
76	более или менее	1	1
77	этого слова если	1	1
78	не что иное	4	1
79	еще не являются	1	1
80	все эти три	1	1
81	не в состоянии	1	1
82	по своей сущности	1	1
83	есть не что	3	1
84	того что мы	1	1
85	том или ином	3	1
86	о том как	1	1
87	представляет собой не	1	1
88	принимает на себя	1	1
89	или иначе говоря	1	1
90	в данном случае	2	1
91	отношению ко всем	1	1
92	а вместе с	1	1
93	связи и отношения	1	1
94	не сами по	1	1
95	и в самом	1	1
96	что как бы	1	1
97	и в качестве	1	1
98	здесь как и	1	1
99	рода что и	1	1
100	бы то ни	3	1
101	и остается в	1	1
102	включая в него	1	1
103	и не могут	1	1
104	этом мы будем	1	1
105	значение только в	1	1
106	выходит за пределы	1	1
107	подобно тому как	3	1
108	и отношения между	1	1
109	между тем как	1	1
110	сам по себе	1	1
111	то в основе	1	1
112	могли бы быть	2	1
113	в том чтобы	7	1
114	не сводится к	2	1
115	с ним в	1	1
116	в виду не	1	1
117	не в его	1	1
118	здесь мы имеем	1	1
119	все же не	1	1
