N	2gram	Vygotskiy__6	NovoeSre
1	а не	3	17
2	и в	28	16
3	не может	19	16
4	и не	11	11
5	что в	17	9
6	в том	28	8
7	он не	7	8
8	в этом	27	7
9	в новой	2	7
10	может быть	13	7
11	как и	6	7
12	это есть	3	7
13	с его	3	6
14	не в	4	6
15	ни в	1	6
16	в высшей	2	6
17	никогда не	8	6
18	но это	2	6
19	не знает	3	6
20	должен быть	1	5
21	и к	6	5
22	не только	16	5
23	все это	2	5
24	в нем	7	5
25	о том	1	4
26	в них	3	4
27	то что	28	4
28	это не	5	4
29	прежде всего	2	4
30	по своему	2	4
31	значит что	1	4
32	не менее	2	4
33	не имеет	6	4
34	и все	5	4
35	потому что	22	4
36	с другой	2	3
37	смысле слова	1	3
38	начало нового	1	3
39	в ее	1	3
40	вопрос о	5	3
41	еще не	8	3
42	во всех	4	3
43	за пределы	1	3
44	в истории	1	3
45	как в	3	3
46	конечно не	1	3
47	не значит	1	3
48	возвращение к	1	3
49	подобно тому	1	3
50	перейти к	2	3
51	но и	10	3
52	это было	1	3
53	не означает	1	3
54	с тем	5	3
55	в своей	2	3
56	перейти от	1	3
57	к жизни	4	3
58	тому как	1	3
59	в прошлом	1	3
60	она не	2	3
61	что такое	3	3
62	в наше	1	3
63	не существует	1	3
64	в основе	3	3
65	к тому	10	3
66	сказать что	13	3
67	и это	1	2
68	же как	6	2
69	это и	3	2
70	переходе от	5	2
71	время как	5	2
72	переход к	3	2
73	можно было	7	2
74	так и	6	2
75	от старого	1	2
76	мы не	6	2
77	и с	1	2
78	для этого	2	2
79	еще до	1	2
80	я не	4	2
81	вот почему	2	2
82	и что	6	2
83	и на	5	2
84	стоят на	1	2
85	быть в	1	2
86	и большая	1	2
87	но не	10	2
88	в новом	2	2
89	сильнее и	1	2
90	все время	3	2
91	в центре	1	2
92	с этим	4	2
93	хотя и	3	2
94	но в	5	2
95	который в	1	2
96	все эти	2	2
97	с одной	1	2
98	с их	1	2
99	есть в	3	2
100	в себе	4	2
101	уже не	1	2
102	в употреблении	1	2
103	может уже	1	2
104	движение от	1	2
105	у него	2	2
106	что она	1	2
107	и заключается	1	2
108	что все	5	2
109	нет и	1	2
110	и даже	1	2
111	этом смысле	2	2
112	к более	2	2
113	зависит от	3	2
114	том что	19	2
115	вместе с	7	2
116	так же	15	2
117	мы говорим	2	2
118	мысли и	2	2
119	одной стороны	1	2
120	другой стороны	2	2
121	обращение к	1	2
122	по существу	2	2
123	не могли	5	2
124	том и	1	2
125	как это	3	2
126	в то	6	2
127	одна из	1	2
128	мысли в	4	2
129	того чтобы	10	2
130	и от	2	2
131	и весь	1	2
132	а в	2	2
133	от всякого	1	2
134	и начинается	1	2
135	в будущем	1	2
136	когда мы	6	2
137	могут быть	5	2
138	разными путями	1	1
139	оно может	1	1
140	и через	1	1
141	он может	2	1
142	переход от	4	1
143	к таким	2	1
144	не через	1	1
145	приводит к	6	1
