N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	65
2	то есть	19	45
3	и др	2	24
4	как бы	4	22
5	и не	20	22
6	вовсе не	1	18
7	и т.п	8	17
8	в сущности	3	16
9	в том	18	16
10	в этом	17	15
11	но в	6	14
12	в нем	4	13
13	нового времени	2	13
14	мы уже	1	12
15	и на	3	11
16	прежде всего	4	11
17	все эти	2	10
18	не только	32	10
19	и его	5	10
20	так и	9	10
21	но и	23	10
22	и потому	2	10
23	том числе	6	10
24	во всех	1	9
25	в его	9	9
26	в своем	2	8
27	в основе	5	8
28	и даже	3	8
29	здесь в	1	8
30	по своему	1	8
31	его в	2	7
32	точки зрения	10	7
33	в области	2	7
34	только в	4	7
35	числе и	4	7
36	жизни и	3	7
37	на самом	1	6
38	в году	1	6
39	в ней	3	6
40	еще не	7	6
41	все же	7	6
42	и у	1	6
43	при этом	9	6
44	том что	14	6
45	никогда не	3	6
46	как мы	3	6
47	времени и	7	6
48	в значительной	2	6
49	в литературе	2	6
50	одно из	2	6
51	может быть	25	6
52	не знает	1	6
53	сказать что	4	6
54	в последующих	1	5
55	меньшей степени	1	5
56	с его	6	5
57	отличие от	5	5
58	как в	7	5
59	на протяжении	6	5
60	в них	1	5
61	как и	7	5
62	есть в	2	5
63	между людьми	1	5
64	потому что	1	5
65	той или	4	5
66	между тем	3	5
67	и одновременно	2	5
68	на мир	1	5
69	для него	2	5
70	или иной	5	5
71	и пр	1	5
72	связь с	1	5
73	в частности	14	5
74	в той	6	5
75	и все	2	5
76	жизни в	3	5
77	здесь и	2	4
78	и до	2	4
79	в общем	1	4
80	и к	1	4
81	поэтому и	1	4
82	в самом	1	4
83	в этой	5	4
84	так сказать	1	4
85	входит в	1	4
86	в их	1	4
87	в отличие	5	4
88	мысли и	1	4
89	не понимает	1	4
90	не в	14	4
91	до сих	1	4
92	иной форме	1	4
93	связи с	4	4
94	из них	3	4
95	отношение к	2	4
96	и оценки	1	4
97	сих пор	1	4
98	мира и	2	4
99	для нас	1	4
100	между ними	2	4
101	культуры в	1	4
102	совершенно не	2	4
103	самом деле	2	3
104	по его	1	3
105	жизни как	3	3
106	мы и	1	3
107	мы будем	1	3
108	в себя	6	3
109	уже не	5	3
110	но все	4	3
111	то что	11	3
112	в себе	8	3
113	но на	1	3
114	и с	4	3
115	это не	2	3
116	далеко не	5	3
117	в ее	3	3
118	он и	1	3
119	отрыве от	1	3
120	с точки	2	3
121	но это	1	3
122	даже в	2	3
123	ничего не	2	3
124	преимущественно в	1	3
125	по своей	3	3
126	этом отношении	3	3
127	и здесь	1	3
128	картине мира	1	3
129	не могут	1	3
130	но одновременно	1	3
131	и прежде	1	3
132	всегда в	1	3
133	в виду	1	3
134	и вообще	1	3
135	с ним	1	3
136	о нем	4	3
137	в самой	1	3
138	с другой	8	3
139	и во	1	3
140	к нему	5	3
141	во всей	2	3
142	в форме	5	3
143	что он	6	3
144	до нас	1	3
145	но как	2	3
146	итак в	1	3
147	мир в	1	3
148	в системе	1	3
149	как раз	2	3
150	связаны с	1	3
151	характерно для	1	3
152	и эта	1	3
153	мира в	5	3
154	на фоне	1	3
155	нет ничего	1	3
156	в тех	1	3
157	в состоянии	1	3
158	речевого общения	1	3
159	не является	8	3
160	от всех	2	3
161	не может	10	3
162	что в	3	3
163	отношения к	2	2
164	одним из	2	2
