N	2gram	Losev_Dial_4	Istorich
1	и в	15	26
2	т е	46	22
3	так как	14	18
4	мы имеем	5	14
5	никогда не	2	13
6	потому что	10	13
7	и на	5	12
8	в этом	11	12
9	таким образом	5	12
10	в том	11	12
11	что в	7	12
12	мы видели	1	11
13	может быть	17	11
14	и т	17	10
15	не только	8	10
16	том что	10	10
17	с другой	1	10
18	и не	30	10
19	еще не	4	9
20	представление о	2	9
21	а именно	6	9
22	что он	7	9
23	но и	4	9
24	и это	8	8
25	все эти	3	8
26	все же	2	8
27	в нем	5	8
28	т д	15	8
29	на том	1	8
30	с ним	3	8
31	вместе с	2	8
32	другой стороны	2	8
33	но в	3	7
34	мы можем	3	7
35	и его	7	7
36	о том	5	7
37	с одной	1	7
38	уже не	9	7
39	превращается в	1	7
40	мы уже	3	6
41	мы не	9	6
42	эта связь	1	6
43	как в	3	6
44	как он	1	6
45	и с	4	6
46	в виде	3	6
47	то что	16	6
48	этом случае	1	6
49	ее в	2	6
50	не может	11	6
51	то же	9	5
52	в ней	5	5
53	не будет	2	5
54	чаще всего	1	5
55	как и	7	5
56	и что	9	5
57	в то	6	5
58	в иное	1	5
59	мифе о	1	5
60	то это	1	5
61	очень часто	1	5
62	так и	5	5
63	в его	4	5
64	мы видим	4	5
65	только в	7	5
66	тем что	2	5
67	у нас	3	5
68	как это	2	5
69	его в	1	5
70	как мы	1	4
71	и он	1	4
72	с его	5	4
73	что оно	7	4
74	но как	2	4
75	из этих	2	4
76	имеем в	1	4
77	и по	2	4
78	это не	12	4
79	и тем	6	4
80	с тем	4	4
81	не всегда	3	4
82	еще нет	1	4
83	на землю	1	4
84	здесь же	1	4
85	совершенно ясно	2	4
86	что и	6	4
87	он имеет	1	4
88	себе в	1	4
89	прежде всего	11	4
90	как бы	14	4
91	в это	1	4
92	у них	1	4
93	но это	4	4
94	в мифе	6	4
95	есть и	3	4
96	на своем	1	4
97	все что	2	4
98	же как	1	3
99	и через	1	3
100	и то	3	3
101	имеем и	1	3
102	должна быть	7	3
103	из которых	3	3
104	видели что	1	3
105	или иное	3	3
106	когда он	3	3
107	и наконец	3	3
108	та же	3	3
109	в себе	8	3
110	если он	1	3
111	вообще не	1	3
112	что она	5	3
113	главным образом	2	3
114	при этом	2	3
115	если бы	6	3
116	и вот	11	3
117	в них	2	3
118	такой же	1	3
119	в своей	3	3
120	и ее	8	3
121	в одном	4	3
122	не в	8	3
123	их в	1	3
124	она не	4	3
125	того как	2	3
126	могут быть	3	3
127	вот почему	3	3
128	как только	5	3
129	приходит к	1	3
130	данном случае	1	3
131	имеется в	3	3
132	показывает что	2	3
133	другими словами	5	3
134	от него	3	3
135	но так	1	3
136	один из	4	3
137	том как	2	3
138	в качестве	2	3
139	так что	6	3
140	при помощи	3	3
141	и других	1	3
142	эти три	1	3
143	коня и	1	3
144	ее не	1	3
145	от того	2	3
146	и только	2	3
147	со стороны	3	3
148	но есть	1	3
149	от этого	3	3
150	не было	2	3
151	в частности	2	3
152	в него	1	3
153	к своему	2	3
154	в данном	3	3
155	наряду с	1	3
156	как будто	2	3
157	что здесь	3	3
158	и от	1	3
159	кроме того	2	3
160	в греческой	1	3
161	или в	7	3
162	вопрос о	2	3
163	на первый	1	3
164	солнца и	2	3
165	на берегу	1	3
166	а в	1	3
167	сказать что	6	3
168	является и	1	3
169	из этого	1	3
170	как на	1	3
171	в своих	1	3
172	к этому	3	3
173	во сне	1	3
174	из другого	1	2
175	и больше	1	2
176	его что	1	2
177	то самое	2	2
178	что иное	8	2
179	первый план	1	2
180	на то	5	2
181	в одной	1	2
182	с этим	3	2
183	в своем	5	2
184	то или	3	2
185	перед нами	6	2
186	целый ряд	1	2
187	и как	4	2
188	что это	13	2
189	сказании о	1	2
190	в этой	4	2
191	и они	1	2
192	то и	2	2
193	но он	1	2
194	он не	1	2
195	чтобы они	1	2
196	людей и	1	2
197	с этой	2	2
198	можно было	1	2
199	но все	2	2
200	человека в	1	2
201	же не	1	2
202	его не	1	2
203	было бы	9	2
204	известно что	3	2
205	ни в	8	2
206	ни одной	1	2
207	вовсе не	6	2
208	становится и	2	2
209	а потом	1	2
210	когда именно	1	2
211	или вообще	3	2
212	земли и	1	2
213	она в	3	2
214	в которых	1	2
215	знаем что	1	2
216	миф о	1	2
217	которые в	1	2
218	на другую	4	2
219	есть еще	2	2
220	миф и	3	2
221	однако в	2	2
222	что этот	2	2
223	даже в	1	2
224	в древней	1	2
225	одна сторона	1	2
226	тем самым	3	2
227	и другое	2	2
228	не имеет	14	2
229	одна из	1	2
230	не могло	1	2
231	это мы	1	2
232	это то	1	2
233	или как	1	2
234	и далее	1	2
235	это далеко	1	2
236	нет ни	3	2
237	зависимости от	1	2
238	отличается от	1	2
239	должны быть	4	2
240	от нее	3	2
241	этим самым	1	2
242	в свое	2	2
243	только то	1	2
244	о котором	1	2
245	ничего не	17	2
246	но мы	2	2
247	суд и	1	2
248	после того	1	2
249	можно сказать	5	2
250	чтобы получить	1	2
251	эти два	2	2
252	все время	1	2
253	того что	13	2
254	о похищении	1	2
255	именно на	1	2
256	еще одну	1	2
257	мир не	2	2
258	могли быть	1	2
259	совсем другое	1	2
260	не так	1	2
261	никто не	2	2
262	мы находим	2	2
263	она имеет	1	2
264	себя это	1	2
265	что они	4	2
266	что не	3	2
267	те кто	1	2
268	такое понимание	2	2
269	а не	18	2
270	так же	4	2
271	к себе	1	2
272	совершенно точно	1	2
273	когда мы	1	2
274	что же	2	2
275	быть только	1	2
276	стороны и	1	2
277	значит что	9	2
278	что мы	7	2
279	но для	2	2
280	мира и	1	2
281	или другой	3	2
282	мы должны	4	2
283	только что	2	2
284	но вот	1	2
285	не есть	40	2
286	е в	2	2
287	с ними	4	2
288	нами как	1	2
289	жизни и	4	2
290	я могу	2	2
291	точно так	2	2
292	во всяком	2	2
293	речь идет	1	1
294	отношения к	3	1
295	также и	4	1
296	ни души	1	1
297	но кто	1	1
298	потом и	1	1
299	переходит к	1	1
300	с кем	1	1
301	в связи	1	1
302	только потому	3	1
303	часто так	1	1
304	и есть	19	1
305	очень много	2	1
306	с коня	1	1
307	крылья и	1	1
308	все те	1	1
309	о граде	1	1
310	в зависимости	1	1
311	и этот	1	1
312	и знает	1	1
313	а как	2	1
314	есть не	5	1
315	будто что-то	1	1
316	мифа о	1	1
317	при анализе	1	1
318	что если	3	1
319	бы что	1	1
320	имеет свою	1	1
321	происходит это	2	1
322	он как	1	1
323	равно как	2	1
324	совпадает с	2	1
325	но она	1	1
326	еще с	1	1
327	как то	1	1
328	оно есть	4	1
329	же что	3	1
330	себе что	2	1
331	ночи в	1	1
332	граде китеже	1	1
333	так или	1	1
334	может дать	2	1
335	на них	1	1
336	как один	1	1
337	за это	1	1
338	во всех	2	1
339	только после	2	1
340	природы и	2	1
341	то мы	3	1
342	и восстановление	1	1
343	нем мы	1	1
344	только тогда	5	1
345	он будет	1	1
346	отличие от	2	1
347	тут же	1	1
348	не просто	7	1
349	мы сейчас	1	1
350	есть просто	6	1
351	в истории	3	1
352	как говорит	1	1
353	идет о	1	1
354	трудно сказать	1	1
355	это одно	1	1
356	что именно	7	1
357	миф не	8	1
358	и нет	3	1
359	они есть	1	1
360	помнить что	1	1
361	в полном	1	1
362	хотя и	6	1
363	этой цели	1	1
364	в этот	2	1
365	ни один	2	1
366	а во-вторых	1	1
367	сказать о	1	1
368	учение о	5	1
369	и тот	1	1
370	он является	1	1
371	она-то и	1	1
372	лица и	1	1
373	дальше и	1	1
374	одно и	1	1
375	и если	3	1
376	жизнью и	1	1
377	положение что	1	1
378	тем не	2	1
379	она становится	1	1
380	не получается	1	1
381	тогда если	1	1
382	в первую	1	1
383	не значит	2	1
384	ничего специфически	1	1
385	есть та	1	1
386	этого вопроса	1	1
387	что нужно	1	1
388	в силу	4	1
389	ее и	1	1
390	никак не	2	1
391	он так	1	1
392	чтобы в	1	1
393	д все	2	1
394	подобно тому	4	1
395	оно само	1	1
396	на этом	3	1
397	видит и	1	1
398	в одну	3	1
399	однако все	1	1
400	это значит	8	1
401	как они	1	1
402	что все	4	1
403	связанные с	1	1
404	и может	2	1
405	что никакого	1	1
406	и чтобы	1	1
407	имеет с	1	1
408	на все	2	1
409	с целью	1	1
410	того или	2	1
411	обоих случаях	1	1
412	который уже	1	1
