N	3gram	Nazirov_Tv_1	Myslijsy
1	по отношению к	1	8
2	заключает в себе	1	8
3	в том что	6	7
4	по крайней мере	2	5
5	о том что	5	5
6	то же самое	1	4
7	до сих пор	1	4
8	и т п	2	4
9	можно сказать что	2	4
10	тем не менее	2	4
11	на самом деле	2	3
12	может быть назван	1	3
13	вместе с тем	1	3
14	не то что	1	3
15	и т д	1	3
16	то же время	12	3
17	в то же	13	3
18	что иное как	1	2
19	то и другое	1	2
20	в том же	1	2
21	хотя бы и	1	2
22	сами по себе	1	2
23	то что в	1	2
24	в данном случае	2	2
25	не могут быть	1	2
26	все более и	1	2
27	это не значит	1	2
28	и как бы	1	2
29	там же с	2	2
30	равно как и	1	2
31	более и более	1	2
32	не что иное	1	2
33	в котором нет	1	1
34	мере приближения к	1	1
35	хотя и не	1	1
36	что же касается	1	1
37	таким образом уже	1	1
38	но когда я	1	1
39	только на словах	1	1
40	и того же	1	1
41	дело в том	3	1
42	в настоящее время	1	1
43	потому что не	1	1
44	бы он ни	1	1
45	в его понимании	1	1
46	по мере приближения	1	1
47	потому что никто	1	1
48	и та же	2	1
49	а может быть	1	1
50	точно так же	2	1
51	и если так	1	1
52	что все это	3	1
53	бы и в	1	1
54	могут быть названы	1	1
55	что может быть	1	1
56	с одной стороны	1	1
57	в ребенке в	1	1
58	на первый взгляд	1	1
59	в связи с	1	1
60	человека и все	1	1
61	как один из	1	1
62	но при этом	1	1
63	с той же	1	1
64	в свою очередь	1	1
65	то есть не	2	1
66	в себе всю	1	1
67	одна и та	1	1
68	с другой стороны	1	1
69	всем и каждому	1	1
70	есть лишь один	1	1
71	я смотрю на	1	1
72	не в его	1	1
73	так можно выразиться	1	1
74	заключается в том	1	1
75	оно могло бы	1	1
76	с самого начала	3	1
77	и в самом	1	1
78	в ту же	1	1
79	одного и того	1	1
80	к тому что	1	1
81	дело не в	1	1
82	как и в	1	1
83	когда человек не	1	1
84	если так можно	1	1
