N	4gram	Voloshinov_2	Dialekti
1	одно и то же	3	4
2	в то же время	8	4
3	с одной стороны и	2	2
4	не с точки зрения	1	2
5	с точки зрения самого	2	2
6	мы можем сказать что	1	2
7	несмотря на то что	1	2
8	дело в том что	1	1
9	лишь с точки зрения	1	1
10	между внутренним и внешним	1	1
11	не было бы в	1	1
12	так а не иначе	1	1
13	на самом деле ничего	1	1
14	в коем случае не	1	1
15	ни в какой мере	1	1
16	не что иное как	1	1
17	но в то же	5	1
18	ни в коем случае	2	1
19	с той или иной	1	1
20	если бы это было	1	1
21	это было так то	1	1
22	лежащая в основе всех	1	1
23	в какой мере не	1	1
24	никогда не может быть	1	1
25	самом деле ничего не	1	1
26	на самом же деле	3	1
