N	4gram	Vinokur_St_1	Psycholo
1	в то время как	1	2
2	заключается в том что	2	2
3	и в самом деле	2	2
4	дело в том что	4	1
5	в том что он	1	1
6	как будто к тому	1	1
7	когда речь идет о	2	1
8	о том значении которое	1	1
9	и то обстоятельство что	1	1
10	в том и другом	1	1
11	и я не сомневаюсь	1	1
12	точно так же и	1	1
13	именно в том что	1	1
14	надо сказать что в	1	1
15	будто к тому что	1	1
16	а на самом деле	1	1
17	исключительно для того чтобы	1	1
18	потому что не может	1	1
19	мысль о том что	1	1
20	так же как и	1	1
21	в то же время	4	1
22	я не сомневаюсь что	1	1
23	ни в каком случае	1	1
24	том и другом случае	1	1
25	к тому что в	1	1
