N	3gram	Tiupa_Lite_3	EvropaiE
1	с точки зрения	3	16
2	в то же	7	15
3	то же время	7	14
4	в отношении к	1	12
5	с одной стороны	4	8
6	одной стороны и	2	6
7	в том что	4	6
8	с этой точки	1	5
9	этой точки зрения	1	5
10	для того чтобы	1	5
11	бы то ни	2	4
12	не только в	2	4
13	то ни было	2	4
14	той или иной	2	4
15	в той или	1	3
16	хотя бы и	1	3
17	в этом отношении	5	3
18	ту или иную	1	3
19	не говоря уже	4	2
20	только в том	1	2
21	то что в	1	2
22	из того что	2	2
23	и в частности	2	2
24	в данном случае	4	2
25	и только в	1	2
26	с другой стороны	2	2
27	не может быть	3	2
28	в свою очередь	1	2
29	в одном из	2	2
30	на то что	2	2
31	друг от друга	1	2
32	во второй половине	1	2
33	и не имеет	1	2
34	но не только	1	2
35	говоря уже об	1	1
36	хотя и не	1	1
37	более или менее	1	1
38	в соответствии с	3	1
39	если бы они	1	1
40	и не только	1	1
41	говоря уже о	3	1
42	же время в	1	1
43	а также в	1	1
44	в каждой своей	1	1
45	в отличие от	5	1
46	но и в	2	1
47	том числе и	2	1
48	несмотря на его	1	1
49	почти никогда не	1	1
50	в значительной степени	1	1
51	по большей части	2	1
52	в связи с	1	1
53	так как мы	1	1
54	и тем самым	2	1
55	но и для	1	1
56	но не в	1	1
57	в его руках	1	1
58	в том числе	3	1
59	к тому что	1	1
60	к тому же	5	1
