N	2gram	Losev_Vlad_3	Istorich
1	и в	40	22
2	мы имеем	3	19
3	в этом	16	17
4	что в	17	15
5	не только	25	14
6	мы видели	3	13
7	но и	18	12
8	и не	25	12
9	в этих	2	11
10	может быть	8	11
11	но в	4	10
12	таким образом	11	10
13	еще не	4	10
14	в нем	3	9
15	что и	7	9
16	в том	18	9
17	что он	5	9
18	вместе с	7	9
19	как мы	8	8
20	мы видим	1	8
21	что они	1	8
22	с этим	2	8
23	том что	18	8
24	но не	4	7
25	то что	28	7
26	и здесь	6	7
27	мы должны	4	7
28	уже не	9	7
29	из них	2	7
30	так как	7	7
31	с другой	5	7
32	другой стороны	2	7
33	к этому	2	7
34	то же	4	6
35	мы уже	5	6
36	не вполне	2	6
37	не все	3	6
38	это не	3	6
39	во время	1	6
40	ничего не	5	6
41	связи с	2	6
42	возможно что	1	6
43	все еще	1	6
44	так в	1	6
45	если бы	3	6
46	в них	1	6
47	что здесь	3	6
48	то и	2	6
49	друг друга	2	6
50	а не	8	6
51	в течение	4	6
52	а в	7	6
53	с ней	1	6
54	с большим	3	5
55	все же	4	5
56	он не	8	5
57	что она	2	5
58	в этой	8	5
59	тем не	10	5
60	не менее	9	5
61	к нему	3	5
62	в свете	1	5
63	того что	7	5
64	один из	1	5
65	так что	14	5
66	до сих	1	5
67	в некоторых	1	5
68	в частности	1	5
69	есть и	4	5
70	этом случае	1	5
71	сих пор	1	5
72	мы здесь	1	4
73	и на	6	4
74	все эти	5	4
75	не в	3	4
76	и с	9	4
77	не всегда	1	4
78	можно найти	2	4
79	у нас	5	4
80	как это	4	4
81	но он	1	4
82	видим что	1	4
83	и его	10	4
84	тем что	5	4
85	что на	2	4
86	она не	2	4
87	в дальнейшем	4	4
88	находится в	3	4
89	с появлением	1	4
90	только в	13	4
91	представляют собой	1	4
92	а именно	12	4
93	они не	1	4
94	в данном	5	4
95	для нас	5	4
96	в свою	1	4
97	не может	14	4
98	и другие	1	4
99	имеет свою	2	3
100	что иное	1	3
101	я не	3	3
102	представление о	1	3
103	иное как	1	3
104	в чем	3	3
105	со стороны	2	3
106	не видно	1	3
107	и как	7	3
108	и к	2	3
109	выше мы	2	3
110	в целом	2	3
111	из этих	3	3
112	уже видели	1	3
113	их в	1	3
114	могло быть	2	3
115	его в	2	3
116	было бы	4	3
117	должен был	2	3
118	для них	1	3
119	все равно	1	3
120	далеко не	3	3
121	как и	7	3
122	должны были	1	3
123	наконец если	1	3
124	не будем	1	3
125	имеем не	1	3
126	можно ли	2	3
127	никогда не	11	3
128	потому что	11	3
129	очень часто	1	3
130	к тому	7	3
131	о том	11	3
132	здесь не	3	3
133	данном случае	2	3
134	можно только	2	3
135	в его	14	3
136	эти два	1	3
137	и она	1	3
138	видели выше	2	3
139	и у	3	3
140	стоит на	2	3
141	при помощи	4	3
142	за ним	1	3
143	прежде всего	10	3
144	у него	24	3
145	однако что	1	3
146	в связи	3	3
147	если это	1	3
148	так же	8	3
149	а если	2	3
150	стороны и	2	3
151	быть и	2	3
152	но это	6	3
153	между прочим	5	3
154	и от	6	3
155	его не	1	3
156	и все	4	3
157	сказать что	12	3
158	не что	1	3
159	не единственный	1	3
160	ее в	3	3
161	все что	1	3
162	например в	1	2
163	и то	9	2
164	на самом	3	2
165	и есть	1	2
166	здесь и	2	2
167	в котором	4	2
168	не имеют	2	2
169	же как	3	2
170	вопрос о	4	2
171	от своих	1	2
172	время как	2	2
173	но она	1	2
174	на себя	2	2
175	то это	10	2
176	и он	1	2
177	в ней	5	2
178	знаем что	2	2
179	то мы	1	2
180	к жизни	1	2
181	в сторону	2	2
182	в качестве	3	2
183	себе и	2	2
184	мы сейчас	2	2
185	независимо от	3	2
186	его на	1	2
187	как в	1	2
188	в своем	8	2
189	хотя и	7	2
190	что по	1	2
191	в этот	2	2
192	образом и	1	2
193	то время	4	2
194	тому же	5	2
195	при этом	3	2
196	видно что	1	2
197	в виде	13	2
198	что еще	1	2
199	и вот	1	2
200	так и	6	2
201	но все	3	2
202	же не	2	2
203	об этой	2	2
204	на все	1	2
205	уже знаем	1	2
206	ни в	10	2
207	вовсе не	13	2
208	с тем	7	2
209	и для	3	2
210	после этого	1	2
211	такой же	4	2
212	не мог	6	2
213	точки зрения	13	2
214	в которых	1	2
215	друг другу	1	2
216	и более	2	2
217	даже в	4	2
218	не раз	1	2
219	находит что	1	2
220	в то	7	2
221	не имеет	4	2
222	который был	2	2
223	одна из	1	2
224	это еще	1	2
225	относится к	1	2
226	как будто	1	2
227	ли это	1	2
228	есть у	1	2
229	формы с	1	2
230	утверждать что	1	2
231	и это	6	2
232	и о	4	2
233	будем здесь	1	2
234	роль в	2	2
235	в другом	2	2
236	не с	4	2
237	одного из	1	2
238	о ней	1	2
239	и что	8	2
240	в силу	2	2
241	с того	1	2
242	а также	8	2
243	там же	7	2
244	уже только	1	2
245	которую в	1	2
246	а она	1	2
247	же в	3	2
248	же можно	1	2
249	в человека	1	2
250	и так	2	2
251	к отцу	1	2
252	с одной	3	2
253	в жизни	2	2
254	для нее	1	2
255	него и	1	2
256	а то	2	2
257	мы знаем	3	2
258	себе в	2	2
259	всяком случае	3	2
260	в одном	5	2
261	этим же	1	2
262	только на	5	2
263	и даже	6	2
264	даже не	3	2
265	есть только	9	2
266	и др	1	2
267	в немецких	1	2
268	к более	1	2
269	не было	5	2
270	и возвращается	1	2
271	одной стороны	3	2
272	здесь дело	1	2
273	потом в	1	2
274	именно так	1	2
275	уже давно	1	2
