N	2gram	Ircho_Kome_1	Dialekti
1	т е	13	48
2	и не	8	27
3	точки зрения	4	25
4	и т	9	24
5	и в	22	24
6	не только	10	23
7	т д	4	23
8	по себе	1	20
9	не может	2	19
10	ничего не	3	17
11	и что	1	15
12	что все	1	14
13	то что	2	14
14	в таком	1	14
15	таким образом	8	13
16	что он	6	13
17	вовсе не	2	13
18	может быть	9	13
19	и даже	5	13
20	что это	1	12
21	того что	1	12
22	не менее	3	11
23	что же	1	11
24	в сущности	2	10
25	отнюдь не	1	10
26	тем не	2	10
27	то это	1	9
28	что она	1	9
29	ни в	6	9
30	стало быть	1	9
31	но и	11	9
32	в этом	3	8
33	и как	3	8
34	так что	1	8
35	в виде	3	8
36	прежде всего	5	8
37	том что	12	8
38	в самом	2	7
39	как и	9	7
40	как раз	3	7
41	потому что	5	7
42	ясно что	4	7
43	только на	1	7
44	даже и	1	7
45	в особенности	1	7
46	что в	6	7
47	что иное	1	6
48	иное как	1	6
49	то же	6	6
50	об этом	1	6
51	и с	3	6
52	превращается в	1	6
53	что и	4	6
54	и только	1	6
55	о том	8	6
56	так как	4	6
57	даже не	2	6
58	и все	3	6
59	все это	5	6
60	но если	1	6
61	не что	1	6
62	сам по	1	5
63	вопрос о	3	5
64	хотя и	3	5
65	и к	1	5
66	сущности и	1	5
67	он не	3	5
68	так и	5	5
69	было бы	2	5
70	в них	3	5
71	мы не	3	5
72	в том	11	5
73	в то	10	5
74	и притом	2	5
75	и сама	1	5
76	и его	8	5
77	только в	3	5
78	как это	3	5
79	с этой	1	5
80	но это	2	5
81	или нет	1	5
82	жизни и	1	5
83	как на	1	5
84	все остальное	1	4
85	и больше	1	4
86	время как	4	4
87	говорить о	1	4
88	мы и	1	4
89	в чем	3	4
90	в истории	5	4
91	что нет	1	4
92	подобно тому	1	4
93	тому что	1	4
94	делится на	1	4
95	от того	1	4
96	не могут	1	4
97	и это	1	4
98	то время	5	4
99	можно только	1	4
100	жизнь и	1	4
101	о нем	1	4
102	к тому	6	4
103	с другой	5	4
104	если оно	1	4
105	у нас	3	4
106	так же	3	4
107	тому как	1	4
108	то следовательно	1	4
109	при всем	2	4
110	хотя бы	1	4
111	только что	2	4
112	е в	2	4
113	сказать что	1	4
114	из самых	1	3
115	мы уже	1	3
116	той же	1	3
117	зависимости от	1	3
118	и на	3	3
119	коем случае	1	3
120	же она	1	3
121	за пределы	2	3
122	что именно	1	3
123	с этим	1	3
124	в своем	1	3
125	все же	3	3
126	перед нами	1	3
127	реальная жизнь	1	3
128	на то	3	3
129	в нем	4	3
130	в силу	2	3
131	к природе	1	3
132	как целое	1	3
133	и без	2	3
134	миф о	1	3
135	не в	6	3
136	из которых	2	3
137	одна из	2	3
138	в коем	1	3
139	на себя	2	3
140	же время	4	3
141	во всем	1	3
142	а мы	2	3
143	и о	3	3
144	и этим	1	3
145	из двух	1	3
146	утверждает что	1	3
147	это было	1	3
148	к нему	2	3
149	и ее	3	3
150	вопрос об	1	3
151	с одной	3	3
152	то и	2	3
153	из них	10	3
154	мы знаем	2	3
155	мир в	1	3
156	друг друга	1	3
157	не говорит	1	3
158	тем что	4	3
159	для того	1	3
160	в каком	1	3
161	эти две	1	3
162	и прежде	1	3
163	его как	1	3
164	одной стороны	3	3
165	как бы	1	3
166	с полной	1	3
167	только одна	1	3
168	мира и	1	3
169	ибо и	1	3
170	не знает	1	3
171	понимать как	1	3
172	все что	2	3
173	также и	1	2
174	же как	3	2
175	в частности	3	2
176	или к	1	2
177	исходит из	1	2
178	в зависимости	1	2
179	уже по	1	2
180	из того	1	2
181	и он	1	2
182	сама же	1	2
183	в ней	1	2
184	еще не	2	2
185	всего этого	2	2
186	бы то	2	2
187	но не	2	2
188	силу этого	1	2
189	целый ряд	1	2
190	но в	4	2
191	то в	1	2
192	в условиях	1	2
193	из этих	1	2
194	бы только	1	2
195	в себе	2	2
196	тому же	6	2
197	при этом	5	2
198	и вот	4	2
199	что у	2	2
200	и по	6	2
201	на этом	2	2
202	людей и	1	2
203	говорить не	1	2
204	чаще всего	3	2
205	все равно	1	2
206	на основании	3	2
207	и уже	1	2
208	несмотря на	4	2
209	всяком случае	2	2
210	в их	4	2
211	он дает	1	2
212	и эти	1	2
213	на небо	1	2
214	но они	1	2
215	что их	1	2
216	следовательно и	1	2
217	о ней	1	2
218	уже о	2	2
219	могут быть	3	2
220	из чего	1	2
221	для себя	2	2
222	как мы	4	2
223	говоря уже	2	2
224	так в	4	2
225	и когда	1	2
226	для этого	2	2
227	и здесь	2	2
228	почему же	1	2
229	нас в	2	2
230	и во	2	2
231	ее от	1	2
232	в его	5	2
233	и можно	2	2
234	и следовательно	1	2
235	и она	1	2
236	тех пор	1	2
237	даже если	2	2
238	и тем	2	2
239	себя в	1	2
240	и у	3	2
241	своим собственным	1	2
242	же в	4	2
243	нового времени	5	2
244	никто не	1	2
245	у него	3	2
246	и никакой	1	2
247	так или	1	2
248	со стороны	2	2
249	или иначе	1	2
250	говорить и	1	2
251	именно в	4	2
252	еще и	2	2
253	однако не	1	2
254	нет никаких	1	2
255	и потому	1	2
256	в данном	1	2
257	с тех	1	2
258	по существу	1	2
259	и формы	2	2
260	и для	1	2
261	или в	2	2
262	бы в	1	2
263	зрения в	1	2
264	я думаю	1	2
265	а в	6	2
266	может и	1	2
267	слово в	1	2
268	не говоря	2	2
269	и одно	1	2
270	другой стороны	5	2
271	обычно не	1	2
272	совершенно не	1	2
273	по одному	2	2
274	к этой	1	2
275	ее в	2	2
276	в своих	2	2
277	они не	1	2
278	во всяком	2	2
279	этой точки	1	2
280	новое время	3	1
281	ту же	2	1
