N	3gram	Potebnia_M_2	Psycholo
1	на то что	3	12
2	в том что	7	11
3	и в самом	1	10
4	для того чтобы	2	8
5	с самого начала	2	6
6	с одной стороны	3	5
7	и т п	3	5
8	с другой стороны	2	5
9	до сих пор	4	5
10	о которых мы	1	5
11	и т д	3	4
12	о том что	1	3
13	до такой степени	1	3
14	и в этом	1	3
15	и то и	1	3
16	то и другое	4	3
17	о том как	1	2
18	и во всех	2	2
19	в таком виде	1	2
20	мы видели что	1	2
21	смысле этого слова	3	2
22	не можем не	1	2
23	в том смысле	4	2
24	и как бы	1	2
25	и то же	2	2
26	на самом деле	2	2
27	то что в	2	2
28	имеет место в	1	2
29	может быть не	3	2
30	между тем в	1	2
31	что у него	1	2
32	вместе с тем	1	2
33	только в том	1	2
34	в наше время	1	2
35	то время как	3	2
36	не в том	2	2
37	то что он	1	2
38	во всяком случае	7	2
39	в свою очередь	6	2
40	не то что	1	2
41	одно и то	2	2
42	мы не можем	3	2
43	в то время	4	2
44	мы можем сказать	1	1
45	подобно тому как	4	1
46	потому что только	1	1
47	а в том	1	1
48	том смысле что	1	1
49	и тот же	1	1
50	в том виде	1	1
51	не потому что	1	1
52	что с одной	1	1
53	одной и той	1	1
54	в басне за	1	1
55	та и другая	1	1
56	мы знаем что	1	1
57	по сравнению с	1	1
58	в одном и	1	1
59	указание на то	1	1
60	что то же	1	1
61	может быть названо	2	1
62	как в басне	1	1
63	один и тот	1	1
64	что по мере	1	1
65	на каждом шагу	1	1
66	заключает в себе	4	1
67	потому что в	1	1
68	только для того	1	1
69	а между тем	4	1
70	мере в какой	1	1
71	во всех отношениях	1	1
72	в обратном отношении	1	1
73	том случае если	1	1
74	с тем что	1	1
75	не может быть	2	1
76	том смысле как	2	1
77	состоит в том	1	1
78	вместе с собою	1	1
79	и может быть	2	1
80	потому что тогда	1	1
81	в отличие от	1	1
82	и той же	1	1
83	том что оно	1	1
84	в том случае	1	1
85	не было бы	4	1
86	более или менее	8	1
87	что и то	1	1
88	то все же	2	1
89	указывает нам на	1	1
90	к которому мы	1	1
91	имеет для нас	1	1
92	но все же	1	1
93	со всеми остальными	1	1
94	нам кажется что	2	1
95	она могла бы	1	1
96	чем перейти к	1	1
97	с таким образом	2	1
98	в том чтобы	1	1
99	не имеем в	1	1
100	в обширном смысле	1	1
101	в применении к	1	1
102	что не только	1	1
103	которых мы говорим	1	1
104	души и что	1	1
105	это было бы	1	1
106	очевидно что и	1	1
107	обратить внимание на	1	1
108	с этой точки	1	1
109	что если бы	2	1
110	того как мы	1	1
111	в зависимость от	1	1
