N	2gram	Voloshinov_2	Problemy
1	чужое слово	8	45
2	и в	19	43
3	и не	19	29
4	чужого слова	13	24
5	может быть	28	23
6	как бы	19	22
7	не может	18	18
8	в пределах	10	16
9	на чужое	3	14
10	как и	9	14
11	у достоевского	1	14
12	но и	10	14
13	в этом	15	13
14	точки зрения	17	13
15	что он	4	13
16	чужим словом	1	13
17	в нем	11	12
18	в одном	1	12
19	слова в	8	12
20	слова и	6	12
21	не только	13	11
22	в каждом	1	11
23	не в	10	11
24	по себе	3	11
25	чужому слову	1	11
26	и на	5	10
27	но в	7	10
28	как мы	15	10
29	в его	5	10
30	прежде всего	7	10
31	в сущности	14	9
32	еще не	3	9
33	он не	3	9
34	слово и	3	9
35	никогда не	7	9
36	в большинстве	5	9
37	то же	16	8
38	слово не	1	8
39	лишь в	14	8
40	для него	9	8
41	с точки	13	8
42	и его	16	8
43	большинстве случаев	5	8
44	с чужим	1	8
45	или в	2	8
46	слово в	3	8
47	перед нами	3	7
48	в самом	6	7
49	к себе	1	7
50	в то	8	7
51	слова с	1	7
52	и сам	1	7
53	в другом	3	7
54	в него	1	7
55	до сих	3	7
56	а не	9	7
57	что же	1	7
58	сих пор	3	7
59	то что	4	7
60	и наконец	1	6
61	так сказать	14	6
62	при этом	9	6
63	к одному	1	6
64	не как	3	6
65	в этих	3	6
66	здесь не	1	6
67	приводит к	2	6
68	в том	7	6
69	что ж	1	6
70	в котором	3	6
71	у него	2	6
72	то перед	1	6
73	в речь	1	6
74	и все	6	6
75	сам по	1	5
76	самом деле	9	5
77	нам кажется	1	5
78	к другому	5	5
79	и он	2	5
80	установки на	1	5
81	но не	2	5
82	по отношению	8	5
83	слова на	3	5
84	хотя и	1	5
85	в себе	4	5
86	все эти	3	5
87	но ведь	3	5
88	на то	4	5
89	да и	3	5
90	таким образом	14	5
91	и с	2	5
92	было бы	4	5
93	рядом с	2	5
94	в слове	4	5
95	это слово	1	5
96	в речи	2	5
97	о том	3	5
98	и что	1	5
99	же время	8	5
100	к нему	5	5
101	слов и	3	5
102	мы увидим	2	5
103	так что	1	5
104	вовсе не	11	5
105	в той	5	5
106	все это	1	5
107	бы в	4	5
108	а в	3	5
109	на фоне	1	5
110	героя и	1	5
111	отношению к	8	5
112	и до	3	4
113	а как	4	4
114	мы не	2	4
115	с его	8	4
116	во всех	6	4
117	отличие от	3	4
118	там где	2	4
119	в своем	2	4
120	словом в	1	4
121	такое слово	1	4
122	если же	2	4
123	человека в	1	4
124	же не	1	4
125	может стать	2	4
126	в них	1	4
127	далеко не	2	4
128	должно быть	3	4
129	во время	1	4
130	в своей	3	4
131	установка на	2	4
132	в отличие	3	4
133	но он	1	4
134	слово как	2	4
135	в самой	1	4
136	или как	2	4
137	достоевский в	1	4
138	с другом	1	4
139	в направлении	6	4
140	к тому	6	4
141	и это	3	4
142	из одного	4	4
143	по мере	4	4
144	чужую речь	7	4
145	на чужую	2	4
146	только в	8	4
147	в стиле	1	4
148	же и	1	4
149	ни одного	1	4
150	так как	3	4
151	как раз	4	4
152	с другой	3	4
153	до конца	2	4
154	более того	6	4
155	не на	2	4
156	то есть	2	4
157	не могут	1	4
158	друг с	1	4
159	другого человека	1	4
160	и нет	1	4
161	но это	1	4
162	между ними	2	4
163	речи и	13	4
164	совершенно не	5	4
165	что в	2	4
166	также и	1	3
167	в конкретном	3	3
168	должна быть	4	3
169	обойтись без	1	3
170	мы уже	6	3
171	той же	3	3
172	в единстве	4	3
173	не была	1	3
174	и со	1	3
175	здесь нет	1	3
176	он был	2	3
177	за пределы	3	3
178	в одной	2	3
179	стороны и	2	3
180	в художественном	1	3
181	кроме того	1	3
182	когда он	1	3
183	более или	2	3
184	только на	4	3
185	прямой и	1	3
186	тому же	2	3
187	это не	4	3
188	в жизни	2	3
189	кажется что	1	3
190	разобранные нами	2	3
