N	2gram	Potebnia_M_3	KulturaY
1	и т	5	54
2	т п	2	41
3	и в	30	23
4	точки зрения	2	23
5	в том	32	22
6	не только	21	17
7	в этом	10	16
8	было бы	9	16
9	с точки	1	16
10	самом деле	2	14
11	может быть	28	14
12	в области	2	14
13	в самом	8	13
14	что в	17	13
15	не менее	5	12
16	потому что	46	12
17	для того	4	12
18	вопрос о	1	11
19	том что	18	11
20	того чтобы	3	11
21	в его	4	11
22	того что	18	11
23	а не	15	11
24	и не	15	10
25	еще не	5	9
26	таким образом	14	9
27	тем не	3	9
28	так как	13	9
29	прежде всего	3	9
30	т д	3	8
31	лишь в	1	8
32	если бы	12	8
33	в виду	1	8
34	уже не	6	8
35	до сих	3	8
36	сих пор	3	8
37	между прочим	1	8
38	как на	5	8
39	все эти	1	7
40	должно быть	5	7
41	речи в	1	7
42	того как	4	7
43	если мы	1	7
44	те же	6	7
45	и что	10	7
46	с другой	7	7
47	в языке	7	7
48	в данном	1	7
49	слова и	5	7
50	сказать что	5	7
51	то же	23	6
52	говорить о	3	6
53	в силу	3	6
54	только в	21	6
55	так и	11	6
56	при этом	3	6
57	и тем	5	6
58	с тем	7	6
59	в их	2	6
60	ничего не	1	6
61	связи с	2	6
62	не может	6	6
63	языка в	5	6
64	могут быть	3	6
65	по себе	16	6
66	о том	2	6
67	после того	1	6
68	что и	13	6
69	тот же	1	6
70	что он	6	6
71	для этого	1	6
72	и есть	3	5
73	в первом	3	5
74	как мы	7	5
75	в чем	3	5
76	о слове	2	5
77	независимо от	5	5
78	все же	2	5
79	хотя и	1	5
80	из этих	9	5
81	как бы	3	5
82	что она	3	5
83	как и	10	5
84	здесь можно	1	5
85	не в	15	5
86	вовсе не	7	5
87	от того	8	5
88	не могут	5	5
89	в поэзии	1	5
90	тем что	7	5
91	далеко не	4	5
92	что же	2	5
93	не будем	1	5
94	тем более	4	5
95	но это	6	5
96	а в	12	5
97	того же	1	4
98	тех же	1	4
99	отношения между	1	4
100	в сущности	1	4
101	столь же	4	4
102	как в	10	4
103	в своем	5	4
104	только тогда	9	4
105	целый ряд	2	4
106	в целом	3	4
107	том случае	1	4
108	ясно что	1	4
109	этого слова	11	4
110	в своей	2	4
111	что такое	2	4
112	не столько	2	4
113	которые в	1	4
114	том чтобы	2	4
115	тому что	3	4
116	тем самым	7	4
117	тогда когда	9	4
118	в числе	1	4
119	и о	2	4
120	в ее	2	4
121	данном случае	1	4
122	для нас	20	4
123	заключается в	1	4
124	между тем	9	4
125	язык есть	2	4
126	тех пор	1	4
127	один из	4	4
128	с одной	7	4
129	что не	8	4
130	слова в	7	4
131	не было	4	4
132	одной стороны	3	4
133	до тех	1	4
134	то что	18	4
135	только как	5	4
136	в таком	3	4
137	в слове	32	4
138	я и	3	3
139	на самом	1	3
140	это и	2	3
141	то в	1	3
142	по преимуществу	1	3
143	той же	2	3
144	есть не	7	3
145	мы не	9	3
146	сам по	5	3
147	в ней	8	3
148	время в	3	3
149	только после	1	3
150	но не	7	3
151	то он	2	3
152	внутренняя форма	15	3
153	но как	2	3
