N	2gram	Tiupa_Lite_1	Vladivir
1	вл соловьева	2	152
2	вл соловьев	1	136
3	и в	8	30
4	в году	13	24
5	в этом	12	20
6	то что	10	20
7	у него	3	19
8	и не	12	18
9	в том	16	18
10	и с	1	14
11	что он	5	13
12	в конце	4	13
13	не только	24	12
14	том что	14	12
15	что в	3	12
16	как мы	1	11
17	в его	7	11
18	а в	3	11
19	сказать что	1	11
20	а также	5	10
21	не было	3	10
22	и даже	3	10
23	все же	4	9
24	было бы	2	9
25	не в	8	9
26	в то	5	9
27	не может	5	9
28	для него	2	9
29	потому что	3	9
30	в своем	11	8
31	но в	3	8
32	что же	1	8
33	не мог	3	8
34	связи с	6	8
35	но и	17	8
36	в связи	4	8
37	вместе с	1	8
38	до конца	1	7
39	то есть	6	7
40	точки зрения	6	7
41	никогда не	4	7
42	не менее	7	7
43	может быть	13	7
44	а не	16	7
45	как это	8	7
46	между прочим	1	7
47	для нас	1	7
48	и все	1	7
49	также и	3	6
50	он был	1	6
51	в себе	7	6
52	в москве	2	6
53	тем не	2	6
54	и его	4	6
55	его жизни	1	6
56	только в	8	6
57	всяком случае	2	6
58	еще и	3	6
59	прежде всего	11	6
60	к этому	1	6
61	жизни и	3	6
62	во всяком	3	6
63	того же	2	5
64	и то	2	5
65	и я	6	5
66	то в	1	5
67	все эти	2	5
68	при этом	19	5
69	как и	6	5
70	в своей	4	5
71	в котором	1	5
72	так как	1	5
73	к концу	1	5
74	для себя	5	5
75	в дальнейшем	1	5
76	это мы	1	5
77	так и	4	5
78	и что	1	5
79	того что	6	5
80	тот же	1	5
81	он уже	1	5
82	как бы	7	5
83	о его	1	5
84	из этого	1	5
85	то же	5	4
86	той же	3	4
87	я не	7	4
88	то это	2	4
89	и он	1	4
90	и на	1	4
91	что его	3	4
92	с его	5	4
93	отношение к	1	4
94	в которой	1	4
95	в целом	8	4
96	в этой	4	4
97	и если	1	4
98	в нем	2	4
99	он не	1	4
100	его в	3	4
101	это было	1	4
102	и мы	1	4
103	несмотря на	3	4
104	мы знаем	1	4
105	в этих	1	4
106	по крайней	1	4
107	не есть	2	4
108	и о	1	4
109	можно сказать	1	4
110	о том	2	4
111	вовсе не	1	4
112	крайней мере	1	4
113	со стороны	4	4
114	именно в	1	4
115	в это	1	4
116	с этой	5	4
117	в начале	1	4
118	ко всему	2	4
119	него в	1	4
120	по поводу	2	4
121	это время	1	4
122	говоря о	1	3
123	едва ли	1	3
124	и вот	1	3
125	быть в	1	3
126	во всех	1	3
127	но не	4	3
128	отличие от	5	3
129	его на	1	3
130	как в	5	3
131	и как	1	3
132	так или	8	3
133	из этих	2	3
134	таким образом	3	3
135	в них	1	3
136	должно быть	1	3
137	в отношении	1	3
138	в следующем	1	3
139	с точки	2	3
140	не столько	5	3
141	в отличие	5	3
142	что я	2	3
143	в россии	2	3
144	не могли	1	3
145	том же	3	3
146	вплоть до	2	3
147	же время	5	3
148	в области	3	3
149	он и	3	3
150	и вполне	2	3
151	никак не	1	3
152	что и	1	3
153	владимира соловьева	1	3
154	уже не	7	3
155	я в	5	3
156	уже в	5	3
157	в виде	1	3
158	или иначе	9	3
159	дело в	3	3
160	наконец в	1	3
161	не говоря	2	3
162	нет ничего	2	3
163	в данном	5	3
164	да и	3	3
165	по существу	1	3
166	под названием	1	3
167	уже на	1	3
168	тем более	2	3
169	хотя бы	2	3
170	в свою	1	3
171	и особенно	1	3
172	бог и	1	2
173	я и	7	2
174	всем и	2	2
175	перед смертью	1	2
176	и есть	3	2
177	философа в	1	2
178	из его	2	2
179	от всякой	2	2
180	еще на	1	2
181	жизни по	1	2
182	есть нечто	1	2
183	как я	1	2
184	ему в	1	2
185	не был	1	2
186	только после	1	2
187	в общем	1	2
188	как к	1	2
189	в самом	3	2
190	в последнее	1	2
191	во многих	2	2
192	как он	2	2
193	на то	1	2
194	а к	1	2
195	в статье	1	2
196	которой не	1	2
197	же году	3	2
198	же это	2	2
199	прочим и	1	2
200	и сам	6	2
201	и по	1	2
202	на этом	2	2
203	но дело	1	2
204	но все	1	2
205	это не	4	2
206	с начала	1	2
207	кажется что	1	2
208	он же	1	2
209	и вы	1	2
210	этого не	2	2
211	с тем	1	2
212	а за	1	2
213	эту тему	1	2
214	мы не	1	2
215	еще в	4	2
216	достоевского но	1	2
217	на первый	1	2
218	в их	3	2
219	жизни с	2	2
220	однако в	2	2
221	даже в	2	2
222	а вот	1	2
223	раз и	2	2
224	она не	1	2
225	иной раз	1	2
226	не имеет	1	2
227	на котором	1	2
228	тогда когда	1	2
229	было у	2	2
230	что вы	1	2
231	казалось бы	5	2
232	не о	1	2
233	меня и	1	2
234	уже и	1	2
235	как будто	2	2
236	уже о	1	2
237	которое в	1	2
238	владимир соловьев	1	2
239	к тому	2	2
240	можно и	1	2
241	но по	1	2
242	в виду	3	2
243	свою очередь	1	2
244	людей в	1	2
245	говоря уже	2	2
246	данном случае	4	2
