N	2gram	Losev_Vesc_1	Istorich
1	т е	55	29
2	что он	1	24
3	и т	19	19
4	не только	36	18
5	т д	19	18
6	может быть	16	17
7	мы имеем	7	15
8	и в	21	15
9	никогда не	2	15
10	так как	7	14
11	но и	18	14
12	так же	1	13
13	что в	9	12
14	то что	27	12
15	а в	4	12
16	в этом	4	11
17	об этом	3	11
18	в этих	1	11
19	мы знаем	1	11
20	и не	29	11
21	то же	6	10
22	что они	6	10
23	его в	2	10
24	еще не	8	9
25	все же	4	9
26	в другом	2	9
27	с тем	5	9
28	и здесь	4	9
29	потому что	16	9
30	один из	3	8
31	мы можем	4	8
32	мы видим	2	8
33	в нем	2	7
34	таким образом	8	7
35	том что	8	7
36	не в	5	7
37	ничего не	3	7
38	и пр	6	7
39	вместе с	1	7
40	сих пор	1	7
41	связана с	1	6
42	то это	3	6
43	но в	5	6
44	что это	13	6
45	и что	15	6
46	в его	2	6
47	что и	3	6
48	мы уже	3	6
49	так что	5	6
50	до сих	1	6
51	наряду с	1	6
52	как бы	12	6
53	в том	8	6
54	только в	14	6
55	же как	1	5
56	и есть	26	5
57	с этим	3	5
58	и наконец	1	5
59	что она	15	5
60	было бы	14	5
61	в котором	3	5
62	видим что	1	5
63	можно было	2	5
64	так и	3	5
65	она не	4	5
66	к нему	1	5
67	в одном	2	5
68	прежде всего	9	5
69	к которому	1	5
70	а не	19	5
71	не может	17	5
72	к тому	3	5
73	что эти	1	4
74	в ней	12	4
75	в себе	14	4
76	все эти	3	4
77	в этой	3	4
78	при этом	1	4
79	они должны	1	4
80	и с	8	4
81	вопрос о	1	4
82	но он	2	4
83	дело не	2	4
84	для нас	2	4
85	о нем	1	4
86	другими словами	5	4
87	с одной	3	4
88	его и	2	4
89	руки и	2	4
90	у нее	1	4
91	у него	2	4
92	тем что	2	4
93	а потом	2	4
94	но это	10	4
95	как она	4	4
96	мы должны	2	4
97	и другие	1	4
98	мы не	6	3
99	видели что	1	3
100	что ее	2	3
101	когда он	1	3
102	из этих	1	3
103	на то	4	3
104	и почему	1	3
105	всех этих	1	3
106	подобно тому	4	3
107	здесь мы	1	3
108	говорит что	1	3
109	должен был	1	3
110	он и	1	3
111	хотя в	1	3
112	не мог	1	3
113	я его	1	3
114	когда она	4	3
115	я буду	1	3
116	и его	2	3
117	как будто	1	3
118	и это	14	3
119	в себя	13	3
120	так в	1	3
121	мог бы	5	3
122	о том	6	3
123	а именно	1	3
124	если это	2	3
125	и она	1	3
126	того что	8	3
127	в качестве	1	3
128	же и	1	3
129	одной стороны	3	3
130	что мы	14	3
131	как это	2	3
132	тому как	4	3
133	все это	5	3
134	между прочим	3	3
135	силу и	1	3
136	уже на	1	3
137	но если	8	3
138	также что	1	2
139	самом деле	4	2
140	на самом	1	2
141	к таким	1	2
142	не вдаваясь	1	2
143	ивана есть	1	2
144	и ничего	1	2
145	и для	9	2
146	еще до	1	2
147	в сущности	4	2
148	что иное	7	2
149	я не	4	2
150	хотя бы	6	2
151	и то	10	2
152	иное как	7	2
153	во всех	2	2
154	то мы	2	2
155	но не	5	2
156	не все	1	2
157	не просто	19	2
158	его на	1	2
159	перед нами	2	2
160	ясно и	1	2
161	есть ли	6	2
162	к чему	1	2
163	в которой	1	2
164	одном случае	1	2
165	или его	1	2
166	тому же	1	2
167	не могла	1	2
168	главным образом	1	2
169	и социальной	1	2
170	пор мы	1	2
171	в силу	3	2
172	и если	2	2
173	из него	1	2
174	и по	1	2
175	человека в	1	2
176	могла бы	3	2
177	а затем	2	2
178	и может	2	2
179	из них	4	2
180	той же	2	2
181	на этой	1	2
182	с другими	8	2
183	это не	5	2
184	и дает	1	2
185	есть и	4	2
186	в жизни	3	2
187	ни в	1	2
188	она и	1	2
189	как и	8	2
190	мы видели	1	2
191	нисколько не	4	2
192	вдаваясь в	1	2
193	и ее	18	2
194	не столько	1	2
195	представление о	1	2
196	и эти	2	2
197	и более	1	2
198	их в	3	2
199	случае мы	1	2
200	и ноги	2	2
201	тем самым	1	2
202	с которой	1	2
203	одна из	5	2
204	другой стороны	2	2
205	кроме того	4	2
206	только с	3	2
207	же мы	1	2
208	к себе	4	2
209	мы в	1	2
210	когда мы	6	2
211	могут быть	1	2
212	того чтобы	3	2
213	с ее	6	2
214	в виду	2	2
215	совершенно ясно	2	2
216	так оно	2	2
217	уже с	1	2
218	говорили что	1	2
219	приводит к	1	2
220	дано в	1	2
221	и когда	4	2
222	что у	5	2
223	этой стадии	1	2
224	подойти к	1	2
225	это только	1	2
226	имеется в	1	2
227	одно из	1	2
228	в разных	4	2
229	находится в	3	2
230	на вопрос	1	2
231	с другой	6	2
232	а также	1	2
233	что эта	1	2
234	тот момент	2	2
235	в свете	7	2
236	к ней	2	2
237	в него	1	2
238	из видов	1	2
239	но с	2	2
240	д и	5	2
241	оно и	4	2
242	с ними	3	2
243	и так	1	2
244	уже в	1	2
245	в нашей	1	2
246	является не	1	2
