N	2gram	Nazirov_Tv_2	Marksizm
1	может быть	8	28
2	и в	20	19
3	как бы	11	19
4	и не	9	19
5	в процессе	2	18
6	не может	7	18
7	то же	7	16
8	и его	9	16
9	как мы	1	15
10	в этом	8	15
11	так сказать	2	14
12	таким образом	10	14
13	лишь в	1	14
14	не только	13	13
15	связи с	1	13
16	в нем	3	11
17	если бы	4	11
18	вовсе не	2	11
19	не в	4	10
20	так и	6	10
21	но и	8	10
22	в пределах	1	10
23	том что	4	10
24	самом деле	2	9
25	при этом	8	9
26	как и	6	9
27	для него	3	9
28	в основе	2	9
29	а не	6	9
30	с его	1	8
31	по отношению	3	8
32	в то	10	8
33	же время	7	8
34	только в	2	8
35	отнюдь не	4	8
36	не является	3	8
37	отношению к	3	8
38	его в	3	7
39	и более	1	7
40	одна из	3	7
41	никогда не	11	7
42	в том	8	7
43	прежде всего	8	7
44	в связи	1	7
45	и для	1	7
46	но в	4	7
47	в таком	3	7
48	мы уже	1	6
49	и значение	1	6
50	во всех	1	6
51	и как	1	6
52	в самом	3	6
53	ни в	1	6
54	к тому	1	6
55	между тем	3	6
56	более того	2	6
57	в свою	1	6
58	и на	5	5
59	все же	5	5
60	является не	1	5
61	в их	3	5
62	самого начала	1	5
63	свою очередь	1	5
64	с самого	1	5
65	и здесь	1	5
66	в его	10	5
67	в большинстве	1	5
68	отношении к	1	5
69	или иной	1	5
70	этого слова	1	5
71	совершенно не	1	5
72	к этому	3	5
73	так же	5	5
74	и ее	2	4
75	к целому	1	4
76	в себе	3	4
77	на то	1	4
78	значение в	1	4
79	это не	7	4
80	было бы	1	4
81	мы видели	1	4
82	этой связи	1	4
83	тому что	1	4
84	ничего не	4	4
85	той или	1	4
86	для себя	1	4
87	по мере	1	4
88	в русском	1	4
89	ориентация в	1	4
90	в формах	1	4
91	с ними	2	4
92	что он	6	4
93	в душе	4	4
94	и их	1	4
95	как раз	1	4
96	влияние на	1	4
97	связь с	2	4
98	в основном	6	4
99	то что	3	4
100	сказать что	1	4
101	если б	1	3
102	таком случае	2	3
103	в котором	3	3
104	и до	1	3
105	высшей степени	1	3
106	внутренний мир	1	3
107	еще не	5	3
108	столь же	1	3
109	в ее	2	3
110	менее всего	1	3
111	отличие от	2	3
112	чем же	1	3
113	в истории	2	3
114	с этим	1	3
115	перед нами	1	3
116	все эти	4	3
117	в этой	5	3
118	нами в	1	3
119	но ведь	2	3
120	он не	3	3
121	не к	1	3
122	в другом	1	3
123	той же	1	3
124	с другими	2	3
125	по себе	1	3
126	в этих	1	3
127	в своей	6	3
128	в отличие	2	3
129	мысли и	1	3
130	в устах	2	3
131	не имеет	1	3
132	у нас	2	3
133	могут быть	2	3
134	бы он	1	3
135	не есть	1	3
136	и это	3	3
137	на основе	1	3
138	мы только	1	3
139	о том	5	3
140	и лишь	2	3
141	что и	1	3
142	одной из	3	3
143	с одной	1	3
144	его и	2	3
145	его из	1	3
146	так как	3	3
147	в высшей	1	3
148	до сих	3	3
149	с другой	2	3
150	к которым	1	3
151	не прав	1	3
152	связано с	1	3
153	не было	2	3
154	оценки и	1	3
155	должно быть	1	3
156	и от	4	3
157	сих пор	3	3
158	что оно	1	3
159	в различных	1	3
160	а в	4	3
161	во всяком	2	3
162	нем нет	1	2
163	одним из	3	2
164	связана с	1	2
165	от своего	1	2
166	из всего	1	2
167	случае это	1	2
168	и он	2	2
169	он был	1	2
170	то мы	1	2
171	но как	1	2
172	ответ на	1	2
173	что они	4	2
174	в одной	3	2
175	стороны и	1	2
176	его к	1	2
177	что это	1	2
178	бы не	2	2
179	тому же	2	2
180	эта система	1	2
181	и с	8	2
182	то есть	5	2
183	в жизни	1	2
184	рядом с	2	2
185	и потому	4	2
186	всегда и	1	2
187	мы не	4	2
188	и тогда	2	2
189	нас не	1	2
190	место в	3	2
191	или вернее	1	2
192	является в	1	2
193	является только	1	2
194	точку зрения	2	2
195	по крайней	2	2
196	в идеологическом	1	2
197	как о	2	2
198	этот тип	1	2
199	и является	1	2
200	только с	2	2
201	ли это	1	2
202	лежит в	1	2
203	одно только	1	2
204	если же	1	2
205	должен быть	1	2
206	и о	1	2
207	приводит к	2	2
208	не с	1	2
209	поэтому в	1	2
210	и даже	5	2
211	сводится к	2	2
212	из условий	1	2
213	крайней мере	2	2
214	всяком случае	2	2
215	все время	2	2
216	но не	5	2
217	или же	1	2
218	себя в	2	2
219	и у	2	2
220	уже в	2	2
221	в виде	2	2
222	мы знаем	1	2
223	не так	2	2
224	в диалоге	1	2
225	друг друга	2	2
226	у него	6	2
227	тем что	3	2
228	именно в	6	2
229	и прежде	1	2
230	а с	3	2
231	что не	3	2
232	в речи	1	2
233	вместе с	3	2
234	и особенно	1	2
235	из форм	1	2
236	xix века	7	2
237	того или	1	2
238	в начале	3	2
239	такое понимание	1	2
240	себя самого	1	2
241	от него	1	2
242	еще более	1	2
243	между ними	1	2
244	не знает	1	2
245	к формам	1	2
246	или иного	1	2
247	что в	7	2
248	как на	1	2
249	как известно	2	1
250	можно говорить	1	1
251	речь идет	1	1
252	например в	5	1
253	относится и	2	1
254	это рефлексия	1	1
255	человека и	3	1
256	бытия а	1	1
257	то в	1	1
258	проникает в	2	1
259	и за	1	1
260	не слышим	1	1
261	это совершенно	1	1
262	не делает	1	1
263	что уже	1	1
264	сведена к	1	1
265	не была	1	1
266	и стиль	1	1
267	говорить о	2	1
268	эпохи в	1	1
269	мы и	1	1
270	то это	1	1
271	и со	1	1
272	но при	1	1
273	между собой	1	1
274	который на	1	1
275	что его	2	1
276	из этих	1	1
277	очень важным	2	1
278	то он	1	1
279	а только	1	1
280	точка зрения	2	1
281	себе он	1	1
282	к которой	1	1
283	не все	1	1
284	или иное	1	1
285	и я	1	1
286	как в	4	1
287	дает нам	1	1
288	что приводит	1	1
289	не хватает	1	1
290	и нет	1	1
291	не замечая	1	1
292	когда он	4	1
293	и наконец	2	1
294	не являются	1	1
295	себе не	1	1
296	в этот	2	1
297	для которого	2	1
298	сливается с	1	1
299	в которой	2	1
300	как это	1	1
301	бы с	1	1
302	чуть ли	1	1
303	с их	1	1
304	элементов в	1	1
305	нет выше	1	1
306	диалогическом общении	1	1
307	его но	1	1
308	и если	2	1
309	к выводу	1	1
310	что она	4	1
311	главным образом	1	1
312	в статье	2	1
313	о которой	1	1
314	поскольку он	1	1
315	в первую	1	1
316	не значит	1	1
317	к одному	1	1
318	этого вопроса	1	1
319	первым и	1	1
320	в силу	1	1
321	и вот	1	1
322	так например	3	1
323	человека в	3	1
324	в каждом	1	1
325	же не	2	1
326	речи или	1	1
327	ясно что	1	1
328	входит в	1	1
329	заключается в	1	1
330	первую очередь	1	1
331	к миру	2	1
332	приходит в	1	1
333	это художественный	1	1
334	из нее	1	1
335	но уже	3	1
336	в них	1	1
337	нет в	1	1
338	которой он	2	1
339	несмотря на	1	1
340	являются как	1	1
341	поэтому с	1	1
342	все это	6	1
343	остается в	1	1
344	метода в	1	1
345	автором и	1	1
346	еще менее	1	1
347	его герои	1	1
348	только для	2	1
349	в глубь	1	1
350	не столько	2	1
351	в дневнике	3	1
352	конечном счете	1	1
353	не менее	2	1
354	выше мы	1	1
355	но он	1	1
356	и относительно	1	1
357	не могли	2	1
358	произведения в	1	1
359	и обратное	1	1
360	для определения	2	1
361	что с	1	1
362	в русской	2	1
363	мышления и	1	1
364	она ни	1	1
365	во время	1	1
366	но только	1	1
367	в структуре	1	1
368	это еще	1	1
369	активность в	1	1
370	тем глубже	1	1
371	самой жизни	1	1
372	на себя	1	1
373	эти связи	1	1
374	уже говорили	1	1
375	а лишь	1	1
