N	3gram	Bakhtin_Fr_8	Tvorches
1	то же время	10	7
2	в то же	10	7
3	по отношению к	1	3
4	до сих пор	8	3
5	не может быть	2	3
6	в первой части	1	2
7	в самом деле	1	2
8	и в то	5	2
9	в отличие от	1	2
10	все же не	1	2
11	с другой стороны	2	2
12	так и в	1	2
13	о том что	2	2
14	в том что	6	2
15	в другом месте	3	1
16	мы уже говорили	7	1
17	в которой он	1	1
18	потому что в	1	1
19	если можно так	1	1
20	дело в том	2	1
21	мы узнаем что	1	1
22	в том числе	3	1
23	о том как	1	1
24	может и не	1	1
25	сих пор еще	4	1
26	в нем и	2	1
27	мы видим в	1	1
28	можно так выразиться	1	1
29	несмотря на его	1	1
30	можно было бы	1	1
31	что в романе	1	1
32	только то что	1	1
33	но в то	2	1
34	творчества этого великого	1	1
35	в чем же	1	1
36	но при этом	1	1
37	в году и	1	1
38	в известном смысле	1	1
39	и в этом	1	1
40	и сегодня так	1	1
41	а с другой	1	1
42	это одна из	1	1
43	той или иной	1	1
44	в связи с	3	1
45	ведь в этом	1	1
46	к тому же	1	1
47	потому что они	1	1
48	на той же	1	1
49	в то время	2	1
50	из всего романа	1	1
51	с одной из	2	1
52	находит и в	1	1
53	в романе не	1	1
54	мы не можем	1	1
55	с самого начала	1	1
56	особое значение имеет	1	1
57	в частности в	1	1
58	была для него	1	1
59	том числе и	2	1
60	в ту эпоху	1	1
61	но ведь в	1	1
62	тесно связан с	1	1
63	в античной литературе	1	1
64	и прежде всего	1	1
65	друг за другом	1	1
66	в предисловии к	1	1
67	в какой-то мере	1	1
68	как и в	4	1
69	что никогда не	1	1
70	в глубине души	1	1
