N	3gram	Vinokur_Ku_1	FransuaR
1	то же время	2	9
2	в то же	2	9
3	для того чтобы	15	6
4	в том что	15	6
5	в этом отношении	5	5
6	в связи с	3	5
7	так же как	1	4
8	на самом деле	2	4
9	потому что он	1	3
10	до сих пор	4	3
11	потому что она	1	2
12	не могло не	1	2
13	с точки зрения	9	2
14	с представлением о	1	2
15	в отличие от	1	2
16	можно было бы	3	2
17	и не в	1	2
18	в известной мере	1	2
19	о том как	3	2
20	как раз то	1	2
21	и с точки	1	2
22	можно говорить о	1	2
23	но вернемся к	1	2
24	не может быть	3	2
25	в большинстве случаев	1	2
26	хотя бы в	4	2
27	но кроме того	1	1
28	и того же	2	1
29	что иное как	1	1
30	у нас есть	2	1
31	в стороне от	1	1
32	на том же	1	1
33	по отношению к	8	1
34	но и более	1	1
35	в самом деле	7	1
36	как раз и	1	1
37	и в то	1	1
38	особенно важное значение	1	1
39	в строгом смысле	1	1
40	по своему содержанию	1	1
41	между тем как	1	1
42	i гл iv	1	1
43	но уже и	1	1
44	и на самом	1	1
45	и даже в	1	1
46	вместе с тем	3	1
47	только для того	1	1
48	рядом с историей	1	1
49	в это время	1	1
50	в наши времена	1	1
51	по существу это	1	1
52	отношению к которому	1	1
53	во всех этих	1	1
54	но и с	1	1
55	все то что	1	1
56	они свидетельствуют о	1	1
57	того же явления	1	1
58	в особенности в	1	1
59	следовательно вовсе не	1	1
60	не что иное	1	1
61	казалось бы не	1	1
62	от того что	1	1
63	этого слова но	1	1
64	так и в	2	1
65	в свою очередь	3	1
66	но именно это	1	1
67	и на все	1	1
68	о том что	5	1
69	ничего общего с	1	1
70	и в самом	2	1
71	в числе прочих	1	1
72	в этом обновленном	1	1
73	той или иной	1	1
74	одного и того	2	1
75	друг от друга	1	1
76	после того как	1	1
77	свидетельствуют о том	1	1
78	нас в том	1	1
79	тем не менее	4	1
80	что и в	1	1
81	только тогда когда	1	1
