N	2gram	Propp_Isto_6	Sovremen
1	не может	6	17
2	может быть	11	12
3	точки зрения	1	12
4	таким образом	12	11
5	мы не	6	9
6	в этом	12	7
7	и в	26	7
8	каждый раз	1	6
9	мы можем	7	6
10	ничего не	2	6
11	как и	5	6
12	и не	10	6
13	только одна	3	6
14	и наконец	3	5
15	все эти	8	5
16	что же	2	5
17	прежде всего	4	5
18	в зависимости	1	4
19	вопрос о	3	4
20	зависимости от	2	4
21	мы должны	2	4
22	в том	12	4
23	в целом	1	4
24	если мы	1	4
25	так как	18	4
26	мы видели	11	4
27	не только	10	4
28	как бы	4	4
29	вместе с	8	4
30	это не	4	4
31	их в	3	4
32	а в	3	4
33	жизни и	2	4
34	ли мы	1	3
35	то же	5	3
36	ясно что	1	3
37	но мы	2	3
38	видели что	3	3
39	все же	8	3
40	еще не	9	3
41	но в	7	3
42	он в	1	3
43	в этой	2	3
44	в себе	3	3
45	уже в	1	3
46	как он	6	3
47	что она	3	3
48	в одном	3	3
49	в нем	8	3
50	при этом	3	3
51	на этой	2	3
52	было бы	2	3
53	а не	2	3
54	так называемых	1	3
55	не в	3	3
56	все это	1	3
57	а все	1	3
58	одна из	2	3
59	для нас	2	3
60	у нас	5	3
61	состоит из	1	3
62	и к	1	3
63	когда мы	2	3
64	отличается от	2	3
65	следующим образом	1	3
66	в области	1	3
67	как мы	4	2
68	и есть	1	2
69	приводит к	1	2
70	все те	1	2
71	на этом	1	2
72	и даже	1	2
73	и что	5	2
74	может дать	1	2
75	через некоторое	1	2
76	в его	5	2
77	может иметь	2	2
78	с этим	2	2
79	дает нам	2	2
80	быть и	1	2
81	некоторое время	1	2
82	не будем	2	2
83	или же	2	2
84	что это	2	2
85	из этих	4	2
86	тот или	1	2
87	с одной	7	2
88	и они	2	2
89	уже не	7	2
90	то и	2	2
91	с другом	1	2
92	в виде	6	2
93	на его	4	2
94	тем не	1	2
95	мы знаем	2	2
96	всяком случае	2	2
97	этой стадии	1	2
98	еще мало	1	2
99	у него	7	2
100	и по	4	2
101	отличие от	1	2
102	ее на	2	2
103	но все	2	2
104	известных нам	1	2
105	что все	1	2
106	в некоторых	2	2
107	и пр	1	2
108	а на	1	2
109	на этот	1	2
110	мы с	1	2
111	такой же	3	2
112	в один	1	2
113	из которых	3	2
114	знаем что	2	2
115	друг с	1	2
116	пока наконец	1	2
117	самый вопрос	1	2
118	же мы	5	2
119	не менее	1	2
120	на котором	3	2
121	этих двух	1	2
122	мы видим	5	2
123	в свою	1	2
124	не могут	1	2
125	могут быть	3	2
126	что при	2	2
127	что в	12	2
128	рот и	1	2
129	в таком	1	2
130	во всяком	2	2
131	пополам и	1	1
132	должен быть	1	1
133	и это	8	1
134	оно может	2	1
135	потом и	1	1
136	переносятся на	1	1
137	на куски	1	1
138	с ее	1	1
139	почему и	1	1
140	между двумя	1	1
