N	2gram	Bakhtin_Pr_1	Analitik
1	в этом	15	18
2	художественного впечатления	2	17
3	не только	9	16
4	и в	38	16
5	в частности	2	16
6	так и	5	15
7	как и	7	14
8	но и	9	12
9	и не	42	12
10	том что	3	12
11	в том	8	12
12	при этом	5	10
13	могут быть	5	10
14	а не	5	10
15	как бы	22	10
16	в этой	1	9
17	лишь в	2	9
18	ничего не	6	9
19	в пределах	6	9
20	и даже	3	9
21	то есть	46	9
22	в целом	3	8
23	в данном	4	8
24	отнюдь не	19	8
25	особенно в	2	7
26	к тому	1	7
27	а также	1	7
28	о том	4	7
29	в себе	4	7
30	художественного целого	1	7
31	то что	8	7
32	в самом	7	6
33	факторов художественного	1	6
34	и на	3	6
35	но в	4	6
36	в мире	3	6
37	говорить о	3	6
38	может быть	26	6
39	с другой	7	6
40	как это	2	6
41	на себя	1	5
42	и к	3	5
43	произведения в	5	5
44	данном случае	4	5
45	с одной	3	5
46	в контексте	1	5
47	совпадает с	2	4
48	столь же	2	4
49	но не	12	4
50	по отношению	21	4
51	за пределы	12	4
52	как в	4	4
53	в своем	5	4
54	хотя и	3	4
55	в себя	2	4
56	на этом	2	4
57	то же	5	4
58	не с	4	4
59	и тем	3	4
60	тем самым	4	4
61	для него	1	4
62	точки зрения	8	4
63	не в	7	4
64	и является	1	4
65	имеет место	5	4
66	не менее	4	4
67	можно сказать	2	4
68	во всех	11	4
69	композиционная форма	4	4
70	только в	13	4
71	и его	16	4
72	уже не	1	4
73	в сознании	1	4
74	одной стороны	3	4
75	не может	27	4
76	и особенно	1	4
77	все это	3	4
78	в один	1	4
79	отношению к	19	4
80	едва ли	3	3
81	в их	10	3
82	в конечном	4	3
83	мы имеем	2	3
84	высказывания в	1	3
85	как уже	1	3
86	в нашем	4	3
87	и если	1	3
88	его от	1	3
89	подобно тому	1	3
90	несмотря на	3	3
91	автора и	1	3
92	место в	8	3
93	на фоне	3	3
94	тем не	3	3
95	как о	1	3
96	жизненной позиции	1	3
97	никогда не	5	3
98	имеем дело	3	3
99	целого романа	1	3
100	со своим	1	3
101	тем что	2	3
102	этом отношении	2	3
103	эстетического объекта	37	3
104	той или	2	3
105	как мы	7	3
106	приводит к	3	3
107	можно было	4	3
108	в результате	1	3
109	если бы	3	3
110	того или	2	3
111	борьба с	1	3
112	что и	2	3
113	и все	3	3
114	одной из	3	3
115	с ними	4	3
116	есть в	1	3
117	я в	1	3
118	из них	1	3
119	только на	1	3
120	или иной	2	3
121	именно в	1	3
122	было бы	8	3
123	литературное произведение	1	3
124	и за	1	3
125	или иного	2	3
126	тому как	1	3
127	этого слова	1	3
128	или в	2	3
129	бы в	1	3
130	прежде всего	13	3
131	а в	6	3
132	не знает	3	3
133	в действительности	1	3
134	по поводу	2	3
135	с самим	2	3
136	отношения к	6	2
137	художественного произведения	11	2
138	из его	1	2
139	а как	3	2
140	имеют место	2	2
141	целого в	1	2
142	и он	2	2
143	еще не	7	2
144	на основе	6	2
145	конечном счете	4	2
146	в общем	1	2
147	отличие от	5	2
148	и я	1	2
149	в значительной	2	2
150	выглядит в	1	2
151	себе не	2	2
152	в противоположность	1	2
153	момент его	2	2
154	на то	2	2
155	вследствие этого	3	2
156	вообще не	7	2
157	не следует	2	2
158	он не	3	2
159	таким образом	10	2
160	значительной степени	1	2
161	в одну	1	2
162	что все	2	2
163	это было	1	2
164	на протяжении	1	2
165	этом смысле	3	2
166	по себе	1	2
167	в этих	2	2
168	в своей	7	2
169	или точнее	2	2
170	в котором	2	2
171	с точки	6	2
172	к предмету	1	2
173	композиционных форм	3	2
174	в отличие	5	2
175	но эта	1	2
176	для нее	8	2
177	в таких	2	2
178	она не	2	2
179	что с	1	2
180	в то	4	2
181	не имеет	9	2
182	на него	3	2
183	между эстетическим	1	2
184	же время	3	2
185	так например	1	2
186	с ее	1	2
187	языка и	1	2
188	того и	1	2
189	на которую	1	2
190	это только	1	2
191	строго говоря	1	2
192	с ним	5	2
193	что в	7	2
194	произведения как	8	2
195	в произведении	4	2
196	за пределами	1	2
197	его в	9	2
198	и во	2	2
199	между тем	7	2
200	в его	43	2
201	вообще и	1	2
202	того что	2	2
203	художественного восприятия	2	2
204	себя в	2	2
205	для всех	1	2
206	в поэзии	9	2
207	не есть	6	2
208	связывается с	1	2
209	ни с	2	2
210	или даже	1	2
211	в одном	1	2
212	вовсе не	2	2
213	не о	1	2
214	уже и	1	2
215	с действительностью	3	2
216	здесь в	2	2
217	эстетический анализ	7	2
218	на этот	1	2
219	его как	3	2
220	одну из	1	2
221	была бы	2	2
222	о чем	1	2
223	с людьми	1	2
224	вместе с	1	2
225	так же	1	2
226	к его	2	2
227	данного произведения	1	2
228	и иной	3	2
229	к своему	2	2
230	в столь	1	2
231	организации произведения	1	2
232	по существу	2	2
233	а эстетический	1	2
234	и для	11	2
235	объекта и	7	2
236	и другими	3	2
237	характерно и	1	2
238	в двух	2	2
239	еще более	1	2
240	сказать что	4	2
241	другой стороны	4	2
242	выходят за	1	2
243	все что	3	2
244	к этому	2	2
245	в таком	3	2
246	а между	1	1
247	произведения но	2	1
248	и т	14	1
249	также и	3	1
250	зависимость от	1	1
251	выражения в	1	1
252	самом деле	6	1
253	идет о	1	1
254	определить как	2	1
255	в первом	1	1
256	к другому	1	1
257	действительности и	3	1
258	мышления но	1	1
259	и композиционного	1	1
260	мы уже	1	1
261	их и	2	1
262	есть не	2	1
263	со всех	2	1
264	бы уже	1	1
265	они могут	1	1
266	почти все	1	1
267	что иное	1	1
268	не вполне	2	1
269	равной мере	1	1
270	я не	2	1
271	всех сторон	2	1
272	и самого	1	1
273	данности произведения	1	1
274	иное как	1	1
275	в чем	2	1
276	на своих	1	1
277	тем как	5	1
278	это имеет	1	1
279	во внешнем	1	1
280	сказать и	3	1
281	и всего	1	1
282	иных случаях	3	1
283	то он	1	1
284	в противовес	1	1
285	тех же	1	1
286	не все	2	1
287	о с	1	1
288	смыслом но	1	1
289	и должны	2	1
290	не принимает	1	1
291	ибо на	1	1
292	независимо от	13	1
293	это ни	1	1
294	в художественном	20	1
295	в противном	3	1
296	в событие	2	1
297	в полном	1	1
298	применении к	3	1
299	от эстетической	1	1
300	эстетической деятельности	2	1
301	и наконец	6	1
302	а со	1	1
303	имеет в	1	1
304	моментов в	1	1
305	при чтении	1	1
306	дело только	3	1
307	не приходится	1	1
308	в которой	1	1
309	бы и	1	1
310	в литературном	1	1
311	всего романа	1	1
312	не даны	1	1
313	все эти	5	1
314	восприятия как	1	1
315	бы не	2	1
316	которые в	1	1
317	в главе	1	1
318	ценностную позицию	2	1
319	и те	2	1
320	но ведь	1	1
321	лица и	2	1
322	как он	1	1
323	в наших	1	1
324	быть только	5	1
325	в нем	15	1
326	в лирике	2	1
327	художественном восприятии	1	1
328	всех этих	1	1
329	анализа является	1	1
330	в принципе	1	1
331	к одному	1	1
332	не к	6	1
333	не как	1	1
334	почти то	1	1
335	характер в	1	1
336	свое время	1	1
337	то самое	1	1
338	его можно	1	1
339	человека в	2	1
340	в каждом	2	1
341	данного эстетического	1	1
342	актуализации в	1	1
343	от степени	1	1
344	входит в	8	1
345	в глазах	1	1
346	это не	5	1
347	тенденцией к	1	1
348	не совпадает	2	1
349	ни в	11	1
350	в них	5	1
351	все равно	1	1
352	мифа но	1	1
353	далеко не	5	1
354	но лишь	2	1
355	этого не	1	1
356	место и	2	1
357	вне эстетической	1	1
358	воля и	1	1
359	обратимся к	1	1
360	нисколько не	1	1
361	но я	1	1
362	в понимании	1	1
363	но если	1	1
364	следствием этого	1	1
365	и при	2	1
366	не становится	1	1
367	эстетическая деятельность	2	1
368	имеется в	1	1
369	в синтаксисе	1	1
370	вплоть до	1	1
371	соотнесении с	1	1
372	не его	2	1
373	и эти	1	1
374	и более	2	1
375	мере в	1	1
376	однако в	1	1
377	том же	2	1
378	не должна	4	1
379	ни одна	2	1
380	где каждый	1	1
381	форму в	5	1
382	и вся	2	1
383	тому что	1	1
384	раз и	2	1
385	виду что	1	1
386	таких случаях	1	1
387	до известной	1	1
388	на слова	1	1
389	одна из	2	1
390	материала в	10	1
391	эта внутренняя	1	1
392	именно с	1	1
393	слова как	1	1
394	этих двух	1	1
395	связи с	2	1
396	только с	1	1
397	ничему не	1	1
398	конечно и	4	1
399	и несколько	1	1
400	у нас	2	1
401	языка в	3	1
402	личности в	1	1
