N	2gram	Bakhtin_Fr_1	Problema
1	и в	65	30
2	в своей	5	22
3	то есть	45	21
4	мифа о	1	19
5	не только	10	18
6	то что	3	18
7	в этом	15	17
8	том что	6	17
9	и даже	8	14
10	людей и	1	13
11	но и	10	13
12	потому что	5	13
13	о том	2	12
14	в его	9	12
15	в том	16	12
16	и не	22	12
17	в своем	8	11
18	у него	1	11
19	в этой	4	10
20	для нас	4	10
21	точки зрения	7	10
22	все же	6	9
23	но в	14	9
24	и вообще	3	9
25	который в	1	9
26	только в	7	9
27	и все	5	9
28	сказать что	6	9
29	хотя и	2	8
30	с точки	3	8
31	в конце	1	8
32	вовсе не	18	8
33	но не	2	7
34	как и	5	7
35	не в	4	7
36	никогда не	6	7
37	на землю	3	7
38	связи с	4	7
39	у нас	1	7
40	здесь не	1	7
41	в дальнейшем	8	7
42	так и	10	7
43	что он	3	7
44	до нас	3	7
45	может быть	6	7
46	говорит о	1	7
47	в связи	1	7
48	подобного рода	1	7
49	в результате	1	7
50	и на	11	6
51	и как	1	6
52	в нем	13	6
53	его в	7	6
54	несмотря на	2	6
55	можно найти	1	6
56	и его	10	6
57	можно сказать	2	6
58	что и	1	6
59	уже не	3	6
60	так как	6	6
61	с другой	3	6
62	прежде всего	11	6
63	как бы	22	6
64	и для	2	6
65	другой стороны	1	6
66	в году	6	5
67	не просто	3	5
68	в которой	1	5
69	и с	3	5
70	в античном	1	5
71	он и	3	5
72	еще в	1	5
73	но он	1	5
74	не менее	1	5
75	людей в	1	5
76	художественное творчество	1	5
77	и у	6	5
78	и их	3	5
79	а не	1	5
80	не может	3	5
81	как раз	3	5
82	в самом	4	5
83	что в	3	5
84	к людям	1	4
85	человека и	1	4
86	и он	2	4
87	и к	4	4
88	в себе	3	4
89	при этом	6	4
90	но все	3	4
91	об этом	1	4
92	а его	2	4
93	было бы	1	4
94	в то	1	4
95	и сам	1	4
96	разного рода	3	4
97	нас в	1	4
98	или в	2	4
99	даже и	3	4
100	у боккаччо	1	4
101	далеко не	3	4
102	еще и	5	4
103	нового времени	13	4
104	в частности	5	4
105	этот мотив	1	4
106	именно для	1	4
107	под названием	1	4
108	как именно	1	4
109	жизни в	5	4
110	новое время	3	3
111	на первом	1	3
112	в виду	3	3
113	в ней	6	3
114	еще не	6	3
115	в ее	3	3
116	что касается	1	3
117	в противоположность	2	3
118	от этого	1	3
119	он в	1	3
120	с одной	2	3
121	он не	2	3
122	в новое	3	3
123	в отношении	6	3
124	в самой	3	3
125	в духе	8	3
126	есть только	2	3
127	он видит	1	3
128	и которая	1	3
129	жизнь и	1	3
130	в эпоху	9	3
131	с ним	3	3
132	только и	1	3
133	настоящее время	1	3
134	к нему	3	3
135	найти и	1	3
136	же в	2	3
137	того что	2	3
138	в начале	1	3
139	в одном	5	3
140	в других	3	3
141	для того	1	3
142	именно в	1	3
143	одной стороны	2	3
144	жизнь в	1	3
145	мира в	3	3
146	видит в	1	3
147	быть только	2	3
148	первом плане	1	3
149	в настоящее	1	3
150	еще более	5	3
151	и другие	8	3
152	самом деле	3	2
153	или к	2	2
154	характерное для	1	2
155	и до	4	2
156	поэтому и	4	2
157	бури и	1	2
158	то же	1	2
159	по его	3	2
160	из всех	2	2
161	еще остается	1	2
162	мы имеем	1	2
163	мы не	1	2
164	и дать	1	2
165	это время	2	2
166	в таком	2	2
167	все эти	10	2
168	в чем	2	2
169	мы будем	3	2
170	не входит	2	2
171	значение и	2	2
172	по отношению	1	2
173	отношение к	4	2
174	и речи	1	2
175	на то	1	2
176	античности а	1	2
177	как в	5	2
178	кроме того	2	2
179	время это	1	2
180	раз в	1	2
181	на его	2	2
182	всем своем	1	2
183	не к	2	2
184	или иных	1	2
185	его на	2	2
186	и дальше	1	2
187	это не	3	2
188	по мысли	1	2
189	не чем	1	2
190	но уже	1	2
191	в них	5	2
192	раз и	2	2
193	и без	2	2
194	представление о	1	2
195	иным как	1	2
196	и более	1	2
197	был уже	1	2
198	в таких	2	2
199	дело в	2	2
200	в науке	1	2
201	на него	2	2
202	того чтобы	1	2
