N	2gram	Bakhtin_Pr_1	Myshleni
1	то что	15	26
2	в этом	22	25
3	что он	8	25
4	потому что	8	21
5	таким образом	12	19
6	точки зрения	19	18
7	в том	8	18
8	не может	12	18
9	того чтобы	1	17
10	не только	15	16
11	и в	29	16
12	того что	1	16
13	так как	6	16
14	что в	8	16
15	том что	7	15
16	так же	6	15
17	для того	1	14
18	в сущности	5	13
19	в процессе	4	13
20	сказать что	3	13
21	вопрос о	2	12
22	по отношению	8	12
23	в области	1	12
24	и что	2	12
25	и не	31	12
26	отношению к	8	12
27	отношение к	2	11
28	в его	24	11
29	но не	9	10
30	было бы	5	10
31	как мы	4	10
32	только в	10	10
33	а не	22	10
34	с помощью	1	10
35	с точки	13	9
36	в отношении	2	9
37	может быть	24	9
38	то же	14	8
39	в известном	1	8
40	должно быть	4	8
41	как и	12	8
42	если бы	9	8
43	в основе	4	8
44	о том	1	8
45	он не	5	8
46	точка зрения	12	8
47	мы должны	3	8
48	же как	1	7
49	и есть	2	7
50	в нем	19	7
51	но он	2	7
52	по себе	8	7
53	приводит к	3	7
54	так и	7	7
55	известном смысле	1	7
56	если мы	1	7
57	с другом	1	7
58	друг с	2	7
59	и на	7	6
60	могли бы	2	6
61	но в	7	6
62	в этой	4	6
63	как он	1	6
64	в другом	1	6
65	но если	1	6
66	не в	7	6
67	что оно	2	6
68	что все	1	6
69	и следовательно	4	6
70	этот вопрос	2	6
71	у него	5	6
72	развития в	1	6
73	но и	14	6
74	в той	2	6
75	в какой	1	6
76	к тому	1	6
77	должна быть	5	5
78	что они	1	5
79	как в	6	5
80	в своем	8	5
81	в которой	2	5
82	он должен	1	5
83	из нее	1	5
84	тому что	3	5
85	мысли и	5	5
86	с ним	5	5
87	самого начала	2	5
88	в то	10	5
89	того как	1	5
90	никогда не	3	5
91	ничего не	5	5
92	этом отношении	3	5
93	с самого	1	5
94	можно было	2	5
95	по сравнению	1	5
96	на вопрос	2	5
97	можно сказать	1	5
98	заключается в	1	5
99	тот же	2	5
100	хотя бы	2	5
101	для него	18	5
102	тем что	4	5
103	сравнению с	1	5
104	как бы	19	5
105	только что	1	5
106	не знает	3	5
107	той же	5	4
108	время как	1	4
109	а только	1	4
110	не то	1	4
111	за пределы	7	4
112	сама по	1	4
113	в самом	10	4
114	все эти	9	4
115	с их	5	4
116	вообще не	1	4
117	при этом	2	4
118	подобно тому	3	4
119	и по	1	4
120	мы его	2	4
121	это не	9	4
122	такой же	1	4
123	лучшем случае	2	4
124	и другое	1	4
125	мысли в	2	4
126	не имеет	1	4
127	могут быть	6	4
128	же самое	1	4
129	не есть	2	4
130	в пределах	13	4
131	еще не	5	4
132	другом месте	1	4
133	в свете	4	4
134	в качестве	1	4
135	так что	2	4
136	и их	1	4
