N	3gram	Savitsky_E_1	slovoVRo
1	не может быть	2	15
2	в отличие от	1	12
3	в пределах одного	1	7
4	в значительной степени	1	6
5	с одной стороны	8	5
6	той или иной	4	5
7	в большинстве случаев	2	5
8	то же время	14	4
9	в то же	15	4
10	в отношении к	12	4
11	в том что	6	4
12	в той или	3	3
13	оно не может	1	3
14	с точки зрения	16	3
15	в этом отношении	3	3
16	или иной степени	1	3
17	но в то	2	3
18	так и в	2	3
19	одной стороны и	6	3
20	в свою очередь	2	2
21	а также и	1	2
22	более или менее	1	2
23	хотя бы и	3	2
24	может быть и	1	2
25	не только в	4	2
26	не могут быть	1	2
27	так и для	1	2
28	во всяком случае	3	2
29	в связи с	1	2
30	для того чтобы	5	2
31	и т д	1	2
32	от эмпирической действительности	1	1
33	иначе обстоит дело	2	1
34	хотя и не	1	1
35	и не в	1	1
36	хотя бы только	1	1
37	в известной степени	3	1
38	также и в	1	1
39	в том числе	1	1
40	то есть к	1	1
41	эта может быть	1	1
42	можно утверждать что	1	1
43	не может не	1	1
44	и не только	1	1
45	как сказал бы	1	1
46	мы говорили в	1	1
47	и в то	8	1
48	но и в	1	1
49	том числе и	1	1
50	на то что	2	1
51	рано или поздно	2	1
52	для нас в	1	1
53	обстоит дело в	2	1
54	отметить что и	1	1
55	в лучшем случае	1	1
56	сводится именно к	1	1
57	в применении к	3	1
58	при условии если	1	1
59	к сожалению не	1	1
60	а также в	1	1
61	вовсе не обязательно	1	1
62	есть не только	2	1
63	в последнем случае	1	1
64	с другой стороны	2	1
65	мы видели что	1	1
66	того или иного	4	1
67	во всех этих	1	1
68	в частности в	2	1
69	друг к другу	1	1
70	и затем в	1	1
71	вовсе не в	1	1
72	мы не можем	1	1
73	и притом в	2	1
74	большей или меньшей	1	1
75	мы можем сказать	2	1
76	и в идеологическом	1	1
77	речь идет о	1	1
78	и ту же	1	1
79	как не может	1	1
80	о которых мы	1	1
81	тех или иных	1	1
82	так и по	1	1
83	во всем его	1	1
84	одну и ту	1	1
85	всех этих случаях	1	1
86	мы увидим что	1	1
87	как мы видели	2	1
