N	2gram	Bakhtin_Pr_3	Problema
1	то есть	1	46
2	в его	22	43
3	и не	29	42
4	и в	34	38
5	не может	19	27
6	может быть	19	26
7	как бы	27	22
8	по отношению	5	21
9	отнюдь не	2	19
10	отношению к	6	19
11	и с	15	17
12	и его	16	16
13	в этом	16	15
14	в нем	19	15
15	и т	8	14
16	только в	6	13
17	т п	6	13
18	прежде всего	15	13
19	независимо от	1	13
20	но не	4	12
21	за пределы	2	12
22	во всех	2	11
23	ни в	4	11
24	и для	8	11
25	не входит	2	10
26	отношение к	6	10
27	таким образом	5	10
28	в их	1	10
29	к нему	14	10
30	не только	10	9
31	его в	4	9
32	но и	12	9
33	и как	3	8
34	входит в	2	8
35	было бы	2	8
36	точки зрения	8	8
37	для нее	1	8
38	в том	3	8
39	художественное произведение	1	8
40	то что	11	8
41	еще не	4	7
42	в самом	8	7
43	вообще не	2	7
44	в плане	6	7
45	как и	18	7
46	и становится	1	7
47	не в	9	7
48	как мы	7	7
49	с другой	4	7
50	между тем	3	7
51	отметить что	1	7
52	слова в	7	7
53	в своей	3	7
54	что в	7	7
55	отношения к	1	6
56	самом деле	13	6
57	на основе	1	6
58	там где	7	6
59	и наконец	5	6
60	в пределах	6	6
61	с точки	4	6
62	ничего не	4	6
63	мы можем	1	6
64	произведение в	1	6
65	должно отметить	1	6
66	все же	7	6
67	а в	5	6
68	себя как	2	5
69	высшей степени	3	5
70	тем как	1	5
71	отличие от	2	5
72	в своем	2	5
73	все эти	4	5
74	при этом	4	5
75	то же	14	5
76	это не	5	5
77	в них	2	5
78	рядом с	4	5
79	в высшей	3	5
80	далеко не	3	5
81	в отличие	2	5
82	так и	6	5
83	его целом	2	5
84	в основе	1	5
85	и о	1	5
86	никогда не	8	5
87	с ним	8	5
88	и прежде	4	5
89	конечно не	2	5
90	большинстве случаев	3	5
91	в большинстве	2	5
92	а не	9	5
93	со словом	3	5
94	должно быть	3	5
95	все они	1	5
96	мы здесь	1	4
97	на самом	11	4
98	конечно и	1	4
99	в виду	3	4
100	в ней	3	4
101	как в	4	4
102	но в	16	4
103	в себе	6	4
104	понять его	1	4
105	в данном	1	4
106	с миром	3	4
107	не менее	3	4
108	в то	12	4
109	здесь не	1	4
110	в ее	3	4
111	данном случае	1	4
112	в произведении	1	4
113	можно было	1	4
114	не с	2	4
115	о том	2	4
116	которых мы	2	4
117	от всех	1	4
118	с ними	6	4
119	всех его	1	4
120	в других	1	4
121	в форме	2	4
122	и только	2	4
123	к которому	2	4
124	что не	7	4
125	в романе	1	4
126	более того	2	4
127	и потому	2	4
128	себя самого	11	4
129	лишь как	1	4
130	хотя бы	5	4
131	вне себя	2	4
132	может и	1	4
133	между ними	1	4
134	сказать что	2	4
135	другой стороны	3	4
136	также и	1	3
137	например в	2	3
138	говорить о	3	3
139	на них	5	3
140	бы то	4	3
141	сказать и	1	3
142	менее всего	1	3
