N	2gram	Voloshinov_1	RusskieA
1	и в	19	36
2	не только	8	22
3	том что	3	19
4	что в	4	19
5	в том	6	17
6	но и	8	16
7	так как	2	15
8	во время	1	14
9	и другие	1	13
10	в этом	16	12
11	в других	1	11
12	и на	4	10
13	это не	1	10
14	как и	12	10
15	как мы	13	10
16	потому что	1	10
17	а в	4	9
18	и по	1	8
19	с тем	1	8
20	у нас	2	8
21	о том	2	8
22	мы увидим	1	8
23	из них	3	8
24	может быть	26	8
25	как это	1	8
26	так и	11	7
27	между тем	3	7
28	что и	2	7
29	и других	2	7
30	мы не	6	6
31	так например	1	6
32	таким образом	17	6
33	при этом	8	6
34	не имеет	3	6
35	уже не	1	6
36	и не	26	6
37	все это	3	6
38	то что	8	6
39	а и	1	5
40	как в	4	5
41	все же	8	5
42	во многих	1	5
43	того как	1	5
44	с ними	1	5
45	как бы	15	5
46	этом случае	3	5
47	еще не	4	4
48	во всех	7	4
49	в эти	2	4
50	следующим образом	1	4
51	после этого	1	4
52	в россии	1	4
53	входит в	5	4
54	из этих	2	4
55	тому что	2	4
56	одна из	2	4
57	в русском	1	4
58	связи с	11	4
59	к тому	2	4
60	еще в	1	4
61	и что	1	4
62	и их	2	4
63	тем что	2	4
64	и др	2	4
65	того что	3	4
66	по существу	1	4
67	в связи	7	4
68	не может	24	4
69	только в	9	4
70	к этому	5	4
71	то на	1	3
72	на каждом	1	3
73	в своем	2	3
74	что это	1	3
75	и те	7	3
76	в основном	6	3
77	то же	7	3
78	но все	3	3
79	для них	2	3
80	он же	1	3
81	далеко не	4	3
82	точки зрения	34	3
83	с точки	20	3
84	тем не	2	3
85	их в	1	3
86	не менее	4	3
87	этого момента	1	3
88	в разных	1	3
89	ничего не	6	3
90	и другой	1	3
91	можно сделать	1	3
92	приводит к	1	3
93	к жизни	1	3
94	настоящее время	6	3
95	от них	1	3
96	связаны с	2	3
97	также в	1	3
98	в качестве	2	3
99	только на	4	3
100	слова в	1	3
101	в одном	1	3
102	в области	3	3
103	на этот	3	3
104	о чем	1	3
105	так называемой	1	3
106	так же	7	3
107	этого слова	2	3
108	не будем	4	3
109	в настоящее	6	3
110	в целях	3	3
111	и к	3	3
112	в свою	2	3
113	например в	1	2
114	переход от	4	2
115	между двумя	3	2
116	к другому	3	2
117	их к	1	2
118	они были	1	2
119	в ней	4	2
120	на самом	3	2
121	но не	1	2
122	значение и	1	2
123	не просто	2	2
124	отнюдь не	6	2
125	однако как	1	2
126	работа в	1	2
127	независимо от	2	2
128	с этим	4	2
129	мы можем	2	2
130	хотя и	1	2
131	и как	3	2
132	его к	2	2
133	следующее в	1	2
134	но в	7	2
135	та же	1	2
136	в целом	1	2
137	все эти	7	2
138	в нашем	2	2
139	в дальнейшем	3	2
140	и до	1	2
141	как он	2	2
142	и всей	1	2
143	в нем	10	2
144	всех этих	1	2
145	не значит	1	2
146	его от	1	2
147	сделать из	1	2
148	в каждом	7	2
149	же не	1	2
150	главным образом	1	2
151	и с	2	2
152	на этой	2	2
153	с целью	1	2
154	чтобы они	1	2
155	в один	1	2
156	этому же	1	2
157	далее в	1	2
158	должны были	1	2
159	и более	2	2
160	для этого	1	2
161	она не	2	2
162	они же	1	2
163	и здесь	6	2
164	могут быть	2	2
165	они и	2	2
166	имеет место	2	2
167	ничего общего	5	2
168	как они	1	2
169	значения и	1	2
170	свою очередь	2	2
171	в более	1	2
172	мы наблюдаем	1	2
173	в образе	1	2
174	подойти к	2	2
175	на все	1	2
176	в различных	1	2
177	должно было	1	2
178	в его	6	2
179	них в	1	2
180	к ней	1	2
181	значит что	1	2
182	этот вопрос	5	2
183	в какой	3	2
184	но ни	1	2
