N	2gram	Potebnia_M_4	Problema
1	то есть	34	39
2	то что	29	38
3	вовсе не	7	37
4	и не	18	37
5	и в	23	35
6	не есть	9	33
7	не только	10	24
8	сказать что	8	24
9	том что	12	19
10	что такое	7	18
11	у нас	2	18
12	даже и	3	18
13	о том	8	18
14	может быть	26	18
15	в этом	23	17
16	и вообще	2	16
17	настоящее время	1	16
18	но и	11	16
19	в настоящее	1	16
20	в языке	16	15
21	что мы	10	14
22	только в	15	14
23	не менее	5	13
24	потому что	33	13
25	не может	11	13
26	и что	7	13
27	во всяком	5	13
28	тем не	4	12
29	того что	14	12
30	в том	23	12
31	хотя бы	4	12
32	не будет	3	11
33	значения и	1	11
34	и даже	2	11
35	так что	5	11
36	прежде всего	1	11
37	что в	17	11
38	в таком	4	11
39	таком случае	2	10
40	и то	5	10
41	говорить о	5	10
42	еще не	3	10
43	всяком случае	3	10
44	ничего не	1	10
45	и с	4	10
46	а не	12	10
47	в данном	4	10
48	да и	4	10
49	тем более	5	10
50	в этой	1	9
51	если мы	2	9
52	только на	4	9
53	что же	5	9
54	для нас	14	9
55	значение и	2	8
56	все же	1	8
57	по себе	11	8
58	есть только	5	8
59	ясно что	1	8
60	в виду	3	8
61	было бы	8	8
62	уже не	3	8
63	при помощи	3	8
64	только о	2	8
65	есть нечто	5	7
66	бы и	5	7
67	все эти	3	7
68	и значения	1	7
69	мы не	8	7
70	тем самым	4	7
71	не имеет	5	7
72	так и	6	7
73	казалось бы	1	7
74	в его	5	7
75	так как	14	7
76	этом случае	5	7
77	и т	7	6
78	есть не	4	6
79	мы и	2	6
80	с другой	2	6
81	но как	1	6
82	относится к	1	6
83	но в	8	6
84	так или	2	6
85	на то	7	6
86	т д	3	6
87	что все	4	6
88	по крайней	5	6
89	мы можем	10	6
90	как будто	1	6
91	крайней мере	5	6
92	когда мы	6	6
93	же самое	4	6
94	другими словами	8	6
95	можно сказать	4	6
96	в виде	2	6
97	в области	2	6
98	или иначе	2	6
99	а именно	4	6
100	но это	3	6
101	и для	2	6
102	не существует	2	6
103	в то	4	6
104	то же	14	5
105	по своему	2	5
106	с этим	7	5
107	в самом	3	5
108	в себе	14	5
109	с другими	4	5
110	но уже	3	5
111	как и	14	5
112	и без	2	5
113	есть именно	1	5
114	и более	4	5
115	для меня	10	5
116	под этим	1	5
117	это то	1	5
118	связи с	3	5
119	той или	1	5
120	указывает на	2	5
121	и это	2	5
122	как мы	2	5
123	данном случае	2	5
124	языка и	3	5
125	можно было	2	5
126	и на	3	5
127	с одной	1	5
128	же это	1	5
129	одной стороны	1	5
130	своего собственного	1	5
131	что не	6	5
132	другой стороны	1	5
133	в частности	1	5
134	так же	4	5
135	кроме того	3	5
136	в связи	1	5
137	или другой	1	5
138	и все	4	5
139	есть то	4	5
140	предполагает что	1	4
141	самом деле	3	4
142	на самом	3	4
143	и есть	3	4
144	и значение	3	4
145	что если	6	4
146	не вполне	2	4
147	не был	1	4
148	было говорить	2	4
149	но не	1	4
150	не все	1	4
151	в своем	8	4
152	и той	1	4
153	и как	2	4
154	вообще не	1	4
155	что она	2	4
156	их в	3	4
157	таким образом	24	4
158	заключается в	1	4
159	и тем	4	4
160	далеко не	1	4
161	между собою	4	4
162	на первый	1	4
163	в этих	3	4
164	но если	1	4
165	в отношении	1	4
166	значение слова	5	4
167	до сих	4	4
168	что на	2	4
169	в каком	4	4
170	не могут	2	4
171	и вполне	2	4
172	языке и	4	4
173	что при	1	4
174	и о	4	4
175	без всякого	1	4
176	будет сказать	1	4
177	если бы	13	4
178	и здесь	2	4
179	и только	3	4
180	тех пор	6	4
181	значение в	1	4
182	тот же	2	4
183	что он	4	4
184	есть в	5	4
185	не можем	5	4
186	то и	4	4
187	представить себе	2	4
188	как же	4	4
189	тем что	10	4
190	и следовательно	3	4
191	если не	1	4
192	мы говорим	7	4
193	как бы	5	4
194	это значит	1	4
195	слова и	5	4
196	сих пор	4	4
197	все это	5	4
198	значения слова	1	4
199	обозначает и	1	4
200	а в	5	4
201	до тех	6	4
202	можно говорить	1	3
203	в их	1	3
204	мы уже	3	3
205	вопрос о	2	3
206	что иное	2	3
207	но даже	2	3
208	то это	8	3
209	значением слова	1	3
210	не нужно	2	3
211	в нашем	2	3
212	а тем	1	3
213	только тогда	5	3
214	нет и	1	3
215	и речи	1	3
216	в истории	4	3
217	хотя и	5	3
218	могли бы	4	3
219	не было	12	3
220	и к	6	3
221	что слово	10	3
222	бы не	3	3
223	из этих	2	3
224	и тот	3	3
225	только один	1	3
226	быть только	1	3
227	при этом	15	3
228	перестает быть	1	3
229	и по	3	3
230	здесь мы	2	3
231	лишь в	3	3
232	его в	4	3
233	все равно	3	3
234	с тем	7	3
235	в слове	22	3
236	и того	1	3
237	сосредоточиться на	1	3
238	не во	1	3
239	никто не	2	3
240	к предмету	1	3
241	о языке	2	3
242	является только	1	3
243	гуманитарных наук	2	3
244	но эта	2	3
245	тому что	2	3
246	или что	2	3
247	в таких	2	3
248	о значении	1	3
249	с которой	1	3
250	как о	1	3
251	тогда когда	8	3
252	в науке	3	3
253	и притом	2	3
254	только не	3	3
255	слова как	1	3
256	мы бы	2	3
257	языка в	2	3
258	и понятием	1	3
259	не знаем	2	3
260	не знает	1	3
261	оно не	2	3
262	если же	4	3
263	она не	2	3
264	ничего общего	1	3
265	с самого	1	3
266	на том	2	3
267	это только	1	3
268	мы в	3	3
269	он сам	1	3
270	иное как	2	3
271	каждый раз	4	3
272	внимание на	5	3
273	но мы	2	3
274	нас в	2	3
275	которые мы	2	3
276	и можно	1	3
277	один из	2	3
278	по этому	1	3
279	уже в	5	3
280	в нашей	1	3
281	а это	1	3
282	и их	3	3
283	пока не	2	3
284	уже и	2	3
285	значение есть	1	3
286	указание на	1	3
287	для того	6	3
288	даже не	2	3
289	говорим о	1	3
290	может ли	1	3
291	будет иметь	2	3
292	и если	3	3
293	слова то	4	3
294	относятся к	2	3
295	если оно	2	3
296	тому как	2	3
297	от нас	1	3
298	к тому	3	3
299	о котором	1	3
300	то не	1	3
301	бы в	2	3
302	мы должны	2	3
303	от всего	1	3
304	скажем что	1	3
305	здесь только	1	3
306	только как	4	3
307	не что	2	3
308	в своих	2	3
309	точно так	2	3
310	все что	2	3
311	то на	1	2
312	речь идет	1	2
313	ли мы	1	2
314	нам кажется	2	2
315	нового не	1	2
316	может выражать	1	2
317	из трех	1	2
318	той же	3	2
319	если я	1	2
320	это совершенно	1	2
321	большую роль	1	2
322	к положительному	1	2
323	нам в	1	2
324	что под	1	2
325	из которых	2	2
326	зависимости от	1	2
327	в ней	2	2
328	но при	1	2
329	столько же	1	2
330	без которой	1	2
331	во всех	1	2
332	от его	2	2
333	не то	5	2
334	значением и	1	2
335	мы же	1	2
336	ведь мы	1	2
337	друг от	1	2
338	один и	5	2
339	которые не	2	2
340	в той	4	2
341	независимо от	6	2
342	общего с	1	2
343	как нам	1	2
344	перед нами	1	2
345	с понятием	1	2
346	звука и	1	2
347	и хотя	3	2
348	от чего	1	2
349	что пока	1	2
350	языкознания и	2	2
351	роль в	1	2
352	не годится	1	2
353	имеем в	1	2
354	во многих	2	2
355	на отношение	1	2
356	человек не	2	2
357	время и	1	2
358	он не	2	2
359	не значит	2	2
360	языка как	1	2
361	одной и	1	2
362	подобно тому	2	2
363	в нее	3	2
364	но все	1	2
365	и понятие	1	2
366	на всю	1	2
367	в каком-нибудь	1	2
368	об этом	2	2
369	к другу	1	2
370	входит в	1	2
371	и мы	5	2
372	в них	3	2
373	она и	2	2
374	говорится о	2	2
375	существует то	1	2
376	должно быть	5	2
377	многие другие	1	2
378	точки зрения	4	2
379	и при	2	2
380	в такой	1	2
381	одним и	1	2
382	что до	2	2
383	мысли и	7	2
384	бы мы	1	2
385	которые в	1	2
386	не в	11	2
