N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	29
2	таким образом	6	20
3	и не	14	16
4	в эпоху	1	15
5	в этой	3	13
6	и все	2	13
7	но в	3	12
8	как и	4	12
9	и на	7	11
10	в этом	10	11
11	так и	12	11
12	то же	3	10
13	не только	7	10
14	во время	6	10
15	в то	6	10
16	как мы	4	10
17	все эти	1	9
18	и с	5	9
19	его в	4	9
20	в конце	2	9
21	вовсе не	2	9
22	но и	10	9
23	же время	3	8
24	и его	12	8
25	в его	4	8
26	прежде всего	4	8
27	как бы	2	8
28	в них	4	7
29	мы видели	1	7
30	в том	11	7
31	так как	4	7
32	так же	1	7
33	в сущности	1	6
34	системе образов	1	6
35	здесь в	3	6
36	в большинстве	1	6
37	из них	7	6
38	что это	4	5
39	в нем	6	5
40	большинстве случаев	1	5
41	он и	1	5
42	в своей	3	5
43	до конца	1	5
44	рядом с	2	5
45	это не	2	5
46	у него	4	5
47	сказать что	1	5
48	того же	3	5
49	и есть	2	4
50	в которой	5	4
51	еще не	6	4
52	с его	5	4
53	с помощью	1	4
54	в нашем	2	4
55	в образе	3	4
56	мы слышим	1	4
57	которую он	1	4
58	точки зрения	4	4
59	женщин и	1	4
60	но они	1	4
61	этот образ	1	4
62	в результате	1	4
63	жизнь и	1	4
64	в литературе	1	4
65	что он	5	4
66	конечно не	1	4
67	тем что	3	4
68	с другой	2	4
69	по своему	2	4
70	только для	1	4
71	все это	3	4
72	один из	5	4
73	то что	6	4
74	жизни и	3	4
75	в доме	6	3
76	и за	2	3
77	той же	3	3
78	и здесь	6	3
79	в ней	3	3
80	в чем	1	3
81	как к	1	3
82	в своем	6	3
83	и как	1	3
84	более или	1	3
85	в себе	1	3
86	он не	2	3
87	и сам	3	3
88	для того	5	3
89	своего времени	2	3
90	а затем	5	3
91	этой традиции	1	3
92	после обеда	1	3
93	том что	9	3
94	или менее	1	3
95	в эту	1	3
96	свою речь	1	3
97	образом и	1	3
98	не видят	1	3
99	самого начала	1	3
100	свою роль	1	3
101	того чтобы	6	3
102	в разных	1	3
103	по своей	1	3
104	они были	1	3
105	женщины в	1	3
106	видели как	1	3
107	и вполне	1	3
108	в ее	2	3
109	с самого	2	3
110	роль в	2	3
111	что у	4	3
112	имеется в	1	3
113	он собирается	1	3
114	там же	1	3
115	к нему	3	3
116	все время	2	3
117	с ними	2	3
118	в качестве	5	3
119	и они	1	3
120	и их	3	3
121	в известной	1	3
122	том числе	3	3
123	мы можем	3	3
124	и даже	1	3
125	там где	1	3
126	этой же	1	3
127	все же	4	3
128	мы видим	1	3
129	тот же	2	3
130	другой стороны	1	3
131	в частности	4	3
132	как известно	2	2
133	по адресу	4	2
134	перед лицом	2	2
135	то время	3	2
