N	2gram	Medvedev_F_2	Problemy
1	и в	38	34
2	и не	20	29
3	как бы	4	27
4	что он	5	23
5	в его	10	22
6	к другому	2	20
7	в нем	13	19
8	может быть	23	19
9	не может	14	19
10	и все	3	19
11	как и	9	18
12	в этом	27	16
13	но в	4	16
14	и его	21	16
15	все это	3	16
16	он не	6	15
17	и с	9	15
18	прежде всего	15	15
19	то же	6	14
20	с самим	1	14
21	к нему	3	14
22	самом деле	8	13
23	для него	7	13
24	и к	4	12
25	в то	5	12
26	же время	5	12
27	потому что	2	12
28	но и	13	12
29	т е	26	12
30	на самом	3	11
31	в сущности	4	11
32	вовсе не	11	11
33	с другим	1	11
34	то что	6	11
35	не только	9	10
36	слова и	7	10
37	самим собою	1	9
38	не в	15	9
39	а не	6	9
40	и т	14	8
41	с самого	2	8
42	самого начала	2	8
43	никогда не	2	8
44	с ним	2	8
45	в другом	1	8
46	в самом	16	8
47	так же	1	8
48	что же	5	8
49	и для	5	8
50	точки зрения	8	8
51	на него	1	7
52	как будто	1	7
53	как мы	7	7
54	слова в	3	7
55	и даже	4	7
56	что не	4	7
57	там где	4	7
58	этого слова	1	7
59	все же	8	7
60	что в	7	7
61	и на	3	6
62	с его	11	6
63	отношение к	2	6
64	что они	4	6
65	в пределах	12	6
66	в плане	2	6
67	самим собой	1	6
68	для себя	1	6
69	так и	8	6
70	слово с	1	6
71	в себе	1	6
72	только в	6	6
73	т п	9	6
74	стремится к	1	6
75	от него	2	6
76	с ними	2	6
77	на них	1	5
78	в чем	2	5
79	и наконец	4	5
80	что это	3	5
81	в целом	3	5
82	но все	3	5
83	лишь в	7	5
84	с тем	11	5
85	в слове	5	5
86	он и	3	5
87	в конце	2	5
88	даже в	2	5
89	таким образом	20	5
90	к тому	4	5
91	и сам	1	5
92	что и	8	5
93	это не	2	5
94	все время	6	5
95	того что	3	5
96	и так	1	5
97	так что	1	5
98	из них	4	5
99	всяком случае	5	5
100	к своему	1	5
101	другого человека	1	5
102	дело идет	4	5
103	и от	2	5
104	мы должны	1	5
105	хотя бы	6	5
106	а в	6	5
107	героя в	1	5
108	во всяком	5	5
109	из его	1	4
110	бы то	1	4
111	но не	2	4
112	но как	2	4
113	как в	4	4
114	он в	2	4
115	все эти	6	4
116	но на	1	4
117	при этом	9	4
118	на этом	2	4
119	то ни	2	4
120	его в	3	4
121	с другими	10	4
122	этом смысле	2	4
123	ни в	2	4
124	рядом с	1	4
125	все равно	1	4
126	его слово	1	4
127	с точки	7	4
128	его отношение	1	4
129	но это	2	4
130	друг другу	1	4
131	слово без	1	4
132	ничего не	4	4
133	как раз	6	4
134	стиль и	1	4
135	его с	3	4
136	и это	2	4
137	если бы	5	4
138	и прежде	3	4
139	диалога с	1	4
140	только на	3	4
141	в виде	1	4
142	не принимает	1	4
143	в общем	5	4
144	так как	4	4
145	не о	4	4
146	даже и	4	4
147	с другой	3	4
148	тем что	8	4
149	вместе с	6	4
150	да и	1	4
151	как к	3	4
152	отношением к	1	4
153	функции в	2	3
154	в такой	2	3
155	и то	2	3
156	за собой	1	3
157	ведь и	1	3
158	высшей степени	4	3
159	стиля в	1	3
160	так чтобы	1	3
161	говорить о	5	3
162	в виду	2	3
163	в ней	6	3
164	что его	1	3
165	совсем не	2	3
166	в одной	2	3
167	вот как	4	3
168	хотя и	3	3
169	и как	3	3
170	уже в	2	3
171	ее как	2	3
172	как он	1	3
173	к одному	1	3
174	не как	4	3
175	их в	2	3
176	тут не	1	3
177	без исключения	2	3
178	в каждом	1	3
179	это было	3	3
180	в высшей	4	3
181	далеко не	1	3
182	мы видели	4	3
183	должно быть	2	3
184	такой же	3	3
185	раз и	4	3
186	в своей	7	3
187	в котором	2	3
188	не менее	1	3
189	но он	1	3
190	по крайней	1	3
191	по себе	7	3
192	том что	2	3
193	во всем	1	3
194	есть только	2	3
195	слова с	1	3
196	в ее	2	3
197	характер и	1	3
198	для этого	2	3
199	сводится к	5	3
200	и во	1	3
201	между тем	2	3
202	говорит он	5	3
203	крайней мере	1	3
204	быть даже	2	3
205	в том	11	3
206	большинстве случаев	3	3
207	как такового	6	3
208	к самому	1	3
209	до конца	2	3
210	в последующем	1	3
211	под влиянием	1	3
212	он уже	1	3
213	установкой на	2	3
214	сам не	1	3
215	в реальном	5	3
216	но для	1	3
217	если не	1	3
218	лишь о	2	3
219	бы в	5	3
220	конце концов	2	3
221	его к	1	3
222	только с	1	3
223	другой стороны	4	3
224	им и	1	3
225	жизни и	3	3
226	от этой	1	2
227	например в	3	2
228	на слушателя	1	2
229	это и	5	2
230	здесь и	4	2
231	все те	1	2
232	и этот	1	2
233	той же	1	2
234	а как	3	2
235	для его	1	2
236	и тут	1	2
237	та же	2	2
238	другом направлении	1	2
239	совпадает с	2	2
240	того же	1	2
241	слово не	1	2
242	столь же	2	2
243	во всех	5	2
244	бы не	1	2
245	именно тем	1	2
246	в сторону	4	2
247	отличие от	2	2
248	за пределы	1	2
249	сама по	1	2
250	материалом для	3	2
251	с этим	5	2
252	показать что	1	2
253	в своем	1	2
254	не удалось	1	2
255	увидим что	1	2
256	в этот	1	2
257	уже с	1	2
258	идет лишь	1	2
259	в которой	2	2
260	в большинстве	4	2
261	так сказать	3	2
262	в первых	1	2
263	т д	5	2
264	всех этих	3	2
265	а вовсе	1	2
266	он должен	1	2
267	же не	1	2
268	те же	1	2
269	входит в	4	2
270	было в	2	2
271	было бы	6	2
272	он есть	1	2
273	кажется что	1	2
274	в них	1	2
275	когда все	1	2
276	был бы	1	2
277	в отличие	2	2
278	и единым	1	2
279	которые в	1	2
280	тем не	1	2
281	речи в	1	2
282	тому чтобы	2	2
283	между двумя	2	2
284	в той	2	2
285	тому что	2	2
286	если и	1	2
287	слова мы	1	2
288	его целом	1	2
289	этими двумя	2	2
290	тогда и	1	2
291	о них	1	2
292	чем не	1	2
293	все без	2	2
294	и без	1	2
295	слова как	2	2
296	и лишь	2	2
297	другой как	1	2
298	этом случае	1	2
299	к ней	1	2
300	как она	2	2
301	такая же	1	2
302	как на	1	2
303	о нем	1	2
304	слова его	1	2
305	и со	1	2
306	не является	3	2
307	отнюдь не	8	2
308	лежит в	1	2
309	отличается от	1	2
310	этого и	1	2
311	как для	1	2
312	той или	1	2
313	всего этого	5	2
314	так в	3	2
315	обращаясь к	1	2
316	особенно в	3	2
317	находится в	2	2
318	только так	2	2
319	и должно	5	2
320	на другого	1	2
321	о том	1	2
322	в раннем	1	2
323	надо было	1	2
324	в форме	1	2
325	и только	5	2
326	еще более	5	2
327	быть и	3	2
328	один из	2	2
329	тот же	1	2
330	мы увидим	1	2
331	что даже	1	2
332	то в	2	2
333	и ее	6	2
334	в эти	1	2
335	не то	3	2
336	вот этот	1	2
337	же и	2	2
338	конечно не	1	2
339	не входит	3	2
340	уже не	7	2
341	только слово	1	2
342	мы знаем	3	2
343	него нет	1	2
344	не для	1	2
345	как его	2	2
346	каждый из	3	2
347	нет в	1	2
348	со всем	1	2
349	и создает	1	2
350	слово в	2	2
351	к которому	1	2
352	было и	2	2
353	говорит о	1	2
354	не было	6	2
355	точек зрения	1	2
356	а так	1	2
357	о чем	1	2
358	должна была	2	2
359	вступает в	1	2
360	смысле этого	1	2
361	в виноградова	2	2
362	остается в	1	2
363	со всею	2	2
364	тенденция к	1	2
365	более того	5	2
366	что оно	4	2
367	вопрос о	1	2
368	а к	2	2
369	же степени	2	2
370	но именно	3	2
371	его нельзя	3	2
372	которых он	1	2
373	всех тех	1	2
374	сказать что	2	2
375	в последнем	1	2
376	время не	1	2
377	но ни	1	2
378	к другим	2	2
379	того или	4	2
380	сущности не	1	2
381	от встречи	1	1
382	можно говорить	2	1
383	одним из	1	1
384	начинается с	1	1
385	утверждение что	1	1
386	силы и	1	1
387	своей основной	1	1
388	настолько велико	1	1
389	но тем	1	1
390	идет о	2	1
391	нам кажется	1	1
392	ясно что	1	1
393	а непосредственно	1	1
394	в первом	7	1
395	его же	1	1
396	по преимуществу	5	1
397	проникает в	1	1
398	слово у	2	1
399	и больше	1	1
400	этого он	1	1
401	был и	2	1
402	входящих в	1	1
403	в их	6	1
404	обойтись без	1	1
405	которыми он	1	1
406	как таковому	1	1
407	и само	1	1
408	до крайности	2	1
409	что уже	1	1
410	но она	1	1
411	и принципы	1	1
412	социальной действительности	1	1
413	и понять	1	1
414	которое не	1	1
415	не происходит	2	1
416	они были	2	1
417	но даже	1	1
418	то это	3	1
419	и самой	1	1
420	степени как	1	1
421	и заставляет	1	1
422	зависимости от	3	1
423	свою очередь	1	1
424	меньшей степени	1	1
425	он был	2	1
426	со словами	1	1
427	не довлеет	1	1
428	бы она	3	1
429	отказ от	1	1
430	то он	1	1
431	в противоречии	1	1
432	менее всего	3	1
433	уже как	1	1
434	вступают в	1	1
435	не просто	2	1
436	оно является	1	1
437	нельзя дать	1	1
438	такой постановки	1	1
439	чем же	3	1
440	сих пор	1	1
441	независимо от	4	1
442	встречи с	1	1
443	и пр	21	1
444	в одних	1	1
445	всей этой	1	1
446	перед нами	2	1
447	цитатами из	1	1
448	всего как	1	1
449	критерий для	1	1
450	это определение	1	1
451	именно эта	1	1
452	и хотя	1	1
453	основная тенденция	2	1
454	что слово	1	1
455	них как	1	1
456	и отчасти	3	1
457	бы сказать	1	1
458	кабинет и	2	1
459	или во	1	1
460	то я	1	1
461	развивается и	1	1
462	является лишь	1	1
463	в этой	6	1
464	с их	1	1
465	им в	1	1
466	и тот	1	1
467	особое место	1	1
468	и до	3	1
469	роль в	3	1
470	и резко	1	1
471	но ведь	3	1
472	не могла	1	1
473	роли в	1	1
474	новых точек	1	1
475	главным образом	3	1
476	в статье	4	1
477	литературных произведений	2	1
478	и идейности	1	1
479	из нашего	1	1
480	чем иным	1	1
481	же это	2	1
482	в узком	1	1
483	как увидим	2	1
484	зрения его	1	1
485	в корне	7	1
486	слово или	1	1
487	из виду	1	1
488	полемики с	1	1
489	какой бы	1	1
490	языком и	2	1
491	из него	2	1
492	всех своих	1	1
493	на то	1	1
494	именно это	1	1
495	и заключается	1	1
496	значительной степени	3	1
497	больше всего	1	1
498	тем с	1	1
499	и может	3	1
500	понять его	1	1
501	и мы	1	1
502	любовь к	1	1
503	в последующих	1	1
504	это целое	1	1
505	материал для	1	1
506	не чем	1	1
507	само собою	2	1
508	достоевский и	1	1
509	этот чужой	1	1
510	ни одной	1	1
511	период его	1	1
512	дела и	1	1
513	речь как	1	1
514	нигде не	2	1
515	как таковой	3	1
516	она была	1	1
517	в других	7	1
518	в эту	1	1
519	в этих	2	1
520	места в	1	1
521	можно сказать	1	1
522	может лишь	1	1
523	и при	1	1
524	сказать так	1	1
525	как параллель	1	1
526	те явления	1	1
527	личный тон	1	1
528	и навсегда	1	1
529	не столько	4	1
530	является поэтому	1	1
531	на фоне	4	1
532	нельзя понять	1	1
533	и создавать	1	1
534	должны были	2	1
535	иным как	1	1
536	и более	2	1
537	бы быть	1	1
538	для нее	2	1
539	возвращается к	1	1
540	же мы	1	1
541	же такое	1	1
542	на один	2	1
543	случае в	1	1
544	существенно новых	1	1
545	нового материала	1	1
546	однако уже	1	1
547	отчетливо и	1	1
548	она не	2	1
549	отметить что	2	1
550	на котором	2	1
551	правда в	2	1
552	в процессе	9	1
553	в основе	5	1
554	к изучению	1	1
555	и именно	1	1
556	образом в	1	1
557	конкретные формы	1	1
558	во всякой	1	1
559	к такому	1	1
560	слово по	1	1
561	с напряженнейшей	1	1
562	не их	1	1
563	слово и	2	1
564	не лучше	1	1
565	бы сказали	1	1
566	этих двух	2	1
567	и по	2	1
568	это из	1	1
569	место другого	1	1
570	за исключением	1	1
571	с читателем	1	1
572	предмету но	1	1
573	и теперь	4	1
574	связи с	13	1
575	мы бы	1	1
576	всего то	1	1
577	своей статье	3	1
578	здесь же	1	1
579	этом отношении	7	1
580	разложения и	1	1
581	и несколько	1	1
582	подойти и	1	1
583	слово является	3	1
584	ни о	5	1
585	не могут	7	1
586	деле и	1	1
587	сравнительно с	1	1
588	только еще	1	1
589	всего в	2	1
590	себе что	1	1
591	первом и	1	1
592	к речи	1	1
593	он оказывается	1	1
594	они и	1	1
595	для того	3	1
596	оно не	4	1
597	него как	1	1
598	из их	1	1
599	и о	2	1
600	того чтобы	3	1
601	применении этого	1	1
602	момент в	1	1
603	как не	1	1
604	е все	1	1
605	но при	1	1
606	к отношению	1	1
607	на нем	2	1
608	здесь не	4	1
609	без всякого	1	1
610	данном случае	1	1
611	для всего	2	1
612	в особенности	4	1
613	первого же	1	1
614	зрения не	1	1
615	приводит к	2	1
616	в дальнейшем	4	1
617	элементов произведения	1	1
618	на что-то	1	1
619	на свой	1	1
620	обратным знаком	1	1
621	значение в	1	1
622	и совершенно	2	1
623	торможения и	2	1
624	же касается	1	1
625	с собой	1	1
626	чтобы дать	1	1
627	можно было	1	1
628	времени и	2	1
629	каждого из	1	1
630	слова у	1	1
631	является в	2	1
632	слушателя и	1	1
633	смысле и	1	1
634	же необходимо	1	1
635	в произведении	1	1
636	в применении	2	1
637	и являются	1	1
638	что каждый	1	1
639	пр в	1	1
640	в значительной	3	1
641	должно было	3	1
642	все в	1	1
643	вся эта	1	1
644	тогда от	1	1
645	во всей	2	1
646	средство а	1	1
647	и нельзя	1	1
648	от всех	2	1
649	не зная	1	1
650	всего внутреннего	1	1
651	происходит в	1	1
652	большей или	1	1
653	как например	2	1
654	в большей	1	1
655	или меньшей	1	1
656	и дело	1	1
657	характерна для	1	1
658	согласиться с	1	1
659	и действительно	1	1
660	должен быть	1	1
661	правда и	1	1
662	поэтому и	1	1
663	равно что	1	1
664	между этими	3	1
665	здесь с	2	1
666	с одной	1	1
667	где они	1	1
668	определения и	1	1
669	для всех	1	1
670	живого человека	1	1
671	что если	1	1
672	или не	1	1
673	героя с	1	1
674	здесь это	1	1
675	быть что	1	1
676	и других	2	1
677	или просто	1	1
678	и путем	1	1
679	неразрывной связи	1	1
680	характерно что	2	1
681	и никаких	1	1
682	мастерства в	1	1
683	речи может	1	1
684	не так	2	1
685	себе в	1	1
686	и их	3	1
687	никто не	1	1
688	и нового	2	1
689	ведь это	1	1
690	другую сторону	1	1
