N	2gram	Vygotskiy__2	VelikijI
1	и не	10	20
2	и в	32	16
3	так как	12	9
4	то что	21	9
5	еще не	2	8
6	в истории	1	8
7	в пустыне	1	8
8	что они	7	7
9	а не	7	7
10	к людям	2	6
11	человека и	1	6
12	не есть	1	6
13	но и	10	5
14	по пути	1	5
15	того что	8	5
16	все это	5	5
17	что есть	1	5
18	как бы	6	5
19	в его	2	4
20	в этом	13	4
21	что он	13	4
22	потому что	21	4
23	в нем	4	4
24	так и	3	4
25	что все	9	4
26	что не	3	4
27	как и	10	4
28	что мы	1	4
29	в котором	1	4
30	в ней	5	4
31	и все	4	4
32	о смысле	1	4
33	все что	2	4
34	и что	22	3
35	за то	1	3
36	хотя бы	3	3
37	то это	3	3
38	как не	2	3
39	в чем	4	3
40	с его	2	3
41	во всех	3	3
42	что и	17	3
43	в том	37	3
44	тот же	6	3
45	но в	3	3
46	бы и	3	3
47	по этому	1	3
48	все эти	7	3
49	его во	1	3
50	за ним	1	3
51	они в	2	3
52	в конце	3	3
53	их в	2	3
54	в своей	3	3
55	и мы	6	3
56	в жизни	4	3
57	ни в	2	3
58	в них	2	3
59	не было	2	3
60	должно быть	1	3
61	в этих	2	3
62	нет ничего	1	3
63	в первый	2	3
64	не в	8	3
65	любовь к	1	3
66	тому что	4	3
67	но это	2	3
68	не имеет	4	3
69	никогда не	9	3
70	их от	1	3
71	первый раз	2	3
72	и для	4	3
73	что ты	1	3
74	к тому	7	3
75	жизни и	4	3
76	что в	20	3
77	людей в	1	3
78	оно не	2	3
79	а между	1	2
80	и это	4	2
81	того чтобы	14	2
82	и то	3	2
83	от своей	1	2
84	но мы	1	2
85	и сам	4	2
86	и т	10	2
87	можно было	7	2
88	и за	1	2
89	гораздо большая	1	2
90	его не	1	2
91	мы не	3	2
92	когда в	1	2
93	и новые	1	2
94	вместо того	1	2
95	человечества в	1	2
96	и во	1	2
97	между тем	4	2
98	я думаю	1	2
99	вслед за	5	2
100	которые не	3	2
101	не с	1	2
102	не любят	1	2
103	на нас	3	2
104	его к	1	2
105	только в	7	2
106	в себя	1	2
107	третье и	1	2
108	конечно не	1	2
109	уже не	1	2
110	не только	12	2
111	его и	1	2
112	не так	2	2
113	для него	1	2
114	земли и	1	2
115	не к	3	2
116	не могли	3	2
117	и никогда	2	2
118	людей не	1	2
119	тем что	9	2
120	на том	2	2
121	не будет	1	2
122	это не	2	2
123	т д	2	2
124	а с	2	2
125	прежде всего	1	2
126	люди не	1	2
127	мир от	1	2
128	с тем	11	2
129	мы и	1	2
130	один из	3	2
131	для человека	1	2
132	и тогда	1	2
133	когда я	2	2
134	более чем	1	2
135	не могут	3	2
136	является в	1	2
137	мир и	1	2
138	а есть	1	2
139	что было	1	2
140	одна из	1	2
141	что их	1	2
142	почему в	1	2
143	том что	21	2
144	а к	2	2
145	для нас	2	2
146	от него	1	2
147	они и	1	2
148	людей и	1	2
149	а в	4	2
150	но не	2	2
151	могут быть	4	2
152	чтобы сделать	1	2
153	во всяком	2	2
154	от этой	1	1
155	речь идет	1	1
156	нас как	1	1
157	как мы	1	1
158	быть может	1	1
159	в виду	3	1
160	свободно и	1	1
161	для себя	1	1
162	в ее	2	1
163	ни стало	1	1
164	это случилось	1	1
165	отнять у	1	1
166	и говорит	2	1
167	и до	4	1
168	роль в	2	1
169	и самое	1	1
170	не имеют	2	1
171	значение в	2	1
172	на новый	1	1
173	мы будем	2	1
174	то же	13	1
175	их и	1	1
176	и которые	2	1
177	живет в	1	1
178	из всего	1	1
179	в результате	1	1
180	и тут	1	1
181	это только	3	1
182	по сравнению	2	1
183	которого они	1	1
184	сами же	2	1
185	что уже	1	1
186	и вообще	2	1
187	как детскую	1	1
188	и ее	3	1
189	же что	2	1
190	зависимости от	1	1
191	не ведая	1	1
192	о судьбе	1	1
193	в их	3	1
194	и на	5	1
195	после того	2	1
196	если исключить	1	1
197	бы то	2	1
198	жизни с	3	1
199	это имеет	1	1
200	все в	1	1
201	что оно	2	1
202	к нему	2	1
203	что люди	1	1
204	тогда мы	1	1
205	но как	3	1
206	идет к	1	1
207	ее от	1	1
208	важный для	1	1
209	мы указывали	1	1
210	если в	2	1
211	а потому	2	1
212	себе и	2	1
213	бы в	1	1
214	не просто	1	1
215	крайней мере	1	1
216	человеческую жизнь	1	1
217	что бы	1	1
218	во что	1	1
219	его на	1	1
220	как в	9	1
221	и самые	1	1
222	людей с	2	1
223	все же	4	1
224	для таких	1	1
225	в двух	1	1
226	могли бы	2	1
227	сострадания к	1	1
228	мы видим	4	1
229	с ними	1	1
230	и каким	1	1
231	мы увидим	1	1
232	ли он	2	1
233	от смысла	2	1
234	утверждают что	1	1
235	и так	3	1
236	это очень	2	1
237	в самом	12	1
238	у них	2	1
239	в которой	2	1
240	образа в	1	1
241	все старые	1	1
242	что это	8	1
243	в целом	4	1
244	можно вывести	1	1
245	человеческой души	1	1
246	уже упрек	1	1
247	в этой	6	1
248	же и	1	1
249	им в	1	1
250	человеке и	1	1
251	наш мир	1	1
252	своей целью	1	1
253	тем чтобы	1	1
254	в виде	1	1
255	и если	1	1
256	каким образом	3	1
257	говорит что	7	1
258	искать в	1	1
259	не сумеет	1	1
260	жил и	1	1
261	и вот	3	1
262	вовсе не	2	1
263	значит быть	1	1
264	от людей	1	1
265	отношение к	2	1
266	нашего времени	1	1
267	человека когда	1	1
268	но что	2	1
269	всего ярче	1	1
270	и по	4	1
271	на этом	3	1
272	он так	1	1
273	ее на	1	1
274	на нее	1	1
275	бы это	1	1
276	для того	13	1
277	то ни	2	1
278	и объявили	1	1
279	этом нет	1	1
280	с самыми	1	1
281	в состоянии	2	1
282	всякого содержания	1	1
283	и с	4	1
284	ней и	1	1
285	с другой	3	1
286	есть не	4	1
287	в глазах	1	1
288	мы станем	1	1
289	близок к	1	1
290	в массе	1	1
291	что бог	1	1
292	и тем	4	1
293	святого и	1	1
294	детскую игру	2	1
295	отказавшись от	1	1
296	говорит о	2	1
297	всякого смысла	1	1
298	на которых	2	1
299	по достоинству	1	1
300	ничем не	1	1
301	бы весь	1	1
302	человеческой жизни	1	1
303	далее и	1	1
304	и уже	1	1
305	с которым	1	1
306	жизнь в	1	1
307	для чего	1	1
308	можно хорошо	1	1
309	его по	1	1
310	жизни но	1	1
311	только несколько	1	1
312	которым это	1	1
313	и было	1	1
314	и вновь	1	1
315	только мы	2	1
316	таким же	1	1
317	вместе с	2	1
318	жизнь так	1	1
319	так же	18	1
320	ко всем	1	1
321	как это	4	1
322	за которым	1	1
323	то есть	21	1
324	что всякий	1	1
325	является и	1	1
326	мы в	3	1
327	бесконечного содержания	1	1
328	с каким-то	2	1
329	в которых	3	1
330	он говорит	5	1
331	если оно	3	1
332	сравнению с	2	1
333	значительны и	1	1
334	с такой	1	1
335	было написано	1	1
336	что тот	3	1
337	в одном	2	1
338	не понимает	2	1
339	почему мы	1	1
340	по крайней	1	1
341	поскольку он	1	1
342	есть еще	1	1
343	это значит	3	1
344	который он	2	1
345	и смерти	1	1
346	этого слова	1	1
347	с этой	4	1
