N	2gram	Tiupa_Narr_1	Vvedenie
1	и т	1	42
2	т д	1	36
3	и в	11	32
4	в том	8	31
5	в этом	12	30
6	том что	7	26
7	может быть	15	26
8	не только	31	22
9	для того	3	21
10	того чтобы	4	20
11	таким образом	1	19
12	также и	3	18
13	то что	9	16
14	потому что	5	15
15	так как	1	15
16	не может	8	14
17	в самом	6	13
18	в нем	4	13
19	о том	4	13
20	со стороны	8	13
21	в их	1	12
22	представляет собой	8	12
23	в его	6	12
24	того что	4	12
25	только в	12	12
26	и не	23	12
27	как мы	2	11
28	в ее	1	11
29	ясно что	1	11
30	в данном	11	11
31	что в	3	10
32	то же	8	9
33	и как	3	9
34	но в	7	9
35	по себе	4	9
36	между тем	3	9
37	в той	2	9
38	а только	1	8
39	это не	3	8
40	не в	6	8
41	тем не	3	8
42	не менее	3	8
43	с другой	2	8
44	именно в	3	8
45	самом деле	3	7
46	но не	4	7
47	все же	4	7
48	точки зрения	5	7
49	дело с	2	7
50	прежде всего	4	7
51	о котором	1	7
52	в большей	1	7
53	из этих	4	6
54	как он	1	6
55	его в	1	6
56	с тем	1	6
57	как и	13	6
58	представить себе	1	6
59	в то	4	6
60	в качестве	14	6
61	же время	4	6
62	тем что	1	6
63	один из	6	6
64	и его	10	6
65	и даже	2	6
66	до сих	2	6
67	но и	27	6
68	а именно	1	6
69	сих пор	2	6
70	все это	1	6
71	хотя бы	2	6
72	одним из	1	5
73	в целом	3	5
74	иное как	1	5
75	так например	1	5
76	об этом	6	5
77	и тем	4	5
78	данном случае	8	5
79	в которых	1	5
80	сказать что	2	5
81	течением времени	1	5
82	могут быть	1	5
83	имеет дело	1	5
84	быть в	1	5
85	уже в	1	5
86	представляют собой	3	5
87	что не	2	5
88	на этот	1	5
89	а не	13	5
90	по своему	2	5
91	она есть	1	5
92	как бы	6	5
93	другой стороны	2	5
94	вместе с	2	5
95	и то	3	4
96	как это	3	4
97	связи между	1	4
98	в первом	4	4
99	той же	1	4
100	мы имеем	3	4
101	язык как	2	4
102	что иное	1	4
103	по отношению	3	4
104	не просто	1	4
105	уже не	8	4
106	в себе	6	4
107	но ведь	1	4
108	в своей	5	4
109	в котором	1	4
110	по крайней	1	4
111	не имеет	2	4
112	в тексте	13	4
113	только с	1	4
114	и т.д	6	4
115	времени и	9	4
116	внимание на	4	4
117	крайней мере	1	4
118	как она	2	4
119	еще не	4	4
120	что он	3	4
121	и ее	3	4
122	с одной	1	4
123	всяком случае	2	4
124	само по	1	4
125	как раз	6	4
126	этом отношении	3	4
127	в особенности	2	4
128	одной стороны	1	4
129	по мере	2	4
130	еще и	1	4
131	о чем	4	4
132	видит в	1	4
133	и для	2	4
134	только что	2	4
135	а в	13	4
136	взгляда на	1	4
137	отношению к	3	4
138	во всяком	2	4
139	и есть	1	3
140	в сущности	2	3
141	не вполне	2	3
142	в виду	1	3
143	и на	5	3
144	он сам	3	3
145	в различных	1	3
146	в чем	2	3
147	своего рода	10	3
148	ответ на	1	3
149	в центре	3	3
150	хотя и	4	3
151	и к	1	3
152	за собой	1	3
153	что это	1	3
154	в этой	6	3
155	в известном	2	3
156	что она	1	3
157	при этом	19	3
158	если бы	7	3
159	не как	1	3
160	на нее	1	3
161	второй половины	1	3
162	в свое	1	3
163	и уже	1	3
164	мы видели	1	3
165	нисколько не	1	3
166	в этих	2	3
167	и вот	2	3
168	текст и	1	3
169	однако в	3	3
170	текста и	1	3
171	дело в	2	3
172	дело не	2	3
173	связи с	2	3
174	как будто	3	3
175	в области	2	3
176	но все	1	3
177	должен быть	1	3
178	в ней	4	3
179	на том	1	3
180	что может	2	3
181	во второй	1	3
182	и вообще	1	3
183	можно сказать	5	3
184	а также	6	3
185	времени в	2	3
186	в конечном	3	3
187	к нему	4	3
188	известном смысле	2	3
189	одной из	1	3
190	что даже	1	3
191	до нас	1	3
192	в начале	3	3
193	из них	4	3
194	в одном	4	3
195	в конце	2	3
196	что и	1	3
197	отношение к	1	3
198	может служить	3	3
199	а потому	1	3
200	или меньшей	1	3
201	до конца	2	3
202	говорит о	1	3
203	на основании	1	3
204	из наиболее	4	3
205	зависит от	2	3
206	так же	1	3
207	в строгом	1	3
208	исторического знания	1	3
209	такого рода	10	3
210	конечном итоге	1	3
211	да и	2	3
212	большей или	2	3
213	материал для	1	3
214	в своем	3	3
215	к тому	6	3
216	в результате	2	3
217	к этому	1	3
