N	2gram	Propp_Isto_5	VLabPisa
1	таким образом	9	27
2	в этом	10	26
3	и в	25	25
4	и т	20	24
5	не только	13	22
6	может быть	17	21
7	во сне	2	21
8	хотя бы	1	20
9	и не	11	19
10	художественного творчества	1	18
11	не может	6	17
12	т е	16	17
13	т д	18	15
14	в его	12	15
15	в процессе	1	14
16	в том	6	13
17	прежде всего	6	13
18	в частности	7	12
19	как это	1	12
20	все это	4	12
21	в силу	1	11
22	с другой	9	11
23	из них	2	11
24	в качестве	7	10
25	о том	7	10
26	то же	4	9
27	что в	8	9
28	об этом	2	9
29	для него	1	9
30	но и	13	9
31	и др	3	9
32	к этому	2	9
33	в своем	1	8
34	все эти	8	8
35	на основании	1	8
36	другой стороны	8	8
37	могут быть	6	8
38	во всех	2	7
39	по отношению	2	7
40	было бы	1	7
41	как и	7	7
42	том что	8	7
43	говорит о	2	7
44	не было	1	7
45	а не	2	7
46	вместе с	22	7
47	же в	2	7
48	отношению к	2	7
49	в зависимости	1	6
50	в себе	1	6
51	в нем	7	6
52	главным образом	1	6
53	это не	6	6
54	их в	3	6
55	и его	9	6
56	в то	3	6
57	у него	2	6
58	в основном	4	6
59	то что	7	6
60	одним из	2	5
61	и есть	1	5
62	в их	1	5
63	зависимости от	1	5
64	очевидно что	2	5
65	как говорит	1	5
66	все же	10	5
67	в пределах	4	5
68	и при	2	5
69	не в	6	5
70	же время	1	5
71	связи с	8	5
72	на основе	1	5
73	приводит к	1	5
74	он же	2	5
75	один из	2	5
76	как бы	2	5
77	сказать что	2	5
78	только в	7	5
79	в искусстве	1	5
80	в этой	3	4
81	чем же	1	4
82	перед нами	2	4
83	когда он	2	4
84	в самом	1	4
85	в целом	3	4
86	же говорит	1	4
87	что все	4	4
88	даже в	2	4
89	одна из	2	4
90	никогда не	3	4
91	к тому	1	4
92	утверждать что	1	4
93	должен быть	2	4
94	в ее	4	4
95	это только	1	4
96	можно сказать	2	4
97	показывают что	3	4
98	что он	22	4
99	в нашей	1	4
100	в одном	1	4
101	в связи	4	4
102	равно как	1	4
103	в своей	2	4
104	например в	5	3
105	человека и	2	3
106	в котором	1	3
107	из его	1	3
108	его не	3	3
109	и он	6	3
110	в которых	3	3
111	видели что	2	3
112	но как	1	3
113	что они	1	3
114	с этим	5	3
115	и как	3	3
116	и к	1	3
117	следующим образом	1	3
118	в противоположность	1	3
119	всех этих	1	3
120	в комнату	1	3
121	и по	2	3
122	его в	9	3
123	что не	1	3
124	с тем	8	3
125	мы видели	7	3
126	во время	7	3
127	точки зрения	2	3
128	и ее	1	3
129	как о	1	3
130	это мы	1	3
131	в другую	2	3
132	со своим	1	3
133	сводится к	1	3
134	она не	2	3
135	том как	2	3
136	образом в	2	3
137	в виду	1	3
138	никак не	1	3
139	утверждает что	1	3
140	что и	6	3
141	вслед за	1	3
142	того что	2	3
143	в конце	1	3
144	попал в	2	3
145	мы знаем	8	3
146	можно утверждать	1	3
147	него в	1	3
148	так же	5	3
149	всех других	1	3
150	по существу	2	3
151	и от	1	3
152	или в	6	3
153	бы в	1	3
154	только что	1	3
155	жизни и	2	3
156	как на	1	3
157	ее в	2	3
158	ту же	2	2
159	также что	3	2
160	также и	1	2
161	он может	2	2
162	а как	2	2
163	мы имеем	14	2
164	же как	4	2
165	с более	1	2
166	в которой	4	2
167	но даже	1	2
168	то это	3	2
169	в ней	5	2
170	еще не	8	2
171	что его	3	2
172	в различных	2	2
173	но не	5	2
174	если в	3	2
175	том числе	1	2
176	относится к	1	2
177	отнюдь не	1	2
178	стороны и	1	2
179	но в	1	2
180	он в	1	2
181	что она	1	2
182	после этого	2	2
183	он не	4	2
184	том чтобы	2	2
185	подобно тому	1	2
186	так например	2	2
187	человека в	3	2
188	а затем	7	2
189	они должны	1	2
190	с другими	4	2
191	в жизни	1	2
192	только о	1	2
193	не всегда	4	2
194	и для	2	2
195	что такое	1	2
196	всяком случае	1	2
197	знаем что	6	2
198	от его	1	2
199	начнем с	1	2
200	если бы	2	2
201	по себе	2	2
202	не менее	4	2
203	тогда когда	2	2
204	в науке	1	2
205	не по	1	2
206	пока еще	1	2
207	того чтобы	3	2
208	не вполне	1	2
209	в сознании	1	2
210	ли это	1	2
211	числе и	1	2
212	должны быть	1	2
213	что оно	1	2
214	они и	1	2
215	в самых	1	2
216	для того	3	2
217	что при	3	2
218	на это	1	2
219	формы и	2	2
220	роль в	2	2
221	примеров можно	3	2
222	в образе	5	2
223	он сам	1	2
224	и даже	1	2
225	именно этого	1	2
226	во всяком	1	2
227	на вопрос	1	2
228	говорит об	1	2
229	по воспоминаниям	1	2
230	из себя	4	2
231	от них	2	2
232	во всей	1	2
233	значит что	2	2
234	но с	1	2
235	и быть	2	2
236	но то	1	2
237	с одной	7	2
238	носит в	1	2
239	одной из	1	2
240	у них	1	2
241	при помощи	7	2
242	вовсе не	2	2
243	в особенности	3	2
244	одной стороны	7	2
245	или иной	1	2
246	даже не	1	2
247	до сих	2	2
248	как у	2	2
249	еще и	1	2
250	показывает что	5	2
251	что для	1	2
252	естественно что	1	2
253	к сожалению	1	2
254	о чем	2	2
255	что мы	2	2
256	этих способностей	1	2
257	тому как	1	2
258	стороны в	1	2
259	нет никаких	1	2
260	и потому	2	2
261	эти примеры	2	2
262	из которых	2	2
263	в течение	2	2
264	и некоторые	1	2
265	сих пор	2	2
266	но для	2	2
267	в книге	3	2
268	мира и	1	2
269	например не	1	2
270	все они	1	2
271	а в	3	2
272	в целях	3	2
273	к его	2	2
274	в своих	1	2
275	этой точки	1	2
276	они не	3	2
277	вряд ли	1	1
278	доказывается тем	1	1
279	она обычно	1	1
280	самом деле	2	1
281	силы и	1	1
282	все его	2	1
283	и так	1	1
284	говорит так	1	1
285	всем что	1	1
286	должна быть	1	1
287	быть достигнуто	1	1
288	становится ясной	1	1
289	или ее	1	1
290	пока он	1	1
291	как мы	5	1
292	и свой	1	1
293	превратилась в	1	1
294	вопрос о	2	1
295	они могут	1	1
296	именно к	1	1
297	работы на	1	1
298	на себя	3	1
299	мы получаем	1	1
300	приходит к	1	1
301	из того	1	1
302	мы и	2	1
303	оно входит	1	1
304	них по	1	1
305	сам по	1	1
306	это время	2	1
307	свою очередь	1	1
308	быть в	1	1
309	не был	1	1
310	здесь не	1	1
311	служит для	1	1
312	процесс этот	1	1
313	по своему	1	1
314	сад и	1	1
315	своей работе	1	1
316	закончен в	1	1
317	этом говорит	1	1
318	только тогда	2	1
319	ответ на	1	1
320	а и	1	1
321	и приемы	1	1
322	уже как	1	1
323	некоторые черты	1	1
324	себе и	1	1
325	его развития	1	1
326	далее следует	1	1
327	или у	1	1
328	в истории	4	1
329	что во	2	1
330	возник как	1	1
331	понимать в	1	1
332	целый ряд	1	1
333	борьбы со	1	1
334	говорит что	1	1
335	и наконец	1	1
336	то в	2	1
337	под ним	1	1
338	уже в	2	1
339	за это	1	1
340	что так	1	1
341	этого образа	1	1
342	на то	2	1
343	если он	1	1
344	но на	1	1
345	дальше и	1	1
346	и если	1	1
347	это представление	2	1
348	приходят к	1	1
349	идет дальше	1	1
350	и еще	1	1
351	как совершенно	1	1
352	не как	4	1
353	очень разнообразны	1	1
354	но некоторые	1	1
355	как историческая	1	1
356	но вместе	3	1
357	уже не	11	1
358	что может	1	1
359	на этом	3	1
360	в специальных	1	1
361	то за	1	1
362	в количестве	1	1
363	борьбы и	1	1
364	и характер	1	1
365	чего он	1	1
366	связанных с	1	1
367	входит в	5	1
368	и ниже	1	1
369	это одна	2	1
370	на почве	1	1
371	что один	1	1
372	чаще всего	1	1
373	в ином	3	1
374	соответствии с	1	1
375	этого не	1	1
376	с этой	2	1
377	как видно	1	1
378	этим и	1	1
379	которой он	2	1
380	несмотря на	2	1
381	здесь можно	2	1
382	ясно из	1	1
383	их на	2	1
384	в саду	1	1
385	представление что	2	1
386	в этих	6	1
387	вещи в	1	1
388	в ходе	1	1
389	он должен	1	1
390	материалы показывают	3	1
391	иного типа	1	1
392	этому же	1	1
393	душ он	1	1
394	на свою	1	1
395	представляется не	1	1
396	но он	2	1
397	и эти	1	1
398	что этот	2	1
399	эти способности	1	1
400	формы как	1	1
401	что есть	1	1
402	ее нужно	1	1
403	в таких	3	1
404	а иногда	1	1
405	как можно	2	1
406	что эта	1	1
407	с которой	1	1
408	дело не	1	1
409	эти формы	1	1
410	уже из	1	1
411	того как	4	1
412	из дальнейшего	1	1
413	здесь играет	1	1
414	этими двумя	1	1
415	к изучению	1	1
416	время как	1	1
417	материала в	1	1
418	иметь в	1	1
419	не могло	1	1
420	указывалось что	1	1
421	а тот	2	1
422	не имеет	1	1
423	судя по	1	1
424	у этого	1	1
425	к ней	1	1
426	типичные черты	1	1
427	видим что	5	1
428	от него	1	1
429	друг друга	3	1
430	следует что	1	1
431	как будто	1	1
432	в основе	1	1
433	в каком	1	1
434	становится понятным	2	1
435	тем это	2	1
436	один раз	1	1
437	освобождает его	1	1
438	которые его	2	1
439	быть отнесены	1	1
440	перейти к	1	1
441	характер этого	1	1
442	этот вид	1	1
443	и это	4	1
444	нас то	1	1
445	и многие	1	1
446	данном случае	2	1
447	его это	1	1
448	один с	1	1
449	то время	1	1
450	в дальнейшем	4	1
451	и сам	2	1
452	что у	4	1
453	помощи которой	2	1
454	каждого из	1	1
455	из очень	1	1
456	часто в	1	1
457	остается только	1	1
458	мы в	1	1
459	для этого	1	1
460	действия не	1	1
461	по мере	2	1
462	с ним	4	1
463	творчества они	1	1
464	автор не	1	1
465	о нем	3	1
466	на него	8	1
467	это происходит	2	1
468	и что	8	1
469	после того	3	1
470	для нас	5	1
471	а также	1	1
472	как форма	1	1
473	с целью	1	1
474	распространение в	1	1
475	знает что	1	1
476	или как	2	1
477	доходит до	1	1
478	затем в	3	1
479	примеры показывают	1	1
480	на одном	2	1
481	говорит он	1	1
482	в форме	3	1
483	в ту	1	1
484	снять с	1	1
485	в свете	3	1
486	в русском	1	1
487	в него	5	1
488	и следует	1	1
489	указывает что	1	1
490	если теперь	1	1
491	бросается в	2	1
492	дело так	1	1
493	е тот	1	1
494	обе эти	1	1
495	целого и	1	1
496	пишет он	1	1
497	самые разнообразные	1	1
498	очень многих	1	1
499	сообщает что	1	1
500	четыре года	1	1
501	же и	1	1
502	конечно не	1	1
503	каким же	1	1
504	только на	1	1
505	него к	1	1
506	не знать	1	1
507	в виде	9	1
508	свидетельствует о	1	1
509	не дает	1	1
510	или даже	1	1
511	и других	2	1
512	его и	2	1
513	очень разнообразных	1	1
514	характерно что	1	1
515	к каким	1	1
516	себе в	1	1
517	и из	3	1
518	представлений о	7	1
519	в состоянии	1	1
520	отношение к	1	1
521	в систему	1	1
522	и никакой	1	1
523	представлений в	1	1
524	тем что	10	1
525	и вместе	2	1
526	в более	3	1
527	это положение	1	1
528	нет например	1	1
529	имели бы	1	1
530	со всем	1	1
531	без всякой	1	1
532	только у	2	1
533	формы для	1	1
534	не обязательно	1	1
535	а именно	4	1
536	совершенно точно	1	1
537	потом в	1	1
538	он это	1	1
539	в свою	3	1
540	как же	1	1
541	процесс его	1	1
542	видит своих	2	1
543	в соответствии	1	1
544	связано с	5	1
545	мир а	1	1
546	из наиболее	1	1
547	этой главы	1	1
548	наконец в	1	1
549	подобного рода	1	1
550	более поздних	3	1
551	самого начала	1	1
552	со своими	2	1
553	обычно не	1	1
554	особенно часто	1	1
555	что перед	1	1
556	если не	4	1
557	очень часто	1	1
558	может иметь	1	1
559	нет ничего	1	1
560	что искусство	1	1
561	ее мужа	1	1
562	из форм	1	1
563	относятся к	1	1
564	как в	6	1
565	и самые	1	1
566	их к	1	1
567	где же	1	1
568	в данном	3	1
569	а если	2	1
570	некоторых его	1	1
571	и основной	1	1
572	ней не	1	1
573	это значит	2	1
574	том смысле	1	1
575	не хватает	1	1
576	или другого	1	1
577	представляется как	1	1
578	самых ранних	1	1
579	этого факта	1	1
580	сейчас же	1	1
581	облика однако	1	1
582	является для	1	1
583	остается один	1	1
584	совершенно очевидно	1	1
585	только для	1	1
586	но это	7	1
587	это явление	1	1
588	мы видим	8	1
589	с изменением	1	1
590	ниже он	1	1
591	не отрицает	1	1
592	происходит в	1	1
593	как каждый	1	1
594	так постепенно	1	1
595	что делать	1	1
596	не представляет	1	1
597	ее и	3	1
598	и все	3	1
599	находится в	2	1
