N	2gram	Voloshinov_1	Literetu
1	не только	27	24
2	при этом	9	19
3	в качестве	4	17
4	но и	13	17
5	в том	2	16
6	а не	6	16
7	в частности	3	15
8	том что	3	14
9	может быть	13	13
10	и не	14	12
11	в этом	10	12
12	в своем	1	11
13	прежде всего	21	11
14	в русской	1	10
15	то что	8	10
16	в целом	4	8
17	не в	6	8
18	и в	38	8
19	только в	6	8
20	как это	5	8
21	я и	2	7
22	я не	1	7
23	как бы	28	7
24	в себе	9	7
25	не менее	1	7
26	в его	6	7
27	уже не	4	7
28	то есть	4	6
29	как и	10	6
30	точки зрения	10	6
31	и сам	2	6
32	того что	4	6
33	связи с	3	6
34	в жизни	2	6
35	себя в	4	6
36	в хх	1	6
37	одним из	1	5
38	то же	14	5
39	хх веке	1	5
40	как в	2	5
41	наш взгляд	1	5
42	на наш	2	5
43	в то	9	5
44	же время	7	5
45	в конечном	1	5
46	русской литературе	1	5
47	же в	1	5
48	что он	2	5
49	уже в	5	5
50	не может	12	5
51	с этой	1	5
52	с его	7	5
53	тем самым	7	5
54	в своей	2	4
55	еще не	3	4
56	столь же	1	4
57	но не	2	4
58	конечном счете	1	4
59	в этой	6	4
60	в художественном	1	4
61	все же	7	4
62	представляет собой	2	4
63	перестает быть	1	4
64	не как	1	4
65	в силу	1	4
66	с собой	2	4
67	лишь в	4	4
68	для этого	1	4
69	с миром	1	4
70	и его	7	4
71	никогда не	7	4
72	так и	6	4
73	еще в	1	4
74	и тем	6	4
75	из них	3	4
76	в конце	6	4
77	друг друга	2	4
78	как раз	1	4
79	и т.п	21	4
80	в связи	2	4
81	со стороны	1	4
82	это не	3	4
83	в своих	2	4
84	например в	1	3
85	и есть	1	3
86	тем же	3	3
87	также и	2	3
88	что его	1	3
89	более чем	1	3
90	такие как	2	3
91	в самом	4	3
92	бы не	2	3
93	с их	1	3
94	таким образом	7	3
95	той же	5	3
96	его в	4	3
97	в душе	2	3
98	несмотря на	2	3
99	не мог	3	3
100	художественного творчества	5	3
101	в их	1	3
102	но в	5	3
103	том же	1	3
104	одна из	1	3
105	в основе	2	3
106	не должен	2	3
107	в области	5	3
108	ли не	2	3
109	всего в	3	3
110	в виду	3	3
111	одного из	1	3
112	общественного сознания	2	3
113	нуждается в	2	3
114	по своей	2	3
115	один из	4	3
116	потому что	5	3
117	у него	1	3
118	и даже	3	3
119	с другой	1	3
120	еще и	2	3
121	не было	2	3
122	да и	4	3
123	при всем	2	3
124	жизни и	3	3
125	что в	1	3
126	а в	5	3
127	же и	1	3
128	чтобы не	1	2
129	человека и	1	2
130	того же	1	2
131	не остается	1	2
132	и то	3	2
133	самом деле	4	2
134	к своей	1	2
135	для своего	1	2
136	и само	3	2
137	та же	3	2
138	в сущности	1	2
139	на себя	1	2
140	х годов	1	2
141	то он	3	2
142	относится к	2	2
143	отнюдь не	10	2
144	и нет	2	2
145	или иную	3	2
146	только то	1	2
147	все эти	2	2
148	чуть ли	2	2
149	из этих	1	2
150	тому же	2	2
151	как он	1	2
152	в нем	4	2
153	в нашей	1	2
154	не к	3	2
155	общения людей	2	2
156	нашего времени	1	2
157	общей для	1	2
158	на этом	1	2
159	сознания к	1	2
160	здесь как	1	2
161	было бы	7	2
162	для них	2	2
163	в слове	3	2
164	и того	1	2
165	бы на	1	2
166	от своего	1	2
167	в любом	1	2
168	что такое	4	2
169	с точки	5	2
170	мы в	3	2
171	жизни с	1	2
172	что я	1	2
173	тем не	1	2
174	личного сознания	1	2
175	однако в	2	2
176	именно так	1	2
177	раз и	1	2
178	на один	1	2
179	дело не	1	2
180	своего героя	2	2
181	и является	5	2
182	в сознании	3	2
183	как будто	1	2
184	этом отношении	2	2
185	к тому	4	2
186	в поле	1	2
187	должен быть	2	2
188	у достоевского	1	2
189	в себя	1	2
190	но при	3	2
191	говоря уже	1	2
192	роль в	3	2
193	в мире	2	2
194	или иной	4	2
195	на другого	4	2
196	в другом	1	2
197	о том	4	2
198	воздействия на	1	2
199	между тем	3	2
200	хотя бы	18	2
201	только на	3	2
202	так называемый	1	2
203	ту или	3	2
204	что для	1	2
205	для него	3	2
206	себе в	2	2
207	от тех	1	2
208	тем что	2	2
209	за пределы	1	2
210	превращается в	1	2
211	индивидуального сознания	1	2
212	так называемых	1	2
213	нет ничего	2	2
214	тому как	1	2
215	художественное произведение	1	2
216	можно было	4	2
217	это уже	1	2
218	не является	5	2
219	такое сознание	1	2
220	это как	1	2
221	личность не	1	2
222	тем более	1	2
223	все они	1	2
224	не есть	1	2
225	не обладает	2	2
226	о своем	3	2
227	не говоря	2	2
228	на это	4	2
229	человеческой речи	3	1
230	если б	4	1
231	и развитие	1	1
232	же как	1	1
233	от самой	1	1
234	достаточно вспомнить	1	1
235	на самом	3	1
236	только потому	2	1
237	перед лицом	1	1
238	между двумя	2	1
239	установка на	1	1
240	на две	1	1
241	свободного от	1	1
242	и этот	1	1
243	есть не	2	1
244	пока он	1	1
245	в историю	1	1
246	точнее и	1	1
247	мы не	9	1
248	в одиночестве	2	1
249	до него	1	1
250	превратилась в	1	1
251	вопрос о	2	1
252	нам в	3	1
253	ивана петровича	1	1
254	этом не	1	1
255	художественного произведения	1	1
256	каждому из	1	1
257	жизни как	1	1
258	но даже	2	1
259	ему в	1	1
260	зависимости от	5	1
261	и он	2	1
262	речь без	1	1
263	быть в	1	1
264	жизни однако	1	1
265	в чем	1	1
266	тем как	1	1
267	появляется и	1	1
268	но как	2	1
269	к которой	1	1
270	в сторону	1	1
271	очищенным от	1	1
272	сознания не	3	1
273	ответ на	2	1
274	отношение к	2	1
275	в зеркале	1	1
276	и будет	1	1
277	не просто	2	1
278	теперь не	1	1
279	и читатель	1	1
280	к достижению	2	1
281	полное отсутствие	1	1
282	первый взгляд	1	1
283	в одной	1	1
284	для всех	2	1
285	внутри себя	2	1
286	как к	1	1
287	как нам	1	1
288	однако не	1	1
289	перед нами	3	1
290	на человека	1	1
291	мы можем	7	1
292	и слова	1	1
293	как уже	2	1
294	и как	9	1
295	и художественного	1	1
296	как таковое	2	1
297	в противоположность	1	1
298	с действительной	1	1
299	то в	1	1
300	за собой	1	1
301	со своей	1	1
302	смогли бы	1	1
303	в которой	7	1
304	языка есть	1	1
305	он в	1	1
306	в нашем	5	1
307	если мы	4	1
308	большей части	1	1
309	на то	1	1
310	стадии и	1	1
311	вследствие этого	2	1
312	так сказать	4	1
313	деятельности направленной	2	1
314	а скорее	1	1
315	он не	2	1
316	которой не	1	1
317	ключ к	1	1
318	в диалоге	1	1
319	первобытного человека	2	1
320	уже об	1	1
321	к одному	1	1
322	с различной	1	1
323	в начале	3	1
324	и вот	3	1
325	в зависимости	5	1
326	художественное творчество	3	1
327	так например	1	1
328	или иных	3	1
329	не должно	2	1
330	но все	4	1
331	человека в	2	1
332	значительной степени	2	1
333	а затем	1	1
334	и неизбежно	1	1
335	и с	5	1
336	материала и	1	1
337	большинстве случаев	1	1
338	что перед	2	1
339	знает что	1	1
340	образом если	1	1
341	искусства в	1	1
342	может стать	2	1
343	высказывание лишь	1	1
344	чаще всего	3	1
345	и находит	1	1
346	бытие и	1	1
347	свое начало	1	1
348	их как	1	1
349	в ее	3	1
350	мы имеем	2	1
351	с тем	8	1
352	зрения было	1	1
353	не всегда	2	1
354	и уже	3	1
355	поэтому было	1	1
356	как угодно	1	1
357	всегда один	1	1
358	должно быть	2	1
359	автора или	1	1
360	одного и	1	1
361	словами то	1	1
362	с более	1	1
363	на первый	1	1
364	литература и	1	1
365	в этих	2	1
366	в г	1	1
367	во второй	3	1
368	однако этим	1	1
369	представить себе	3	1
370	в следующем	1	1
371	в отношении	2	1
372	на свою	1	1
373	в которых	2	1
374	сама собой	1	1
375	то лишь	1	1
376	искусства а	1	1
377	в поэме	1	1
378	творчества и	1	1
379	превратиться в	1	1
380	по крайней	1	1
381	если бы	4	1
382	как от	1	1
383	бы два	1	1
384	вовсе не	2	1
385	вполне допускает	1	1
386	и тому	3	1
387	если и	1	1
388	она не	1	1
389	язык язык	1	1
390	в стихи	1	1
391	человеческой истории	2	1
392	самого начала	4	1
393	даже отчасти	1	1
394	тогда когда	1	1
395	ее с	2	1
396	на него	4	1
397	получая в	1	1
398	говорить о	1	1
399	художественное высказывание	1	1
400	о них	1	1
401	иметь в	1	1
402	это еще	1	1
403	это мы	1	1
404	и всегда	1	1
405	другой стороны	1	1
406	тех или	4	1
407	для нас	3	1
408	же слова	1	1
409	для осуществления	1	1
410	чем ближе	1	1
411	в каком	2	1
412	перед ним	3	1
413	в стиле	1	1
414	все то	2	1
415	жизни это	2	1
416	сознания прежде	1	1
417	сам чичиков	1	1
418	ведь человек	1	1
419	что при	1	1
420	на вопрос	1	1
421	литературного творчества	2	1
422	как мы	9	1
423	свою очередь	4	1
424	и от	7	1
425	исторической жизни	1	1
426	мысль о	1	1
427	мы никогда	5	1
428	в произведении	1	1
429	с самого	4	1
430	культуры и	1	1
431	в дальнейшем	2	1
432	как с	2	1
433	решающую роль	1	1
434	что может	1	1
435	или в	2	1
436	он говорит	1	1
437	с самим	2	1
438	мог бы	1	1
439	должен иметь	1	1
440	к тем	1	1
441	и первые	1	1
442	быть может	3	1
443	собой и	1	1
444	в словах	3	1
445	и эстетический	1	1
446	оно определяется	1	1
447	они возникают	1	1
448	и здесь	3	1
449	не был	1	1
450	и т.д	21	1
451	и внутреннее	1	1
452	никак не	1	1
453	и что	1	1
454	очевидно что	2	1
455	в материале	2	1
456	можно сказать	4	1
457	теми или	1	1
458	в значительной	2	1
459	других людей	1	1
460	он почел	1	1
461	который уже	1	1
462	к нему	2	1
463	во всех	6	1
464	путь к	1	1
465	и во	1	1
466	или иными	1	1
467	на одном	1	1
468	этой социальной	1	1
469	что же	8	1
470	крайней мере	1	1
471	непосредственно в	1	1
472	вслед за	1	1
473	как внутренняя	1	1
474	к личности	1	1
475	не мешает	1	1
476	это всегда	1	1
477	дома в	1	1
478	в литературе	1	1
479	жизни его	1	1
480	слов или	2	1
481	наконец в-третьих	1	1
482	тот же	2	1
483	одной из	2	1
484	в какой	2	1
485	гораздо более	2	1
486	между этими	1	1
487	тот или	1	1
488	по большей	1	1
489	с какой	1	1
490	это ни	1	1
491	не можем	1	1
492	в большинстве	1	1
493	борьбы с	1	1
494	своей сути	1	1
495	языка как	1	1
496	в виде	1	1
497	свидетельствует о	1	1
498	то чему	1	1
499	за ним	1	1
500	где бы	1	1
501	фразы можно	1	1
502	к мысли	1	1
503	не так	3	1
504	слова в	5	1
505	второй стадии	2	1
506	в котором	3	1
507	только лишь	1	1
508	в одном	3	1
509	произведения и	1	1
510	слово как	7	1
511	так как	7	1
512	не о	1	1
513	и перестает	1	1
514	отдельного человека	1	1
515	общения и	4	1
516	перейти к	2	1
517	материалом а	1	1
518	из двух	2	1
519	нужно было	2	1
520	в исторической	1	1
521	что и	3	1
522	завершающей стадии	1	1
523	до сих	1	1
524	может и	1	1
525	каждый человек	1	1
526	именно в	1	1
527	я был	1	1
528	с той	1	1
529	может показаться	3	1
530	бытия в	1	1
531	а с	5	1
532	это например	2	1
533	а на	2	1
534	и завершает	1	1
535	воспринимаются как	1	1
536	собой мы	1	1
537	из многочисленных	1	1
538	если не	3	1
539	и если	1	1
540	эти слова	8	1
541	ни на	3	1
542	он уже	1	1
543	речь не	1	1
544	ряд явлений	1	1
545	в особенности	1	1
546	к своему	4	1
547	направленной к	2	1
548	в той	5	1
549	однако эти	1	1
550	и на	6	1
551	на эту	1	1
552	сознания при	1	1
553	ему по	1	1
554	внешний облик	1	1
555	в первой	2	1
556	действительной жизни	2	1
557	в состоянии	1	1
558	тем отчетливее	1	1
559	места и	1	1
560	как например	2	1
561	и о	1	1
562	сих пор	2	1
563	при условии	2	1
564	общественной жизни	10	1
565	но для	3	1
566	которые были	1	1
567	другом месте	1	1
568	процесса в	1	1
569	фразы и	1	1
570	из которых	3	1
571	и искусства	1	1
572	не имея	1	1
573	личное местоимение	1	1
574	совершается в	1	1
575	как внутреннего	1	1
576	сознания и	1	1
577	что отражает	1	1
578	а к	2	1
579	говоря о	1	1
580	и все	4	1
581	собственно говоря	1	1
582	к композиции	1	1
583	у них	2	1
584	находит свое	2	1
585	уже у	1	1
586	у которого	5	1
587	ну и	1	1
588	делается достоянием	1	1
589	но зато	1	1
590	на языке	1	1
591	от всего	1	1
592	ведь как	1	1
593	в словесном	1	1
594	или не	1	1
595	т.е как	1	1
596	будет сказано	1	1
597	в общем	1	1
598	целый ряд	3	1
599	нами не	1	1
600	и формой	1	1
601	в свою	6	1
602	в романе	1	1
603	между ними	3	1
604	с ней	2	1
605	не знает	3	1
606	сказать что	3	1
607	только как	1	1
608	состоит из	1	1
609	была бы	1	1
610	нему другими	1	1
611	от всех	1	1
612	совершенно не	3	1
613	в иной	1	1
614	нашей мысли	1	1
615	самое и	1	1
616	в работах	1	1
617	в действительности	1	1
618	однако мы	1	1
619	вместе с	5	1
620	к этому	2	1
621	все что	1	1
