N	3gram	Propp_Isto_4	RusskieA
1	и т д	24	9
2	вместе с тем	1	6
3	в этом случае	3	5
4	как мы увидим	1	5
5	д к зеленин	5	5
6	и в других	1	4
7	в связи с	2	4
8	в эти дни	1	4
9	о том что	2	4
10	к тому что	1	4
11	мы не можем	1	3
12	тем не менее	2	3
13	что иное как	3	2
14	что в этом	1	2
15	еще упомянуть что	1	2
16	не только по	1	2
17	поле и т	1	2
18	с этого момента	1	2
19	и связанные с	1	2
20	может быть и	1	2
21	чтобы лучше понять	1	2
22	это показывает что	1	2
23	в других случаях	1	2
24	мы увидим ниже	1	2
25	но все же	4	2
26	в большинстве случаев	1	2
27	после того как	2	2
28	до того как	1	2
29	не что иное	3	2
30	по содержанию и	1	1
31	потому что он	1	1
32	и не случайно	1	1
33	как мы видим	1	1
34	точно так же	5	1
35	в тех случаях	2	1
36	подобно тому как	1	1
37	но и по	1	1
38	дело не только	1	1
39	довольно много но	1	1
40	в русском фольклоре	1	1
41	же как и	4	1
42	и не только	1	1
43	тому что в	1	1
44	но и другие	1	1
45	на тех же	1	1
46	очень много и	1	1
47	то что и	1	1
48	мы должны признать	1	1
49	что здесь на	1	1
50	что в сказке	4	1
51	независимо от того	1	1
52	а в связи	1	1
53	эти случаи показывают	1	1
54	и целый год	1	1
55	то что им	1	1
56	на этот вопрос	2	1
57	еще прибавить что	2	1
58	и могут быть	1	1
59	так как он	2	1
60	тогда как в	1	1
61	т е в	3	1
62	об этом так	1	1
63	не потому что	1	1
64	не только в	2	1
65	она не имеет	1	1
66	объясняется тем что	1	1
67	даже если бы	1	1
68	от него он	1	1
69	мы можем предположить	1	1
70	как будто бы	1	1
71	же она не	1	1
72	о том чтобы	1	1
73	во всех этих	1	1
74	он должен был	2	1
75	не только как	1	1
76	приносили в жертву	1	1
77	одни и те	1	1
78	приведем несколько примеров	2	1
79	но вместе с	1	1
80	мы имеем здесь	1	1
81	некогда представлял собой	1	1
82	так же как	12	1
83	иметь власть над	2	1
84	это не совсем	1	1
85	здесь мы имеем	1	1
86	мы уже знаем	1	1
87	д к зеленина	1	1
88	ее с собой	1	1
89	все же она	1	1
90	можем предположить что	1	1
91	установить что в	1	1
92	тогда когда будет	1	1
93	в то время	1	1
94	об этом мы	1	1
95	ничего общего с	1	1
96	можно показать что	1	1
97	легко заметить что	1	1
98	их и их	1	1
99	можно сказать что	1	1
100	на то что	3	1
101	значение так как	1	1
102	в этих случаях	7	1
103	содержанию и по	1	1
104	и те же	1	1
105	тех случаях когда	2	1
106	мы видим что	1	1
107	такими какими их	1	1
108	приводит нас к	4	1
109	а в тех	1	1
110	как и в	1	1
111	что и в	1	1
112	только тогда когда	1	1
113	мы увидим что	2	1
114	в данном случае	3	1
115	как мы видели	3	1
116	мы рассмотрим некоторые	1	1
