N	2gram	Ircho_Kome_2	formyVre
1	и в	26	46
2	в этом	10	22
3	еды и	1	19
4	и т	2	14
5	прежде всего	4	14
6	вовсе не	2	13
7	и его	12	12
8	во всех	3	11
9	не только	7	11
10	только в	4	11
11	т п	2	11
12	как бы	2	10
13	во время	6	10
14	точки зрения	4	10
15	в том	11	10
16	но в	3	10
17	не в	2	9
18	у него	4	9
19	но и	10	9
20	вместе с	9	9
21	и не	14	9
22	и для	4	9
23	то же	3	8
24	как и	4	8
25	с точки	1	8
26	для того	5	8
27	того чтобы	6	8
28	потому что	6	8
29	связи с	3	8
30	в его	4	8
31	из них	7	8
32	в связи	3	8
33	жизни и	3	8
34	и на	7	7
35	так и	12	7
36	в них	4	7
37	вещей и	1	7
38	может быть	11	7
39	времени в	2	7
40	в одном	2	7
41	то что	6	7
42	как мы	4	6
43	еще не	6	6
44	все же	4	6
45	человека в	3	6
46	и с	5	6
47	его в	4	6
48	в основе	1	6
49	никогда не	1	6
50	и во	2	6
51	этого ряда	1	6
52	так как	4	6
53	здесь в	3	6
54	все это	3	6
55	и все	2	6
56	но не	3	5
57	с этим	5	5
58	в своем	6	5
59	все эти	1	5
60	в античном	1	5
61	он не	2	5
62	в нем	6	5
63	в то	6	5
64	и у	2	5
65	в частности	4	5
66	в пределах	1	5
67	по существу	1	5
68	что в	9	5
69	отношения к	1	4
70	в мире	2	4
71	значение и	1	4
72	в истории	5	4
73	как в	3	4
74	уже в	4	4
75	из этих	4	4
76	в себе	1	4
77	их в	1	4
78	не понимающего	1	4
79	том что	9	4
80	в котором	3	4
81	место в	4	4
82	том же	1	4
83	же время	3	4
84	к себе	1	4
85	в образе	3	4
86	в эпоху	1	4
87	с ним	1	4
88	о том	6	4
89	его жизни	1	4
90	все его	1	4
91	так что	5	4
92	конечно не	1	4
93	мир в	1	4
94	с другом	2	4
95	и их	3	4
96	а не	1	4
97	отнюдь не	2	4
98	друг с	2	4
99	с этой	3	4
100	еще более	2	4
101	же в	4	4
102	жизни в	1	4
103	ему в	1	3
104	в виду	2	3
105	того же	3	3
106	другой пример	1	3
107	отношение к	2	3
108	нет и	2	3
109	хотя и	4	3
110	целый ряд	2	3
111	как уже	1	3
112	и как	1	3
113	на нас	1	3
114	та же	1	3
115	в большинстве	1	3
116	игра с	1	3
117	таким образом	6	3
118	а затем	5	3
119	связанных с	2	3
120	по всему	3	3
121	на первый	1	3
122	в их	3	3
123	не могли	1	3
124	как можно	1	3
125	самой жизни	1	3
126	к тому	12	3
127	на основе	1	3
128	роль в	2	3
129	жизнь и	1	3
130	в другом	1	3
131	а также	1	3
132	что и	7	3
133	тот же	2	3
134	что он	5	3
135	в качестве	5	3
136	и они	1	3
137	на протяжении	10	3
138	большинстве случаев	1	3
139	для него	1	3
140	тем что	3	3
141	чувствует себя	1	3
142	что на	3	3
143	и даже	1	3
144	не было	3	3
145	не на	1	3
146	о чем	3	3
147	мира в	4	3
148	с помощью	1	3
149	в это	2	3
150	в реальном	1	3
151	не является	2	3
152	тем более	1	3
153	в этих	4	3
154	а в	3	3
155	всего в	2	3
156	и другие	2	3
157	к этому	5	3
158	том числе	3	3
159	как его	1	2
160	и есть	2	2
161	тем же	1	2
162	из самых	2	2
163	мы имеем	2	2
164	в сущности	1	2
165	говорить о	2	2
166	они были	1	2
167	он был	2	2
168	первый план	1	2
169	в уста	2	2
170	не был	1	2
171	если в	2	2
172	друг от	1	2
173	всю эту	1	2
174	в одной	2	2
175	опирается на	1	2
176	и к	2	2
177	от этого	2	2
178	в этой	3	2
179	с одной	2	2
180	как он	3	2
181	не могла	1	2
182	о смерти	1	2
183	после этого	2	2
184	по всем	2	2
185	на этом	2	2
186	по себе	1	2
187	с тем	5	2
188	со своими	1	2
189	которой он	1	2
190	одна и	1	2
191	мы видели	1	2
192	автора и	1	2
193	женщин и	1	2
194	представление о	2	2
195	значение для	1	2
196	друг другу	3	2
197	и более	1	2
