N	3gram	Vygotskiy__5	Problema
1	по отношению к	12	19
2	не может быть	3	11
3	с точки зрения	9	6
4	в отличие от	2	5
5	в высшей степени	2	5
6	имеет дело с	1	4
7	только по отношению	1	4
8	с другой стороны	2	4
9	на самом деле	1	3
10	в самом деле	2	3
11	в этом смысле	1	3
12	можно было бы	3	3
13	в применении к	1	3
14	объект в его	1	3
15	с одной стороны	3	3
16	как мы увидим	1	3
17	в том что	11	3
18	в то же	1	3
19	тем не менее	1	3
20	можно сказать что	5	2
21	мы можем говорить	2	2
22	то же самое	4	2
23	в том же	1	2
24	на первый план	1	2
25	и не может	2	2
26	в лучшем случае	3	2
27	и в области	2	2
28	и в частности	2	2
29	и не с	1	2
30	не могут быть	1	2
31	одной из важнейших	1	2
32	не совпадает с	1	2
33	того или иного	1	2
34	так и в	1	2
35	и тем самым	1	2
36	той или иной	1	2
37	можем говорить о	2	2
38	для того чтобы	14	2
39	в этом отношении	5	2
40	и может быть	1	1
41	что иное как	1	1
42	к целому ряду	3	1
43	в той области	1	1
44	образом в основе	1	1
45	точка зрения на	1	1
46	что с ним	1	1
47	только в пределах	2	1
48	отношению к данному	2	1
49	тем что оно	1	1
50	в свою очередь	3	1
51	вообще не может	2	1
52	той области где	1	1
53	в этом последнем	1	1
54	подобно тому как	4	1
55	о том как	2	1
56	одной стороны и	1	1
57	по своему значению	1	1
58	то что является	1	1
59	которое как мы	1	1
60	если так то	1	1
61	до сих пор	3	1
62	именно то что	1	1
63	в одном и	1	1
64	не было бы	1	1
65	по аналогии с	1	1
66	в известной мере	1	1
67	или хотя бы	1	1
68	в равной мере	1	1
69	то время как	4	1
70	первый план в	1	1
71	не что иное	1	1
72	иной чем в	1	1
73	таким образом и	1	1
74	чем в области	1	1
75	смысле этого слова	1	1
76	вопроса о том	1	1
77	как мы это	1	1
78	с помощью которого	2	1
79	его значение в	1	1
80	по сравнению с	5	1
81	как мы показали	1	1
82	в целом в	1	1
83	и ничего не	1	1
84	равной мере и	1	1
85	в связи с	1	1
86	в том смысле	1	1
87	тем или иным	2	1
88	в готовом виде	1	1
89	в свое время	2	1
90	жизни таким образом	1	1
91	не может возникнуть	1	1
92	на основе этого	1	1
93	только в этой	1	1
94	только в той	1	1
95	есть не что	1	1
96	таким образом в	2	1
97	в нем но	1	1
98	том смысле что	1	1
99	в то время	4	1
100	тем самым и	1	1
101	его отношение к	2	1
102	что в его	1	1
103	хотя бы в	2	1
104	к выводу что	1	1
105	лежит не в	1	1
106	вопрос о том	3	1
107	с помощью одного	1	1
108	они ни были	1	1
109	но не на	1	1
110	в другом случае	1	1
111	оно было бы	1	1
112	к тому что	1	1
113	приводит к целому	1	1
114	в первом случае	1	1
115	к вопросу о	1	1
116	не нуждается в	1	1
117	на этот вопрос	4	1
118	ничто не может	1	1
119	как только оно	1	1
120	и в другом	2	1
