N	3gram	Medvedev_F_1	Problema
1	и т д	8	13
2	тем не менее	1	10
3	в том что	1	9
4	вовсе не есть	1	8
5	сама по себе	2	8
6	в связи с	2	7
7	в данном случае	1	7
8	сами по себе	2	6
9	во всяком случае	4	6
10	и в этом	2	6
11	с другой стороны	1	5
12	не может быть	5	5
13	но даже и	1	4
14	как раз и	1	4
15	бы то ни	3	4
16	на самом же	1	4
17	в то же	8	4
18	самом же деле	1	4
19	взятые сами по	1	4
20	тех или иных	1	4
21	того или иного	2	3
22	может быть и	3	3
23	то ни было	1	3
24	заключается в том	1	3
25	та или иная	1	3
26	это и не	1	3
27	что и в	1	3
28	а вовсе не	2	2
29	в настоящее время	10	2
30	же как и	1	2
31	отраженной в ней	1	2
32	с точки зрения	13	2
33	до сих пор	6	2
34	в отличие от	1	2
35	но и в	1	2
36	широком смысле слова	1	2
37	отнюдь не является	1	2
38	и в частности	2	2
39	ни к какому	1	2
40	по сравнению с	1	2
41	и как бы	1	2
42	у нас не	2	2
43	этой точки зрения	1	2
44	ничего общего с	1	2
45	на самом деле	6	2
46	и тем самым	1	2
47	это значит что	1	2
48	в ней действительности	1	2
49	друг от друга	2	2
50	как мы видели	2	2
51	и может быть	1	1
52	вполне понятно что	1	1
53	по себе не	1	1
54	конкретных вещей и	1	1
55	произведения и его	2	1
56	в чем же	1	1
57	то ни стало	2	1
58	все это уже	1	1
59	нас не было	1	1
60	более или менее	6	1
61	во что бы	2	1
62	художественном произведении как	2	1
63	как и во	1	1
64	получает свое значение	1	1
65	в том и	1	1
66	художественного произведения и	2	1
67	мы не должны	1	1
68	они вовсе не	1	1
69	в ней как	1	1
70	в той же	1	1
71	в первой главе	1	1
72	художественное произведение как	2	1
73	бы мы ни	1	1
74	и заключается что	1	1
75	прежде всего мы	1	1
76	художественная структура в	1	1
77	как о предмете	1	1
78	в отрыве от	1	1
79	с этой точки	1	1
80	и не в	2	1
81	что бы то	2	1
82	в целом и	1	1
83	и здесь не	1	1
84	в том чтобы	2	1
85	и нисколько не	1	1
86	в его содержании	1	1
87	до конца и	1	1
88	при таком положении	2	1
89	жизни а это	1	1
90	в художественном произведении	2	1
91	хотя бы о	1	1
92	с одной стороны	4	1
93	возникновения и развития	1	1
94	смысле этого слова	3	1
95	так или иначе	1	1
96	в литературном произведении	2	1
97	том и заключается	1	1
98	произведении как о	1	1
99	сказать что и	1	1
100	но и с	1	1
101	так же как	1	1
102	в художественном образе	1	1
103	что дело здесь	1	1
104	о художественном произведении	1	1
105	мы не можем	2	1
106	от того что	1	1
107	так и в	4	1
108	как и всякий	1	1
109	в своей основе	1	1
110	не только не	2	1
111	но отнюдь не	1	1
112	как бы ни	3	1
113	может показаться что	1	1
114	не менее в	1	1
115	при таком понимании	2	1
116	по себе но	1	1
117	в его основе	1	1
118	художественного произведения можно	1	1
119	к тому что	1	1
120	тем более не	1	1
121	то же что	1	1
122	быть и не	2	1
123	вещей в их	2	1
124	художественного произведения в	2	1
125	которого он является	1	1
