N	2gram	Bakhtin_Pr_2	Tvorches
1	у достоевского	14	28
2	и в	45	21
3	как бы	15	17
4	романах достоевского	6	15
5	в то	5	15
6	то же	5	13
7	из подполья	4	13
8	времени в	1	13
9	в его	22	13
10	в романах	8	13
11	достоевского в	4	12
12	то есть	50	12
13	как и	14	12
14	же время	3	12
15	что в	6	12
16	с его	8	11
17	том что	7	11
18	все это	5	10
19	в романе	3	10
20	как в	4	8
21	он не	9	8
22	достоевского с	1	8
23	то что	5	8
24	в году	1	7
25	и на	7	7
26	но в	6	7
27	не только	16	7
28	при этом	2	7
29	тем самым	2	7
30	у него	6	7
31	и не	42	7
32	в том	8	7
33	в свою	1	7
34	в этом	20	6
35	достоевского не	8	6
36	в преступлении	2	6
37	в творчестве	1	6
38	человека в	5	6
39	в котором	7	6
40	не менее	2	6
41	и его	8	6
42	по природе	3	6
43	он сам	6	6
44	о том	3	6
45	и все	1	6
46	что он	7	6
47	для него	9	6
48	xix века	1	6
49	а в	3	6
50	жизни в	2	6
51	преступления и	1	5
52	преступление и	2	5
53	все же	4	5
54	в этой	1	5
55	таким образом	11	5
56	и наказания	1	5
57	вовсе не	7	5
58	в бедных	1	5
59	в своих	4	5
60	его романов	2	5
61	в русской	2	5
62	потому что	8	5
63	как будто	1	5
64	только в	9	5
65	творчестве достоевского	1	5
66	может быть	18	5
67	а не	10	5
68	бедных людях	1	5
69	но это	2	5
70	это уже	1	5
71	хотя бы	5	5
72	человека и	2	4
73	не имеют	1	4
74	в своем	5	4
75	и как	2	4
76	та же	1	4
77	в целом	5	4
78	в человеке	10	4
79	самим собой	1	4
80	это не	3	4
81	в своей	6	4
82	мысли и	3	4
83	достоевский не	3	4
84	творчества достоевского	2	4
85	достоевским в	2	4
86	в мире	3	4
87	русской литературе	2	4
88	поэтики достоевского	1	4
89	одной из	2	4
90	для достоевского	4	4
91	преступлении и	2	4
92	герои достоевского	2	4
93	униженных и	1	4
94	достоевского это	2	4
95	прежде всего	11	4
96	на эту	1	4
97	в момент	3	4
98	не может	24	4
99	и наказание	2	4
100	и от	3	4
101	в основном	1	4
102	один из	2	4
103	и оскорбленных	1	4
104	одним из	3	4
105	и наказании	2	4
106	я и	3	3
107	ту же	1	3
108	на самом	1	3
109	это и	1	3
110	той же	1	3
111	я не	6	3
112	не был	2	3
113	что я	1	3
114	человеческих отношений	2	3
115	творчество достоевского	1	3
116	хотя и	2	3
117	героев достоевского	4	3
118	в самом	13	3
119	сливается с	4	3
120	в нем	20	3
121	он ни	1	3
122	на его	5	3
123	на земле	1	3
124	и по	2	3
125	в каждом	4	3
126	что все	3	3
127	и с	7	3
128	и других	3	3
129	на протяжении	3	3
130	авторской позиции	5	3
131	достоевский и	1	3
132	достоевского и	2	3
133	далеко не	4	3
134	своей личности	2	3
135	в их	4	3
136	место в	1	3
137	представление о	2	3
138	даже в	6	3
139	романа достоевского	1	3
140	самого начала	1	3
141	дело в	1	3
142	не по	3	3
143	героев и	1	3
144	никогда не	17	3
145	достоевский в	5	3
146	записок из	1	3
147	вот почему	3	3
148	он видит	1	3
149	с ее	3	3
150	и другие	4	3
151	с самого	1	3
152	в бесах	1	3
153	в дальнейшем	2	3
154	с ним	8	3
155	мире достоевского	6	3
156	самого достоевского	2	3
157	того что	3	3
158	который в	1	3
159	во времени	1	3
160	уже не	6	3
161	уже в	4	3
162	в виде	1	3
163	не так	2	3
164	так как	5	3
165	человек как	1	3
166	в которой	2	3
167	связан с	2	3
168	и даже	3	3
169	с другой	1	3
170	но и	15	3
171	что человек	1	3
172	к человеку	1	3
173	в рассказе	3	3
174	в идиоте	1	3
175	подхода к	1	3
176	но не	6	3
177	он говорит	2	3
178	в книге	1	3
179	это как	2	3
180	своих героев	2	3
181	но если	1	3
182	жизни и	15	3
183	ее в	2	3
184	это в	1	3
185	так же	5	3
186	вряд ли	1	2
187	того же	1	2
188	самом деле	4	2
189	в первом	1	2
190	человеческой души	1	2
191	а как	4	2
192	есть не	1	2
193	на первом	1	2
194	мир его	1	2
195	и он	3	2
196	героев в	3	2
197	героя и	7	2
198	в ней	7	2
199	в отличие	1	2
200	в чем	2	2
201	мир достоевского	1	2
202	отличие от	1	2
203	в настоящем	1	2
204	в одной	5	2
205	как к	2	2
206	и наконец	1	2
207	и будущее	1	2
208	несогласие с	1	2
209	то в	1	2
210	по достоевскому	3	2
211	в себе	5	2
212	что она	4	2
213	по самому	1	2
214	тем не	1	2
215	так сказать	7	2
216	здесь мы	1	2
217	его романах	4	2
218	о котором	1	2
219	а по	1	2
220	этом романе	1	2
221	на миг	1	2
222	стремления к	1	2
223	в данном	1	2
224	ведет к	2	2
225	и того	1	2
226	в этих	4	2
227	достоевский с	1	2
228	говорит об	1	2
229	жизни с	1	2
230	не в	8	2
231	но он	1	2
232	по крайней	2	2
233	между людьми	1	2
234	сам достоевский	2	2
235	одна из	3	2
236	и притом	1	2
237	в основе	2	2
238	от жизни	1	2
239	свободы и	1	2
240	но только	2	2
241	людей и	2	2
242	личности в	3	2
243	иван карамазов	1	2
244	нет ни	3	2
245	могут быть	4	2
246	является одним	1	2
247	к тому	1	2
248	а что	2	2
249	протяжении всего	2	2
250	романа преступление	1	2
251	отказаться от	1	2
252	где он	1	2
253	в жизни	3	2
254	в виду	2	2
255	не могу	1	2
256	данном случае	1	2
257	приводит к	1	2
258	и необходимости	1	2
259	на том	1	2
260	и когда	1	2
261	так и	3	2
262	живет в	1	2
263	здесь нет	2	2
264	об этом	3	2
265	еще в	1	2
266	можно сказать	2	2
267	и та	1	2
268	одного из	1	2
269	других людей	1	2
270	переходит в	2	2
271	что и	5	2
272	во всей	1	2
273	крайней мере	2	2
274	и мир	5	2
275	в литературе	6	2
276	тот же	2	2
277	наше время	1	2
278	человека с	2	2
279	так что	2	2
280	же и	1	2
281	и у	2	2
282	от других	1	2
283	из них	9	2
284	был бы	1	2
285	мы находим	1	2
286	представлений о	1	2
287	раз на	1	2
288	отдельного человека	1	2
289	только на	1	2
290	именно в	3	2
291	что не	5	2
292	от мысли	1	2
293	что для	2	2
294	до конца	7	2
295	зависит от	1	2
296	с которым	1	2
297	его как	1	2
298	человека как	2	2
299	в частности	1	2
300	вместе с	1	2
301	до этого	1	2
302	в него	1	2
303	да я	1	2
304	еще более	1	2
305	общения с	1	2
306	в мир	1	2
307	в первой	1	2
308	него есть	1	2
309	первом плане	1	2
310	время не	1	2
311	перед нами	4	2
312	в наше	1	2
313	в одно	1	2
314	для автора	4	2
315	или в	2	2
316	и среди	2	2
317	который является	1	2
318	ее и	1	2
319	ибо в	1	2
320	только что	2	2
321	прошлого и	1	2
322	не знает	4	2
323	сказать что	5	2
324	одновременно и	1	2
325	себе не	1	2
326	и человек	1	2
327	к этому	4	2
328	только он	1	1
329	эта идея	1	1
330	этого в	1	1
331	в сфере	2	1
332	к их	1	1
333	же как	4	1
334	совершенно справедливо	1	1
335	и через	2	1
336	он произносит	1	1
337	связана с	1	1
338	но тем	1	1
339	и есть	1	1
340	нам кажется	1	1
341	этого мира	2	1
342	и до	4	1
343	сам автор	4	1
344	сознания героя	1	1
345	мы уже	3	1
346	их и	3	1
347	ни даже	1	1
348	на пороге	4	1
349	котором живут	1	1
350	мы имеем	2	1
351	что если	3	1
352	единство и	1	1
353	он как	3	1
354	достоевского мы	1	1
355	в сущности	7	1
356	время как	1	1
357	говорить о	1	1
358	образом уже	2	1
359	принадлежит к	1	1
360	нет ли	2	1
361	достоевский прямо	1	1
362	не совсем	2	1
363	стремление достоевского	1	1
364	проявляется в	2	1
365	в xix	2	1
366	одно из	1	1
367	еще не	9	1
368	между собой	1	1
369	как один	1	1
370	во всех	4	1
371	в сюжете	1	1
372	сознания а	2	1
373	роман достоевского	2	1
374	видит в	1	1
375	в голове	2	1
376	наряду с	1	1
377	его сознания	1	1
378	к слову	1	1
379	него все	1	1
380	по отношению	8	1
381	к творчеству	1	1
382	а и	1	1
383	что так	1	1
384	диалоге эпохи	1	1
385	воплощенной в	2	1
386	из возможных	2	1
387	для формирования	1	1
388	в истории	2	1
389	не согласиться	1	1
390	с этим	1	1
391	не вошли	1	1
392	найти в	1	1
393	до его	1	1
394	в художественном	3	1
395	о жизни	1	1
396	кроме того	1	1
397	более высоких	1	1
398	в мысли	1	1
399	и герцена	2	1
400	что по	1	1
401	к этой	2	1
402	и к	2	1
403	них он	1	1
404	от своей	1	1
405	человеком в	1	1
406	за собой	2	1
407	эпохи и	1	1
408	бы и	3	1
409	всего романа	2	1
410	формы в	2	1
411	европейского романа	3	1
412	он в	1	1
413	все эти	4	1
414	романа это	1	1
415	решений он	1	1
416	так в	1	1
417	горькой иронии	1	1
418	им в	4	1
419	сливаются в	1	1
420	достоевского таким	1	1
421	имеем в	2	1
422	тому же	1	1
423	истории литературного	1	1
424	человек не	1	1
425	вследствие этого	1	1
426	и если	1	1
427	видит и	5	1
428	в статье	1	1
429	да и	1	1
430	перестает быть	3	1
431	всех этих	1	1
432	не значит	2	1
433	идеи и	4	1
434	что еще	2	1
435	же порядка	1	1
436	сердце и	1	1
437	и вот	2	1
438	оно могло	1	1
439	братья карамазовы	2	1
440	на этом	1	1
441	его можно	1	1
442	в большой	3	1
443	достоевского как	5	1
444	в нее	1	1
445	их личности	2	1
446	подход к	2	1
447	укладываются в	1	1
448	же не	1	1
449	же касается	1	1
450	его не	1	1
451	его в	3	1
452	это было	2	1
453	заключается в	1	1
454	воспринимается как	2	1
455	как пример	1	1
456	новые идеи	1	1
457	было бы	4	1
458	то все	1	1
459	форму и	1	1
460	лишь на	2	1
461	нам по	1	1
462	великого грешника	1	1
463	достоевский вовсе	1	1
464	ни в	2	1
465	к герою	5	1
466	для них	3	1
467	победу над	1	1
468	не люблю	1	1
469	в них	4	1
470	он предпочитает	1	1
471	героя или	1	1
472	все равно	1	1
473	бессмертие души	1	1
474	их взаимоотношения	1	1
475	всю жизнь	1	1
476	почему для	1	1
477	жития великого	1	1
478	он и	4	1
479	нигде не	6	1
480	иногда в	1	1
481	достоевского далеко	1	1
482	чем в	1	1
483	с лизой	1	1
484	несовместимо с	1	1
485	одного и	2	1
486	достоевский нигде	1	1
487	достоевского нет	1	1
488	или другому	1	1
489	можно только	1	1
490	не мир	2	1
491	и ее	7	1
492	их сознания	1	1
493	же это	1	1
494	к предмету	1	1
495	не решена	1	1
496	не от	1	1
497	от себя	1	1
498	времени достоевский	1	1
499	художественный мир	1	1
500	героем достоевского	1	1
501	и более	2	1
502	представляется ему	1	1
503	на всю	1	1
504	если нет	2	1
505	с исповедью	1	1
506	по себе	8	1
507	имел в	1	1
508	тому что	1	1
509	с раскольниковым	3	1
510	своим героям	1	1
511	этой области	2	1
512	роль играют	1	1
513	в атмосфере	1	1
514	в отношении	1	1
515	полностью не	1	1
516	а от	1	1
517	котором оно	1	1
518	что эта	2	1
519	что с	1	1
520	меня не	1	1
521	в смысле	2	1
522	считает что	1	1
523	не имеет	3	1
524	в романном	1	1
525	ее с	3	1
526	к этим	1	1
527	на него	2	1
528	в процессе	2	1
529	в плане	1	1
530	поступков и	1	1
531	от достоевского	1	1
532	достоевский считает	2	1
533	нельзя не	1	1
534	ним она	1	1
535	человека от	2	1
536	через него	1	1
537	казалось бы	1	1
538	слово и	2	1
539	жизни не	1	1
540	контакт с	1	1
541	в самой	3	1
542	сложность и	1	1
543	на практике	1	1
544	как она	1	1
545	всю историю	1	1
546	уже говорили	2	1
547	xix веке	2	1
548	высокого и	1	1
549	мысли достоевского	2	1
550	со своим	1	1
551	рождается в	1	1
552	для осуществления	1	1
553	хочет быть	1	1
554	в роман	1	1
555	до того	1	1
556	входят в	1	1
557	только с	1	1
558	душе его	1	1
559	отношение автора	1	1
560	все с	1	1
561	достоевского есть	1	1
562	в области	2	1
563	человеком а	1	1
564	и сохраняет	1	1
565	у нас	2	1
566	среди них	3	1
567	не могут	1	1
568	но все	4	1
569	с болью	1	1
570	в других	1	1
571	и поступков	2	1
572	беседе с	1	1
573	что оно	1	1
574	прошлого в	1	1
575	бы он	2	1
576	что на	1	1
577	мысли о	1	1
578	не есть	2	1
579	если же	1	1
580	она не	5	1
581	его художественной	1	1
582	он ищет	1	1
583	для всей	1	1
584	духа но	1	1
585	в героях	1	1
586	и о	2	1
587	в конце	4	1
588	братьев карамазовых	1	1
589	всего этого	3	1
590	в ее	3	1
591	к нам	2	1
592	лермонтова и	1	1
593	другой стороны	1	1
594	вспомним хотя	1	1
595	мышкин и	1	1
596	правды и	1	1
597	говорили что	1	1
598	что у	4	1
599	слово о	6	1
600	что может	1	1
601	в образе	3	1
602	достоевского о	1	1
603	самого автора	1	1
604	это вовсе	2	1
605	весь человек	1	1
606	нет добродетели	1	1
607	но у	3	1
608	жизнь и	3	1
609	ее истоков	1	1
610	достоевского до	1	1
611	в эпоху	1	1
612	которая в	1	1
613	раскольникова в	2	1
614	в таком	3	1
615	автора к	1	1
616	здесь достоевский	1	1
617	и здесь	2	1
618	на тех	1	1
619	и должно	1	1
620	своей книге	1	1
621	это я	1	1
622	он живет	1	1
623	прямо и	1	1
624	никак не	1	1
625	и что	2	1
626	достоевского все	1	1
627	все его	3	1
628	раскольникова и	3	1
629	он стремился	1	1
630	кажется что	2	1
631	при полном	2	1
632	как у	2	1
633	мы понимаем	1	1
634	них за	1	1
635	и авторской	1	1
636	к нему	11	1
637	литературе о	2	1
638	от них	2	1
639	была бы	3	1
640	автор как	2	1
641	человека из	1	1
642	считаем необходимым	1	1
643	вообще и	1	1
644	подполья и	1	1
645	резко отличается	1	1
646	нем и	1	1
647	представления о	1	1
648	первый герой-идеолог	1	1
649	все время	3	1
650	художественном мире	3	1
651	утвердить свою	1	1
652	типичное для	1	1
653	достоевского совершенно	1	1
654	и самые	1	1
655	до предела	1	1
656	в жизнь	1	1
657	в современной	1	1
658	действительности не	1	1
659	всего творчества	1	1
660	контакта с	3	1
661	как он	4	1
662	с ними	4	1
663	реализме найти	1	1
664	бы самую	1	1
665	положение в	2	1
666	и действительно	2	1
667	в разные	1	1
668	всей жизни	1	1
669	это очень	2	1
670	для раскольникова	1	1
671	создания такой	1	1
672	нет бессмертия	2	1
673	свою эпоху	1	1
674	человека во	1	1
675	с одной	1	1
676	вся эта	1	1
677	по всей	1	1
678	себя в	2	1
679	произведений достоевского	3	1
680	он считал	1	1
681	особое значение	1	1
682	к идее	3	1
683	был так	1	1
684	в жанре	2	1
685	не все	1	1
686	в больших	1	1
687	но с	3	1
688	а это	1	1
689	на этих	1	1
690	и обратно	1	1
691	в душе	1	1
692	его и	3	1
693	разума и	1	1
694	его героев	1	1
695	к своим	1	1
696	вступая в	1	1
697	к мысли	1	1
698	ведь это	1	1
699	могло бы	1	1
700	добродетели если	1	1
701	полном реализме	2	1
702	в одном	6	1
703	сами по	1	1
704	и со	2	1
705	в диалоге	3	1
706	у нее	1	1
707	из контекста	1	1
708	к ним	3	1
709	индивидуальном сознании	2	1
710	человеке человека	1	1
711	отметить что	2	1
