N	2gram	Medvedev_F_3	NovoeSre
1	а не	17	17
2	и в	27	16
3	не может	24	16
4	совсем не	5	12
5	и не	30	11
6	в эпоху	3	9
7	что в	8	9
8	как не	2	8
9	в том	7	8
10	жизни и	4	8
11	он не	1	8
12	в этом	18	7
13	к новому	1	7
14	может быть	25	7
15	не будет	1	7
16	как и	14	7
17	высшей степени	2	6
18	с его	2	6
19	не в	12	6
20	ни в	8	6
21	в высшей	2	6
22	никогда не	5	6
23	лишь в	9	6
24	но это	2	6
25	не знает	1	6
26	должен быть	2	5
27	с ее	2	5
28	в ней	5	5
29	не только	9	5
30	в жизни	11	5
31	все это	7	5
32	в нем	15	5
33	со всех	1	4
34	о том	4	4
35	всех сторон	2	4
36	эпохи и	1	4
37	перестает быть	2	4
38	в них	3	4
39	то что	8	4
40	это не	3	4
41	прежде всего	4	4
42	не было	1	4
43	должно быть	1	4
44	и потому	5	4
45	не менее	7	4
46	и для	6	4
47	и все	8	4
48	потому что	7	4
49	с другой	6	3
50	смысле слова	2	3
51	в ее	4	3
52	должна быть	3	3
53	человека и	2	3
54	еще не	6	3
55	во всех	3	3
56	за пределы	2	3
57	в истории	5	3
58	как в	4	3
59	конечно не	4	3
60	не значит	2	3
61	подобно тому	4	3
62	в мире	1	3
63	но и	10	3
64	не есть	4	3
65	и пр	15	3
66	с тем	7	3
67	в своей	6	3
68	тому как	5	3
69	в россии	2	3
70	к реальному	1	3
71	история в	1	3
72	она не	4	3
73	в основе	3	3
74	жизни в	3	3
75	к тому	4	3
76	в наши	1	3
77	дня и	1	3
78	сказать что	3	3
79	и это	2	2
80	нем нет	1	2
81	же как	3	2
82	это и	2	2
83	роль в	4	2
84	не имеют	1	2
85	ведь и	1	2
86	к созданию	1	2
87	можно было	1	2
88	так и	21	2
89	мы не	4	2
90	мира и	1	2
91	и с	3	2
92	для этого	2	2
93	и должно	1	2
94	и что	3	2
95	и на	3	2
96	на протяжении	2	2
97	но не	5	2
98	все время	6	2
99	с этим	1	2
100	ни к	1	2
101	хотя и	1	2
102	но в	6	2
103	который в	1	2
104	все эти	6	2
105	с одной	1	2
106	это совсем	1	2
107	себя в	1	2
108	с их	1	2
109	есть в	1	2
110	в себе	3	2
111	уже не	3	2
112	не могла	1	2
113	это связано	1	2
114	не к	1	2
115	что она	2	2
116	в одну	1	2
117	нет и	3	2
118	и даже	2	2
119	связаны с	2	2
120	этом смысле	2	2
121	в природе	1	2
122	к более	2	2
123	и творчества	1	2
124	зависит от	1	2
125	для чего	2	2
126	том что	4	2
127	вместе с	6	2
128	так же	9	2
129	место в	10	2
130	одной стороны	1	2
131	другой стороны	5	2
132	по существу	1	2
133	если нет	1	2
134	xviii века	2	2
135	ни одна	1	2
136	и формы	5	2
137	как это	4	2
138	такой же	2	2
139	но для	2	2
140	равно как	3	2
141	в смысле	4	2
142	в то	7	2
143	одна из	2	2
144	того чтобы	5	2
145	формы и	3	2
146	и от	11	2
147	не ставит	1	2
148	хотя бы	6	2
149	все они	1	2
150	познания и	2	2
151	а в	1	2
152	и начинается	1	2
153	могут быть	4	2
154	можно назвать	1	2
155	от этой	1	1
156	от старой	1	1
157	производят впечатление	1	1
158	также что	1	1
159	оно может	1	1
160	и через	1	1
161	лишь там	1	1
162	становится в	5	1
163	не имел	1	1
164	людей в	1	1
165	он может	2	1
166	переход от	1	1
167	чтобы быть	1	1
168	эпоху и	3	1
169	как результат	1	1
170	и до	1	1
171	не их	1	1
172	то нужно	1	1
173	небольшое место	1	1
174	может идти	1	1
175	и этот	1	1
176	и искать	1	1
177	мы уже	3	1
178	не с	1	1
179	еще в	3	1
180	мир не	1	1
181	философии жизни	1	1
182	на место	1	1
183	к новой	1	1
184	совершенно невозможно	1	1
185	с ним	1	1
186	был понят	1	1
187	можно сказать	3	1
188	говорить о	2	1
189	понять смысл	1	1
190	оно есть	1	1
191	эпохи в	2	1
192	и человека	1	1
193	то это	1	1
194	не был	1	1
195	в виду	3	1
196	зависимости от	5	1
197	жизни это	1	1
198	это время	1	1
199	же мере	1	1
200	что его	1	1
201	других людей	1	1
202	и во	2	1
203	все в	1	1
204	не могут	10	1
205	россии и	2	1
206	из сторон	1	1
207	то он	3	1
208	переходит в	2	1
209	от формализма	1	1
210	значение и	1	1
211	в его	7	1
212	в эти	1	1
213	менее всего	4	1
214	нужно быть	1	1
215	себе и	1	1
216	отличие от	2	1
217	лишь к	2	1
218	и только	2	1
219	значение для	1	1
220	в значительной	1	1
221	к которому	2	1
222	в своем	2	1
223	как например	1	1
224	и нет	1	1
225	в формах	2	1
226	на человека	1	1
227	привела бы	1	1
228	человека в	2	1
229	связанный с	1	1
230	что он	6	1
231	в каком-то	1	1
232	только в	8	1
233	с душой	2	1
234	от этого	2	1
235	в самом	11	1
236	эпохи не	1	1
237	перестал быть	1	1
238	и жизни	1	1
239	из этих	2	1
240	тоже не	1	1
241	же и	4	1
242	для всех	1	1
243	и у	1	1
244	уже в	4	1
245	к единству	1	1
246	вопроса о	1	1
247	в большинстве	4	1
248	вообще не	2	1
249	от других	2	1
250	большинстве случаев	5	1
251	все другие	1	1
252	из них	2	1
253	сами эти	2	1
254	бы к	2	1
255	для того	4	1
256	и их	5	1
257	как часто	1	1
258	всяком случае	6	1
259	и нового	1	1
260	нуждается в	3	1
261	к одному	1	1
262	слова в	1	1
263	что единство	1	1
264	жизнью и	2	1
265	сами по	2	1
266	в конце	3	1
267	но ведь	4	1
268	друг друга	5	1
269	которые могут	1	1
270	смысле как	1	1
271	тем что	5	1
272	историческую эпоху	1	1
273	в нее	1	1
274	от того	2	1
275	находящийся в	1	1
276	вот что	1	1
277	и вместе	1	1
278	в основу	2	1
279	но все	1	1
280	значительной степени	1	1
281	формы к	2	1
282	лишь для	5	1
283	это значит	2	1
284	значение в	1	1
285	не должна	1	1
286	групп и	1	1
287	всякого содержания	1	1
288	ней и	1	1
289	выходит за	1	1
290	пришли к	3	1
291	и из	2	1
292	противоположного характера	1	1
293	знает что	1	1
294	на ее	4	1
295	с другими	1	1
296	заложенных в	3	1
297	было бы	6	1
298	в каких	2	1
299	и быть	1	1
300	борьба за	1	1
301	в отличие	2	1
302	не привела	1	1
303	но оно	2	1
304	социальной жизни	4	1
305	для них	7	1
306	связано с	2	1
307	превращается в	2	1
308	нет в	1	1
309	а на	2	1
310	они не	4	1
311	в этой	2	1
312	ничем не	1	1
313	не на	3	1
314	быть принята	1	1
315	она осуществляется	1	1
316	жизнь в	1	1
317	как ни	1	1
318	была уже	1	1
319	какую угодно	2	1
320	новые формы	2	1
321	что мы	1	1
322	и того	1	1
323	не больше	1	1
324	он и	3	1
325	одного и	1	1
326	в эту	2	1
327	в этих	3	1
328	может иметь	2	1
329	возможности в	1	1
330	жизнь не	4	1
331	но если	2	1
332	лишается всякого	2	1
333	в такой	2	1
334	мы конечно	1	1
335	и всеми	1	1
336	в котором	2	1
337	только для	1	1
338	возможны только	1	1
339	одну из	2	1
340	пр в	1	1
341	и мир	2	1
342	дальнейшее развитие	1	1
343	у нас	3	1
344	переходит от	1	1
345	жизни с	2	1
346	в зависимости	5	1
347	осуществляется не	1	1
348	с миром	1	1
349	в другие	1	1
350	времени не	1	1
351	но он	1	1
352	творчества и	3	1
353	быть только	2	1
354	мы должны	2	1
355	и более	3	1
356	их в	3	1
357	что этот	2	1
358	распадается на	2	1
359	во времени	1	1
360	быть не	1	1
361	по себе	4	1
362	есть всегда	1	1
363	в это	1	1
364	в той	3	1
365	и очень	2	1
366	жизни эпохи	1	1
367	он создает	1	1
368	нет никакого	1	1
369	сих пор	1	1
370	так как	9	1
371	она могла	1	1
372	обращения к	1	1
373	в познании	1	1
374	она должна	2	1
375	в сущности	2	1
376	совершенную пустоту	1	1
377	за его	1	1
378	и отдельных	1	1
379	ее роли	1	1
380	до сих	1	1
381	из их	1	1
382	техникой с	1	1
383	совершается в	3	1
384	внутреннего единства	2	1
385	а к	2	1
386	понята как	1	1
387	явление в	1	1
388	не останется	2	1
389	что оставалось	1	1
390	и его	19	1
391	и роста	1	1
392	или не	1	1
393	есть уже	1	1
394	основе их	1	1
395	все более	1	1
396	они будут	2	1
397	быть понята	1	1
398	нет они	1	1
399	возможно лишь	2	1
400	с окончанием	1	1
401	в области	2	1
402	нет ничего	1	1
403	в каком	2	1
404	и периодов	2	1
405	та или	1	1
406	ему не	1	1
407	от всех	4	1
408	того же	3	1
409	во все	1	1
410	числе и	1	1
411	всегда есть	1	1
412	тогда не	1	1
413	во всяком	6	1
414	социальные и	1	1
415	оно не	3	1
416	том числе	1	1
