N	3gram	Vygotskiy__2	Narrotol
1	в том что	21	8
2	с одной стороны	7	7
3	о том что	4	6
4	по отношению к	5	6
5	в том числе	3	6
6	в отличие от	3	5
7	не может быть	6	5
8	том числе и	3	4
9	в данном случае	3	4
10	к тому же	1	4
11	с другой стороны	1	4
12	той или иной	1	4
13	можно сказать что	1	4
14	состоит в том	3	3
15	бы то ни	1	3
16	в этом отношении	3	3
17	то ни было	1	3
18	и тем самым	1	3
19	не может не	1	2
20	в той или	1	2
21	более или менее	2	2
22	подобно тому как	2	2
23	все та же	1	2
24	с точки зрения	18	2
25	сами по себе	1	2
26	а по своей	1	2
27	можно было бы	5	2
28	не отличается от	1	2
29	точно так же	1	2
30	отношению к которому	1	2
31	так же как	1	2
32	представляет собой не	1	2
33	в известном смысле	1	2
34	в связи с	6	2
35	этой точки зрения	1	2
36	в конечном счете	4	2
37	речь идет о	2	2
38	по сути дела	1	2
39	по своей природе	1	1
40	том что в	2	1
41	или хотя бы	1	1
42	что в этом	1	1
43	самом деле когда	1	1
44	в данный момент	1	1
45	что на протяжении	1	1
46	дело в том	1	1
47	который в отличие	1	1
48	на самом деле	2	1
49	в этом последнем	1	1
50	в самом деле	4	1
51	и т.п то	1	1
52	в этом смысле	2	1
53	лишь постольку поскольку	1	1
54	том что он	1	1
55	то же самое	2	1
56	в том же	2	1
57	он не может	1	1
58	ничем не отличается	1	1
59	точку зрения на	1	1
60	с таким же	2	1
61	самом деле не	1	1
62	до сих пор	1	1
63	тот или иной	1	1
64	сам по себе	1	1
65	не входит в	1	1
66	только то что	1	1
67	и то что	1	1
68	и речевой деятельности	1	1
69	к тому чтобы	2	1
70	во всей его	1	1
71	наличии у него	1	1
72	все равно что	1	1
73	и с точки	1	1
74	и тот же	1	1
75	сам того не	1	1
76	точки зрения и	1	1
77	все без исключения	1	1
78	связаны между собой	1	1
79	а с другой	4	1
80	именно это и	1	1
81	иметь в виду	1	1
82	то что он	2	1
83	из которых он	1	1
84	в свое время	1	1
85	один и тот	1	1
86	по себе не	1	1
87	здесь не только	1	1
88	в том чтобы	4	1
89	само по себе	2	1
90	на протяжении всего	2	1
91	не является для	1	1
92	включает в себя	1	1
93	и тем более	1	1
94	и не то	1	1
95	друг от друга	2	1
96	на всем протяжении	2	1
97	является в данном	1	1
98	этого слова а	1	1
99	как мы уже	3	1
100	из этих двух	1	1
101	друг с другом	2	1
102	как и в	1	1
103	в отрыве от	1	1
104	как мы видели	1	1
