N	3gram	Losev_Dial_1	Formalny
1	с точки зрения	12	13
2	то же время	4	8
3	в то же	4	8
4	и т д	19	8
5	более или менее	3	6
6	на самом деле	2	6
7	до сих пор	2	6
8	не может быть	3	5
9	одной стороны и	2	4
10	с одной стороны	2	4
11	во всяком случае	2	4
12	и т п	2	4
13	может быть и	3	3
14	и не в	1	2
15	сами по себе	1	2
16	как мы увидим	1	2
17	и в частности	2	2
18	в том чтобы	1	2
19	но в то	1	2
20	и в этом	3	2
21	в связи с	1	2
22	связи с этим	1	2
23	друг от друга	1	2
24	сама по себе	8	2
25	как она есть	3	1
26	уже знаем что	1	1
27	и не должна	2	1
28	наука до сих	1	1
29	или хотя бы	2	1
30	в чем же	1	1
31	в этом его	1	1
32	ничего общего с	3	1
33	они никогда не	1	1
34	как один из	2	1
35	и может быть	1	1
36	что в данном	1	1
37	в этом смысле	3	1
38	как раз и	1	1
39	если же он	1	1
40	можно говорить о	1	1
41	в том что	7	1
42	на самом же	1	1
43	в этом отношении	2	1
44	но для этого	1	1
45	она дана в	1	1
46	отнюдь не является	1	1
47	этих и подобных	1	1
48	и в то	2	1
49	они вовсе не	1	1
50	по сравнению с	2	1
51	точки зрения самого	2	1
52	действительности как она	1	1
53	так или иначе	1	1
54	это конечно не	2	1
55	не должна быть	2	1
56	это и не	1	1
57	в новое время	1	1
58	с другой стороны	4	1
59	не может и	3	1
60	у них есть	1	1
61	самом же деле	1	1
62	них и в	1	1
63	точки зрения своей	1	1
64	по себе не	5	1
65	бы ни было	1	1
66	может и не	2	1
67	вовсе не есть	1	1
68	та или иная	3	1
69	хотя бы в	1	1
70	с самого начала	1	1
71	это значит что	9	1
72	но все же	1	1
73	с этой стороны	2	1
74	не с точки	2	1
75	но даже и	1	1
76	по себе но	2	1
77	к тому что	2	1
78	может показаться что	1	1
79	а с точки	2	1
80	мы замечаем что	1	1
81	тех или иных	1	1
82	в отношении к	1	1
83	и ни на	1	1
84	тем не менее	1	1
85	мы уже знаем	1	1
