N	2gram	Vygotskiy__2	Istorich
1	и в	15	22
2	мы имеем	3	19
3	в этом	19	17
4	что в	14	15
5	не только	15	14
6	мы видели	6	13
7	но и	10	12
8	и не	7	12
9	в этих	2	11
10	может быть	9	11
11	или в	3	11
12	но в	6	10
13	таким образом	14	10
14	в нем	1	9
15	и говорит	1	9
16	что и	2	9
17	в том	33	9
18	что он	12	9
19	вместе с	6	9
20	как мы	6	8
21	мы видим	4	8
22	что они	3	8
23	с этим	3	8
24	том что	27	8
25	но не	3	7
26	то что	20	7
27	и здесь	1	7
28	мы должны	6	7
29	из них	3	7
30	так как	4	7
31	с другой	6	7
32	другой стороны	1	7
33	там где	6	7
34	предположить что	1	7
35	к этому	4	7
36	то же	5	6
37	мы уже	6	6
38	это не	5	6
39	в ином	2	6
40	во время	3	6
41	ничего не	3	6
42	связи с	9	6
43	если бы	8	6
44	в них	4	6
45	что здесь	2	6
46	то и	1	6
47	друг друга	5	6
48	мы можем	10	6
49	а не	3	6
50	связь с	2	6
51	в течение	2	6
52	а в	4	6
53	с ней	2	6
54	все же	4	5
55	он не	7	5
56	что она	3	5
57	здесь мы	1	5
58	на охоту	1	5
59	в этой	6	5
60	могут быть	2	5
61	живет в	2	5
62	к нему	1	5
63	в свете	1	5
64	того что	17	5
65	один из	1	5
66	так что	1	5
67	на голову	1	5
68	до сих	1	5
69	показывает что	1	5
70	в некоторых	2	5
71	в частности	6	5
72	сих пор	1	5
73	и на	1	4
74	все эти	3	4
75	видели что	5	4
76	не в	8	4
77	имеем в	1	4
78	на этом	1	4
79	и с	4	4
80	не всегда	1	4
81	у нас	1	4
82	как это	6	4
83	к ней	2	4
84	и его	4	4
85	тем что	2	4
86	что на	2	4
87	она не	1	4
88	в пределах	1	4
89	в дальнейшем	1	4
90	находится в	2	4
91	в другой	2	4
92	только в	4	4
93	случаи когда	1	4
94	в других	2	4
95	а именно	1	4
96	связано с	1	4
97	они не	3	4
98	в данном	3	4
99	и там	1	4
100	для нас	4	4
