N	2gram	Losev_Prob_2	Tvorches
1	и в	35	20
2	и т	6	13
3	не только	24	13
4	т д	6	11
5	никогда не	1	11
6	как бы	4	11
7	таким образом	4	10
8	в то	6	10
9	в его	7	10
10	и его	1	9
11	и не	37	9
12	при этом	3	8
13	и с	10	8
14	ю м	2	8
15	в том	12	8
16	может быть	18	8
17	в этом	17	8
18	прежде всего	11	8
19	но и	16	8
20	м с	2	7
21	то же	5	7
22	это не	1	7
23	представление о	5	7
24	года в	1	7
25	потому что	13	7
26	не может	13	7
27	что в	11	7
28	в целом	3	6
29	как и	5	6
30	что он	4	6
31	так и	7	6
32	в конце	7	6
33	именно в	1	6
34	а не	10	6
35	все это	4	6
36	еще не	10	5
37	и на	5	5
38	но не	4	5
39	все же	8	5
40	в этой	9	5
41	если он	1	5
42	и сам	2	5
43	то есть	39	5
44	о том	18	5
45	и даже	11	5
46	но это	6	5
47	так же	5	5
48	мы не	7	4
49	все эти	7	4
50	что они	3	4
51	отнюдь не	5	4
52	как в	1	4
53	хотя и	3	4
54	но в	6	4
55	не в	2	4
56	в дальнейшем	1	4
57	что она	4	4
58	что у	1	4
59	об этом	2	4
60	если бы	4	4
61	тем самым	7	4
62	а а	6	4
63	ничего не	10	4
64	по нашему	1	4
65	в известной	1	4
66	а в	4	4
67	нашему мнению	1	4
68	если не	4	4
69	и потому	1	4
70	и от	3	4
71	том что	19	4
72	одним из	1	3
73	же как	1	3
74	с большим	1	3
75	он сам	3	3
76	а с	1	3
77	это определение	1	3
78	в себе	5	3
79	в нем	1	3
80	он не	2	3
81	в плане	2	3
82	так например	1	3
83	его в	3	3
84	и мы	2	3
85	но уже	5	3
86	в самом	5	3
87	в их	3	3
88	место в	1	3
89	в которых	1	3
90	заставляет нас	2	3
91	тем что	4	3
92	одна из	3	3
93	казалось бы	7	3
94	и это	5	3
95	с ним	1	3
96	м лотмана	2	3
97	до сих	4	3
98	между тем	1	3
99	этот вопрос	1	3
100	уже не	8	3
101	так как	7	3
102	то что	38	3
103	и др	2	3
104	что не	5	3
105	превращается в	1	3
106	в свете	3	3
107	а ф	5	3
108	вместе с	2	3
109	в область	4	3
110	сих пор	4	3
111	нет ничего	2	3
112	один из	3	3
113	не является	7	3
114	но зато	2	3
115	одной из	1	3
116	д в	1	3
117	в своих	3	3
118	к этому	1	3
119	в таком	11	3
120	не должны	1	2
121	относится и	1	2
122	таком случае	10	2
123	самом деле	4	2
124	и есть	4	2
125	по преимуществу	2	2
126	говорить о	10	2
127	я не	1	2
128	они имеют	1	2
129	тут же	8	2
130	нет и	3	2
131	во многом	1	2
132	во что	1	2
133	так что	11	2
134	в истории	3	2
135	и поэтому	2	2
136	и наконец	3	2
137	от ее	2	2
138	но эта	3	2
139	для которого	1	2
140	в литературном	1	2
141	бы не	3	2
142	очень важным	1	2
143	тоже не	7	2
144	во многих	2	2
145	но ведь	3	2
146	так сказать	1	2
147	и если	3	2
148	а скорее	2	2
149	едва ли	9	2
150	и по	3	2
151	при помощи	8	2
152	особенно в	1	2
153	которой он	4	2
154	такой же	1	2
155	зато в	1	2
156	и еще	1	2
157	в такой	2	2
158	их в	4	2
159	не могли	1	2
160	для определения	2	2
161	не менее	13	2
162	из нас	1	2
163	как о	3	2
164	я буду	1	2
165	на него	2	2
166	а во	1	2
167	другой стороны	5	2
168	с полным	1	2
169	целом и	1	2
170	что на	4	2
171	однако это	2	2
172	у нас	18	2
173	и далее	1	2
174	опираясь на	1	2
175	более не	2	2
176	же не	1	2
177	роль в	2	2
