N	2gram	Vygotskiy__5	Literetu
1	не только	16	24
2	при этом	8	19
3	в качестве	2	17
4	но и	6	17
5	в том	27	16
6	а не	8	16
7	в частности	4	15
8	том что	21	14
9	может быть	11	13
10	и не	6	12
11	в этом	14	12
12	в своем	6	11
13	состоит в	3	11
14	прежде всего	4	11
15	в русской	1	10
16	то что	37	10
17	в целом	5	8
18	не в	8	8
19	и в	30	8
20	произведение искусства	6	8
21	только в	5	8
22	как это	7	8
23	отказ от	1	7
24	как бы	19	7
25	в себе	5	7
26	не менее	1	7
27	в его	4	7
28	уже не	1	7
29	то есть	13	6
30	как и	6	6
31	точки зрения	7	6
32	того что	8	6
33	связи с	2	6
34	в жизни	1	6
35	себя в	1	6
36	одним из	1	5
37	то же	7	5
38	отличие от	2	5
39	как в	3	5
40	в отличие	2	5
41	в то	2	5
42	казалось бы	4	5
43	искусства и	5	5
44	в конечном	1	5
45	русской литературе	1	5
46	же в	2	5
47	что он	17	5
48	уже в	6	5
49	не может	9	5
50	в данном	3	5
51	с этой	2	5
52	я в	1	5
53	с его	2	5
54	в своей	4	4
55	еще не	5	4
56	столь же	1	4
57	но не	7	4
58	конечном счете	1	4
59	в этой	5	4
60	в художественном	1	4
61	все же	7	4
62	представляет собой	1	4
63	по преимуществу	2	4
64	не как	3	4
65	в силу	3	4
66	с собой	1	4
67	для этого	9	4
68	и его	6	4
69	данном случае	3	4
70	никогда не	9	4
71	так и	3	4
72	еще в	2	4
73	и тем	6	4
74	из них	2	4
75	в конце	4	4
76	как раз	13	4
77	и т.п	1	4
78	в стихотворении	1	4
79	со стороны	3	4
80	эстетической деятельности	1	4
81	это не	3	4
82	в своих	5	4
83	например в	1	3
84	в сфере	1	3
85	и есть	5	3
86	тем же	3	3
87	исходит из	4	3
88	по отношению	2	3
89	в самом	14	3
90	таким образом	20	3
91	исходя из	2	3
92	той же	3	3
93	в душе	2	3
94	в повестях	1	3
95	далеко не	1	3
96	несмотря на	5	3
97	не мог	1	3
98	в их	3	3
99	но в	5	3
100	что ему	2	3
101	дело в	2	3
102	одна из	3	3
103	в основе	7	3
104	в области	1	3
105	эстетический объект	3	3
106	к себе	1	3
107	от эстетического	1	3
108	ли не	2	3
109	всего в	1	3
110	говоря словами	1	3
111	в виду	4	3
112	приводит к	2	3
113	сводится к	5	3
114	нуждается в	1	3
115	один из	5	3
116	потому что	23	3
117	у него	3	3
118	и даже	2	3
119	с другой	9	3
120	в сознание	1	3
121	еще и	1	3
122	и др	1	3
123	не было	1	3
124	произведения искусства	2	3
125	да и	1	3
126	этой точки	1	3
127	жизни и	6	3
128	что в	24	3
129	а в	4	3
130	во всяком	1	3
131	того же	2	2
132	и то	9	2
133	самом деле	8	2
134	от самого	1	2
135	отношения между	2	2
136	из его	1	2
137	должна быть	2	2
138	для своего	1	2
139	та же	1	2
140	в сущности	12	2
141	х годов	1	2
142	из того	3	2
143	то это	4	2
144	могло быть	1	2
145	а только	1	2
146	относится к	1	2
147	общего с	1	2
148	и нет	1	2
149	следующим образом	2	2
150	этой цели	1	2
151	только то	1	2
152	все эти	2	2
153	чуть ли	1	2
154	из этих	3	2
155	тому же	1	2
156	во многих	1	2
157	как он	2	2
158	с чем	1	2
159	в нем	7	2
160	в нашей	2	2
161	не к	1	2
162	евгения онегина	1	2
163	на этом	6	2
164	различие между	1	2
165	произведения с	1	2
166	было бы	5	2
167	и того	2	2
168	бы на	2	2
169	в любом	1	2
170	что такое	1	2
171	как все	2	2
172	а как	2	2
173	с точки	2	2
174	мы в	1	2
175	от себя	1	2
176	жизни с	1	2
177	эта мысль	1	2
178	в россии	1	2
179	однако в	1	2
180	даже в	1	2
181	на один	1	2
182	при всех	1	2
183	вплоть до	1	2
184	своего героя	2	2
185	и является	1	2
186	в сознании	1	2
187	как будто	6	2
188	этом отношении	3	2
189	могут быть	8	2
190	к тому	8	2
