N	2gram	Voloshinov_1	Tragedij
1	и в	12	18
2	в этом	4	9
3	не только	4	8
4	и с	3	7
5	и на	4	7
6	может быть	14	7
7	как бы	13	7
8	и не	10	7
9	но в	5	6
10	и его	13	6
11	же время	1	6
12	у него	1	6
13	то же	5	5
14	все же	4	5
15	что это	1	5
16	он вдруг	1	5
17	это не	2	5
18	как и	5	5
19	несмотря на	1	5
20	в то	2	5
21	так и	4	5
22	не может	16	5
23	еще не	3	4
24	в себе	3	4
25	в целом	1	4
26	в нем	6	4
27	том что	5	4
28	что я	1	4
29	и что	2	4
30	но и	3	4
31	прежде всего	8	4
32	так же	3	4
33	но это	2	4
34	все это	3	4
35	что в	2	4
36	и все	2	4
37	то что	5	4
38	и он	1	3
39	отнюдь не	5	3
40	как в	5	3
41	в своем	2	3
42	все эти	3	3
43	при этом	6	3
44	то есть	1	3
45	должно быть	1	3
46	о чем	1	3
47	с ее	1	3
48	жизнь и	1	3
49	с ним	3	3
50	к нему	4	3
51	в его	2	3
52	уже в	2	3
53	для него	3	3
54	как будто	1	3
55	как это	2	3
56	в основном	2	3
57	отказывается от	1	2
58	никогда не	5	2
59	и то	2	2
60	столь же	1	2
61	с его	2	2
62	отношение к	4	2
63	она как	1	2
64	перед нами	1	2
65	имеет в	3	2
66	в самом	4	2
67	жизнью и	2	2
68	он не	2	2
69	что она	1	2
70	но все	2	2
71	что все	1	2
72	его в	4	2
73	ни в	3	2
74	но эта	1	2
75	не в	4	2
76	вместе со	2	2
77	не могут	1	2
78	к тому	1	2
79	и это	1	2
80	но при	1	2
81	в ее	1	2
82	данном случае	2	2
83	первого же	1	2
84	ничего не	2	2
85	и здесь	2	2
86	о том	3	2
87	что и	2	2
88	в том	6	2
89	по мнению	1	2
90	и ее	3	2
91	уже не	4	2
92	в виде	1	2
93	в душе	2	2
94	не так	2	2
95	в одном	1	2
96	друг друга	1	2
97	как же	2	2
98	только к	1	2
99	говорит о	1	2
100	до конца	2	2
101	было в	1	2
102	с первого	1	2
103	но особенно	1	2
104	в данном	2	2
105	ненависть к	1	2
106	она должна	1	2
107	еще раз	2	2
108	это уже	1	2
109	от всего	1	2
110	в частности	1	2
111	в таком	1	2
112	я и	1	1
113	а между	1	1
114	ту же	1	1
115	например в	1	1
116	с жизнью	1	1
117	сам по	1	1
118	а из	1	1
119	и др	5	1
120	самом деле	3	1
121	это и	1	1
122	проникает в	1	1
123	исходит из	1	1
124	должна быть	5	1
125	высшей степени	1	1
126	исповеди ставрогина	1	1
127	что уже	1	1
128	не вполне	1	1
129	на себя	1	1
130	в виду	5	1
131	не способен	2	1
132	подчеркнуть что	2	1
133	в ней	6	1
134	литературы и	4	1
135	не утратить	1	1
136	между собой	2	1
137	это же	1	1
138	позицию по	1	1
139	в чем	2	1
140	во всех	1	1
141	у которой	1	1
142	но не	2	1
143	значение и	1	1
144	за пределы	4	1
145	в истории	1	1
146	опирается на	1	1
147	что именно	1	1
148	и наконец	3	1
149	но несмотря	1	1
150	сводится только	1	1
151	стиля и	1	1
152	именно эта	1	1
153	чего же	1	1
154	то в	1	1
155	сливается с	2	1
156	не получил	1	1
157	бы не	2	1
158	форму то	1	1
159	в переводе	1	1
160	творца и	7	1
161	перестает быть	2	1
162	к одному	1	1
163	не к	3	1
164	не как	1	1
165	и по	3	1
166	на этом	1	1
167	таким образом	12	1
168	от нее	1	1
169	здесь мы	1	1
170	же не	1	1
171	в другом	1	1
172	конечно в	2	1
173	на все	2	1
174	но уже	1	1
175	в них	3	1
176	в высшей	1	1
177	выражают его	1	1
178	из подполья	1	1
179	которой он	1	1
180	и вне	1	1
181	обратимся к	1	1
182	но если	1	1
183	в своей	3	1
184	в такой	3	1
185	в котором	3	1
186	именно такую	1	1
187	и вот	1	1
188	тем не	3	1
189	речи в	2	1
190	того кто	1	1
191	по себе	3	1
192	не менее	3	1
193	она не	2	1
194	в обоих	1	1
195	самого начала	1	1
196	как его	1	1
