N	3gram	Bakhtin_Fr_6	Sovremen
1	с точки зрения	2	5
2	в зависимости от	1	4
3	не может быть	1	4
4	мы видели что	1	3
5	с помощью которых	2	2
6	в настоящее время	1	2
7	одной стороны и	2	1
8	самому своему существу	1	1
9	в связи с	1	1
10	не дает нам	1	1
11	ровно ничего не	1	1
12	дело в том	1	1
13	по отношению к	1	1
14	каждый раз он	1	1
15	и до сих	1	1
16	один и тот	1	1
17	до наших дней	1	1
18	и вообще на	1	1
19	до сих пор	3	1
20	то же время	5	1
21	у нас на	1	1
22	таким образом все	1	1
23	прежде всего мы	2	1
24	ни о каком	1	1
25	в самом деле	4	1
26	той или иной	1	1
27	но если мы	1	1
28	и прежде всего	2	1
29	но все же	1	1
30	но уже в	2	1
31	видели что это	1	1
32	по самому своему	1	1
33	в то же	5	1
34	это как бы	1	1
35	мы видим что	1	1
36	что все они	1	1
37	как мы видим	1	1
38	не подлежит никакому	1	1
39	со всеми его	2	1
40	в том что	2	1
41	в этой области	1	1
42	в данном случае	2	1
43	никакому сомнению что	1	1
44	на этот вопрос	1	1
45	в обоих случаях	1	1
46	в предыдущей главе	2	1
47	подлежит никакому сомнению	1	1
48	с одной стороны	4	1
49	и тот же	2	1
