N	4gram	Vygotskiy__1	Myslijsy
1	не что иное как	1	2
2	то что я вижу	1	2
3	до тех пор пока	1	2
4	один и тот же	1	2
5	с другой стороны в	1	1
6	и ту же мысль	1	1
7	хотя и не без	1	1
8	или что то же	1	1
9	бы и в том	1	1
10	такое же значение как	1	1
11	в том и состоит	2	1
12	так как при этом	1	1
13	вопрос о том что	1	1
14	том случае если бы	1	1
15	следующее то что я	1	1
16	в том случае если	1	1
17	том случае когда мы	1	1
18	не в том что	1	1
19	только о том что	1	1
20	сами нуждаются в объяснении	1	1
21	и т п но	1	1
22	не заключает в себе	1	1
23	именно в силу того	1	1
24	тех пор пока мы	1	1
25	и т д то	1	1
26	вижу есть для меня	1	1
27	одним и тем же	1	1
28	я вижу есть для	1	1
29	дело в том что	1	1
30	мы различаем в слове	1	1
31	и в том случае	1	1
32	одного и того же	1	1
33	в том числе и	1	1
34	одной и той же	3	1
35	и тот же предмет	1	1
36	друг к другу и	1	1
37	а если так то	1	1
38	в силу того что	2	1
39	на то что все	1	1
40	одну и ту же	1	1
41	еще до сих пор	1	1
42	что я вижу есть	1	1
43	заключается в том что	3	1
44	том и состоит чтобы	1	1
45	только в обществе и	1	1
46	таким образом мы видим	1	1
47	в том случае когда	1	1
