N	4gram	Losev_Prob_2	Vladivir
1	и в то же	1	2
2	один и тот же	2	2
3	в том что в	1	2
4	под ред и с	1	1
5	вообще и в частности	1	1
6	уже о том что	1	1
7	говоря уже о том	1	1
8	а с другой стороны	1	1
9	на самом же деле	1	1
10	о том что в	1	1
11	ни в каком случае	3	1
12	не что иное как	3	1
13	не говоря уже о	4	1
14	в то время как	1	1
15	и не может быть	1	1
16	в каком случае не	2	1
17	так или иначе но	1	1
18	бы то ни было	1	1
19	а в конце концов	1	1
20	мы должны сказать что	1	1
21	одной и той же	2	1
22	каком случае не может	1	1
23	есть не что иное	3	1
24	которая как раз и	1	1
25	также и то что	2	1
26	о том что и	1	1
