N	2gram	Ircho_Kome_2	StatiiOP
1	и в	26	25
2	в этом	10	24
3	в том	11	20
4	что он	5	19
5	может быть	11	19
6	тем что	3	19
7	что в	9	19
8	что это	4	16
9	том что	9	15
10	в этой	3	14
11	не только	7	12
12	в г	17	12
13	в его	4	12
14	г и	5	12
15	то что	6	12
16	в этих	4	11
17	так что	5	11
18	таким образом	6	10
19	прежде всего	4	10
20	и не	14	10
21	у него	4	9
22	но и	10	9
23	и т	2	8
24	все это	3	8
25	о том	6	8
26	как например	1	8
27	это было	4	8
28	т е	1	8
29	из его	2	7
30	с этим	5	7
31	это не	2	7
32	было бы	8	7
33	в то	6	7
34	не может	3	7
35	что касается	3	7
36	точки зрения	4	7
37	г в	1	6
38	место в	4	6
39	и на	7	6
40	как в	3	6
41	из этих	4	6
42	не в	2	6
43	в трагедии	1	6
44	между тем	4	6
45	только в	4	6
46	т п	2	6
47	в конце	2	6
48	в области	1	6
49	как бы	2	6
50	а в	3	6
51	как на	1	6
52	отношения между	1	5
53	то же	3	5
54	ответ на	3	5
55	то обстоятельство	1	5
56	независимо от	5	5
57	но в	3	5
58	по форме	1	5
59	он не	2	5
60	об этом	2	5
61	ни в	5	5
62	мы имеем	2	5
63	в котором	3	5
64	потому что	6	5
65	обстоятельство что	1	5
66	и это	2	5
67	так и	12	5
68	в них	4	5
69	с другой	2	5
70	а не	1	5
71	в речах	2	5
72	такого рода	1	5
73	другой стороны	1	5
74	например в	3	4
75	что эти	1	4
76	в которой	5	4
77	время как	2	4
78	из которых	3	4
79	в чем	1	4
80	в общем	1	4
81	все же	4	4
82	не было	3	4
83	и к	2	4
84	в целом	4	4
85	на его	1	4
86	в каждом	3	4
87	на протяжении	10	4
88	этом смысле	2	4
89	в жизни	1	4
90	с тем	5	4
91	как и	4	4
92	в эту	1	4
93	у нас	1	4
94	в устах	1	4
95	с точки	1	4
96	ничего не	1	4
97	в каком	1	4
98	отличается от	1	4
99	в ней	3	4
100	и с	5	4
101	если бы	9	4
102	а также	1	4
103	к нему	3	4
104	мы видим	1	4
105	всего в	2	4
106	в качестве	5	4
107	в начале	4	4
108	всяком случае	2	4
109	отношение к	2	4
110	то время	3	4
111	действующих лиц	5	4
112	должна была	2	4
113	связь с	1	4
114	он говорит	1	4
115	в течение	2	4
116	и для	4	4
117	сказать что	1	4
118	была бы	1	4
119	в своей	3	4
120	из этого	2	4
121	во всяком	2	4
122	по мнению	1	3
123	говорить о	2	3
124	он был	2	3
125	с его	5	3
126	в в	4	3
127	в творчестве	1	3
128	что по	2	3
129	все эти	1	3
130	и если	2	3
131	на этом	2	3
132	от нее	1	3
133	в другом	1	3
134	о которых	1	3
135	попадает в	1	3
136	несмотря на	1	3
137	в их	3	3
138	и более	1	3
139	на эти	1	3
140	тому что	4	3
141	во время	6	3
142	трагедии в	1	3
143	же время	3	3
144	это слово	4	3
145	связи с	3	3
146	и здесь	6	3
147	сцены из	1	3
148	со стороны	2	3
149	и что	2	3
150	по этому	1	3
151	нельзя сказать	1	3
152	и его	12	3
153	уже в	4	3
154	не так	1	3
155	для него	1	3
156	так как	4	3
157	в системе	1	3
158	как раз	1	3
159	не является	2	3
160	к которому	1	3
161	что для	4	3
162	одной стороны	2	3
163	до конца	1	3
164	с которым	2	3
165	в связи	3	3
166	с этой	3	3
167	г а	1	3
168	этого рода	1	3
169	тем более	1	3
170	xviii в	1	3
171	к этому	5	3
172	в какой	2	3
173	того времени	3	3
174	ср с	1	3
175	речь идет	3	2
176	самом деле	1	2
177	трагедии и	1	2
178	мы имели	1	2
179	в чисто	1	2
180	и за	2	2
181	той же	3	2
182	в сущности	1	2
183	того же	3	2
184	в биографии	1	2
185	в каждой	1	2
186	г к	1	2
187	думаю что	1	2
188	не был	1	2
189	во всех	3	2
190	то он	1	2
191	нет не	1	2
192	если в	2	2
193	с которыми	2	2
194	не просто	1	2
195	нет и	2	2
196	что именно	2	2
197	в самом	4	2
198	том чтобы	1	2
199	в остальном	1	2
200	но все	3	2
