N	3gram	Bakhtin_Fr_5	KulturaY
1	с точки зрения	2	16
2	в самом деле	1	11
3	для того чтобы	6	11
4	можно было бы	2	10
5	тем не менее	1	9
6	до сих пор	3	8
7	в том что	6	8
8	той или иной	1	5
9	в данном случае	2	4
10	в связи с	5	4
11	и в самом	1	4
12	после того как	1	4
13	только тогда когда	1	4
14	на самом деле	4	3
15	сих пор еще	2	3
16	можно говорить о	2	3
17	не может быть	2	3
18	так и в	1	3
19	о том что	1	3
20	в той или	1	2
21	и того же	1	2
22	по отношению к	1	2
23	в том числе	4	2
24	как раз и	1	2
25	тем что она	1	2
26	в отличие от	2	2
27	от того что	1	2
28	точки зрения на	2	2
29	потому что в	1	2
30	так как он	1	2
31	одного и того	1	2
32	с вопросом о	1	2
33	что и в	1	2
34	к тому же	2	2
35	как мы видели	4	2
36	потому что он	3	1
37	хотя и не	1	1
38	в чем же	2	1
39	ровно ничего не	1	1
40	и той же	1	1
41	далеко не все	1	1
42	так как они	2	1
43	связи с вопросом	1	1
44	также и в	2	1
45	то же самое	2	1
46	так в особенности	1	1
47	в одной из	2	1
48	свое значение и	1	1
49	и в то	1	1
50	в другом месте	2	1
51	ни в коем	1	1
52	что он не	1	1
53	в строгом смысле	1	1
54	для этой цели	1	1
55	является не только	1	1
56	по своему содержанию	1	1
57	мы находим в	2	1
58	это вовсе не	1	1
59	ко второму из	1	1
60	вместе с тем	1	1
61	в известной мере	2	1
62	может быть и	1	1
63	в коем случае	1	1
64	то время когда	1	1
65	чем же объясняется	1	1
66	коем случае нельзя	1	1
67	в то время	2	1
68	так же как	4	1
69	и не могут	2	1
70	не только для	2	1
71	в одном случае	1	1
72	или иной форме	1	1
73	но вернемся к	2	1
74	независимо от их	1	1
75	в искаженном виде	1	1
76	то же время	9	1
77	все те же	1	1
78	мы не можем	1	1
79	в свою очередь	1	1
80	в конечном счете	1	1
81	и прежде всего	3	1
82	чем у нас	1	1
83	находит себе место	1	1
84	в то же	9	1
85	по этому поводу	1	1
86	концы с концами	1	1
87	не будет уже	1	1
88	одной и той	1	1
89	друг от друга	1	1
90	между словом и	2	1
91	но вряд ли	1	1
92	а именно в	1	1
93	в главе о	1	1
94	только для того	1	1
95	какое же значение	1	1
96	именно потому что	1	1
