N	2gram	Losev_Prob_4	Dialekti
1	т е	1	46
2	не есть	12	40
3	и не	28	30
4	и есть	4	19
5	а не	7	18
6	и т	4	17
7	ничего не	1	17
8	может быть	9	17
9	то что	15	16
10	т д	3	15
11	и в	20	15
12	как бы	4	14
13	точки зрения	14	14
14	не имеет	4	14
15	так как	5	14
16	что это	2	13
17	по себе	11	13
18	это есть	3	13
19	того что	1	13
20	это не	7	12
21	в этом	9	11
22	и вот	1	11
23	говорить о	2	11
24	ясно что	7	11
25	в том	20	11
26	прежде всего	11	11
27	не может	5	11
28	и все	8	11
29	том что	12	10
30	в основе	1	10
31	потому что	15	10
32	с ее	2	10
33	миф есть	5	10
34	она есть	1	10
35	это и	4	9
36	то же	7	9
37	мы не	7	9
38	было бы	14	9
39	с точки	11	9
40	в виду	6	9
41	и что	2	9
42	есть ни	2	9
43	уже не	5	9
44	значит что	8	9
45	все это	9	9
46	что иное	2	8
47	в чем	2	8
48	не в	13	8
49	в себе	12	8
50	не только	24	8
51	мифологии и	1	8
52	ни в	17	8
53	и это	2	8
54	и о	5	8
55	и ее	4	8
56	иное как	2	8
57	это значит	10	8
58	не что	2	8
59	не просто	16	7
60	что именно	2	7
61	что тут	1	7
62	он есть	1	7
63	как и	6	7
64	по крайней	6	7
65	и вообще	6	7
66	и его	10	7
67	что оно	1	7
68	только в	23	7
69	крайней мере	6	7
70	что мы	3	7
71	или в	5	7
72	что он	8	7
73	что в	3	7
74	есть просто	1	6
75	мифа и	2	6
76	перед нами	13	6
77	хотя и	5	6
78	и тем	7	6
79	если бы	8	6
80	в то	4	6
81	символ в	6	6
82	что и	3	6
83	так что	6	6
84	веры и	1	6
85	вовсе не	21	6
86	и даже	9	6
87	а именно	2	6
88	нет ничего	3	6
89	в результате	8	6
90	тем более	4	6
91	в мифе	3	6
92	сказать что	7	6
93	ни на	3	6
94	мы имеем	6	5
95	и на	3	5
96	с его	2	5
97	сама по	2	5
98	в своем	3	5
99	то в	2	5
100	учение о	3	5
101	на то	1	5
102	что она	4	5
103	в нем	5	5
104	есть не	6	5
105	в жизни	3	5
106	в ней	7	5
107	на себе	3	5
108	но что	1	5
109	но только	2	5
110	того чтобы	2	5
111	как таковой	1	5
112	в каком	6	5
113	таким образом	8	5
114	о том	5	5
115	так и	10	5
116	другими словами	3	5
117	можно сказать	5	5
118	и можно	5	5
119	именно в	7	5
120	если мы	5	5
121	есть символ	11	5
122	не говорит	1	5
123	для того	3	5
124	как же	2	5
125	в меру	2	5
126	в смысле	5	5
127	и для	4	5
128	но если	6	5
129	есть то	1	5
130	также и	13	4
131	или по	2	4
132	хотя бы	7	4
133	что они	2	4
134	в этой	4	4
135	и как	3	4
136	с их	1	4
137	бы только	1	4
138	идеи и	1	4
139	не как	1	4
140	в силу	1	4
141	то ни	1	4
142	и с	7	4
143	рождение ребенка	1	4
144	этом смысле	3	4
145	с тем	4	4
146	и уже	1	4
147	так то	1	4
148	уже о	1	4
149	той или	14	4
150	ничего общего	5	4
151	что все	1	4
152	идет речь	2	4
153	еще не	7	4
154	только так	2	4
155	символ есть	6	4
156	в его	3	4
157	оказывается что	1	4
158	мы должны	3	4
159	мы видим	1	4
160	с ними	2	4
161	есть в	7	4
162	ни с	4	4
163	в одном	4	4
164	не о	1	4
165	само по	1	4
166	как раз	4	4
167	отнюдь не	10	4
168	и отношение	1	4
169	так же	5	4
170	но это	6	4
171	тех или	4	4
172	бы в	1	4
173	жизни и	5	4
174	но и	14	4
175	и то	2	3
176	только потому	1	3
177	едва ли	10	3
178	что если	1	3
179	и тут	1	3
180	так чтобы	2	3
181	то мы	2	3
182	а если	3	3
183	в истории	3	3
184	общего с	2	3
185	как в	5	3
186	с этим	4	3
187	и нет	1	3
188	когда он	1	3
189	и наконец	4	3
190	как таковое	1	3
191	но в	8	3
192	идея и	3	3
193	бы и	3	3
194	все эти	16	3
195	и если	5	3
196	же именно	1	3
197	от нее	1	3
198	об этом	6	3
199	известно что	1	3
200	не всегда	1	3
201	всегда и	1	3
202	в данном	6	3
203	смысл и	1	3
204	можно только	2	3
205	в своей	4	3
206	в их	1	3
207	она в	2	3
208	если угодно	1	3
209	в предыдущем	3	3
210	только для	3	3
211	нет никакого	3	3
212	иной раз	1	3
213	и притом	2	3
214	мы можем	3	3
215	миф как	1	3
216	идею и	1	3
217	нет ни	4	3
218	есть только	2	3
219	могут быть	1	3
220	думает что	1	3
221	говоря уже	2	3
222	к жизни	1	3
223	сознания и	3	3
224	и об	1	3
225	быть и	1	3
226	д и	1	3
227	тотчас же	2	3
228	для всех	3	3
229	об его	2	3
230	в виде	22	3
231	при помощи	10	3
232	ни просто	1	3
233	уже нет	1	3
234	даже и	13	3
235	это будет	2	3
236	в области	3	3
237	о времени	1	3
238	за пределы	2	3
239	что не	4	3
240	говорит о	2	3
241	у нас	14	3
242	ни о	4	3
243	и потому	7	3
244	из которых	3	3
245	что здесь	6	3
246	оно и	1	3
247	художественного образа	3	3
248	или другой	3	3
249	или вообще	1	3
250	с ним	4	3
251	в свою	1	3
252	не говоря	3	3
253	или других	2	3
254	совершенно не	3	3
255	в сравнении	2	3
256	только о	1	3
257	только не	4	3
258	это понятие	1	3
259	тем самым	4	3
260	можно назвать	2	3
261	можно говорить	1	2
262	не думает	1	2
263	человека и	1	2
264	и без	6	2
265	очень много	2	2
266	он всегда	1	2
267	ведь и	1	2
268	что уже	1	2
269	вопрос о	1	2
270	науки и	1	2
271	есть нечто	9	2
272	категории и	1	2
273	себе что	1	2
274	сам по	6	2
275	не нужно	1	2
276	во всех	4	2
277	бы не	1	2
278	природы и	1	2
279	коем случае	3	2
280	мы будем	1	2
281	но как	3	2
282	вообще как	1	2
283	себе и	3	2
284	нет и	2	2
285	чем же	3	2
286	из возможных	1	2
287	все же	2	2
288	кроме того	4	2
289	понять и	1	2
290	в этот	1	2
291	или иную	1	2
292	в самом	2	2
293	от чего	1	2
294	в которой	2	2
295	ни один	1	2
296	чем больше	1	2
297	из этих	1	2
298	тоже не	1	2
299	думать что	1	2
300	ни одна	2	2
301	что даже	1	2
302	при этом	6	2
303	тем не	10	2
304	субстанциальное и	1	2
305	таково что	1	2
306	в понятии	2	2
307	есть понятие	1	2
308	с этой	1	2
309	а это	3	2
310	но все	3	2
311	не будет	2	2
312	есть все	1	2
313	об этой	1	2
314	на все	2	2
315	когда уже	1	2
316	это было	2	2
317	заключается в	2	2
318	есть также	1	2
319	весь мир	2	2
320	но именно	2	2
321	в них	5	2
322	все равно	3	2
323	не мешает	3	2
324	во внимание	1	2
325	между собою	2	2
326	нечто третье	1	2
327	должно быть	1	2
328	нисколько не	1	2
329	том как	2	2
330	имеет ничего	2	2
331	в котором	2	2
332	по сравнению	1	2
333	мы теперь	1	2
334	не понимает	2	2
335	при условии	2	2
336	не могли	2	2
337	однако в	2	2
338	необходимо чтобы	1	2
339	для нее	1	2
340	что есть	1	2
341	в отношении	4	2
342	не менее	10	2
343	не раз	2	2
344	но они	2	2
345	или что	1	2
346	что эта	1	2
347	и другое	3	2
348	как о	3	2
349	как таковых	2	2
350	угодно можно	1	2
351	случае не	5	2
352	иметь в	1	2
353	никогда не	1	2
354	и по	2	2
355	во всем	2	2
356	ничто не	1	2
357	как будто	11	2
358	не могут	1	2
359	а что	1	2
360	всегда есть	4	2
361	и материи	1	2
362	можно и	1	2
363	и тогда	2	2
364	свою очередь	1	2
365	без всякого	4	2
366	в ее	5	2
367	совершенно ясно	2	2
368	представим себе	1	2
369	и может	2	2
370	и когда	2	2
371	не значит	1	2
372	вещи и	1	2
373	мог бы	1	2
374	жизнь и	4	2
375	этой жизни	1	2
376	для этого	2	2
377	в коем	3	2
378	в разных	4	2
379	находится в	1	2
380	о ней	1	2
381	как идея	1	2
382	познания и	1	2
383	часто и	1	2
384	есть само	1	2
385	никак не	4	2
386	которая бы	1	2
387	не имеем	1	2
388	и во	4	2
389	диалектические категории	1	2
390	тем или	1	2
391	и требует	1	2
392	которые мы	1	2
393	эти два	1	2
394	и только	4	2
395	выше в	1	2
396	есть тоже	2	2
397	одной из	4	2
398	и так	1	2
399	или другим	1	2
400	образа в	1	2
401	в качестве	10	2
402	история и	1	2
403	себя в	2	2
404	же и	3	2
405	и событий	1	2
406	конечно не	3	2
407	да еще	1	2
408	то и	5	2
409	даже вообще	1	2
410	своим собственным	2	2
411	в нашей	1	2
412	есть своя	1	2
413	по законам	1	2
414	не дает	1	2
415	из них	3	2
416	ту или	1	2
417	никто не	2	2
418	мы находим	2	2
419	для меня	1	2
420	тем что	3	2
421	самом же	2	2
422	в целях	5	2
423	не было	3	2
424	с той	1	2
425	то значит	1	2
426	вещей как	1	2
427	она является	2	2
428	другой стороны	6	2
429	именно так	1	2
430	его как	1	2
431	понятие о	2	2
432	когда же	1	2
433	об ее	2	2
434	в частности	2	2
435	вместе с	5	2
436	как это	3	2
437	к своему	2	2
438	сравнению с	1	2
439	что же	1	2
440	да и	5	2
441	этой точки	1	2
442	нашего анализа	1	2
443	сравнении с	2	2
444	мы еще	1	2
445	художественное произведение	1	2
446	где бы	1	2
447	но для	1	2
448	за его	1	2
449	и часто	1	2
450	чувства и	1	2
451	мы только	2	2
452	тот кто	1	2
453	невозможна без	1	2
454	солнца и	4	2
455	у достоевского	4	2
456	и ни	5	2
457	только что	2	2
458	отношении к	1	2
459	что этот	1	2
460	это все	2	2
461	природы не	1	2
462	мы начинаем	1	2
463	и при	1	2
464	равно как	1	2
465	того или	3	2
466	я могу	1	2
467	в противоположность	1	2
468	которая не	3	2
469	точно так	3	2
470	во всяком	8	2
471	смысле слова	15	1
472	скажет что	1	1
473	говоря о	1	1
474	символы не	2	1
475	о каких	2	1
476	бесконечную даль	2	1
477	же как	1	1
478	на аршине	1	1
479	различить и	1	1
480	чтобы не	2	1
481	но чтобы	1	1
482	своему пределу	2	1
483	но тогда	1	1
484	на самом	5	1
485	жизни мы	1	1
486	с идеей	1	1
487	всего сама	1	1
488	не признает	1	1
489	к другому	1	1
490	дело не	3	1
491	и больше	2	1
492	действительности и	5	1
493	случае нельзя	1	1
494	в зависимости	3	1
495	чем именно	1	1
496	и этот	3	1
497	сказать с	1	1
498	идеей и	1	1
499	от всякой	2	1
500	при анализе	1	1
501	другого так	1	1
502	но ясно	1	1
503	он как	3	1
504	каком случае	3	1
505	под нее	1	1
506	но она	3	1
507	предыдущем мы	2	1
508	то это	3	1
509	жизни это	1	1
510	поскольку и	1	1
511	и он	2	1
512	это время	1	1
513	собою и	1	1
514	и говорить	1	1
515	кроме нее	1	1
516	и явления	1	1
517	и этого	1	1
518	может не	1	1
519	на них	1	1
520	всего этот	1	1
521	где же	1	1
522	или во	1	1
523	только вполне	1	1
524	подходить к	1	1
525	на высоте	1	1
526	заключается не	2	1
527	и всего	1	1
528	понятие символа	1	1
529	и религия	1	1
530	легко может	1	1
531	не художественные	1	1
532	жить и	1	1
533	не то	2	1
534	и все-таки	1	1
535	и всякий	1	1
536	явлений и	3	1
537	значение и	1	1
538	силу этого	1	1
539	отношение к	1	1
540	тут же	3	1
541	мы сейчас	3	1
542	именно миф	1	1
543	пожалуй даже	1	1
544	чем мы	1	1
545	значение хотя	1	1
546	стороны и	2	1
547	как к	1	1
548	мы всерьез	1	1
549	остановиться на	1	1
550	категории в	2	1
551	виду и	1	1
552	тут идет	1	1
553	было только	1	1
554	это тоже	1	1
555	тот же	2	1
556	и художественного	1	1
557	даже просто	1	1
558	имеет в	1	1
559	и стремления	1	1
560	самим же	1	1
561	тут нет	1	1
562	с своим	1	1
563	говорит не	1	1
564	и утвердить	1	1
565	говорят о	1	1
566	сказать о	3	1
567	жизни так	1	1
568	в нашем	12	1
569	только два	1	1
570	символ что	1	1
571	самое это	1	1
572	она-то и	2	1
573	достоевского в	1	1
574	есть как	1	1
575	ничего и	1	1
576	только один	2	1
577	имеем в	3	1
578	но ведь	1	1
579	если он	2	1
580	в наших	1	1
581	как принцип	1	1
582	вообще не	3	1
583	мы совершенно	2	1
584	как он	1	1
585	нам и	1	1
586	с чем	1	1
587	богатым и	1	1
588	из указанных	1	1
589	она еще	1	1
590	и лучше	1	1
591	таковых ничего	1	1
592	он не	2	1
593	раз навсегда	1	1
594	смысле она	1	1
595	вернее же	1	1
596	всех этих	6	1
597	и еще	1	1
598	в первую	1	1
599	нее и	1	1
600	категорий в	3	1
601	и совершенно	2	1
602	в басне	1	1
603	миф сам	1	1
604	и более	3	1
605	вещь существует	1	1
606	содержит в	8	1
607	что каждая	2	1
608	и начинается	1	1
609	мы тут	1	1
610	его от	1	1
611	себя самой	1	1
612	или иных	3	1
613	для науки	1	1
614	одно и	1	1
615	а вместе	2	1
616	всякая реальная	1	1
617	думал что	1	1
618	собой определенную	1	1
619	смотрит он	1	1
620	связанные с	1	1
621	которой уже	1	1
622	а его	2	1
623	причем все	1	1
624	что перед	2	1
625	художественный образ	6	1
626	его в	2	1
627	с другими	3	1
628	своя собственная	1	1
629	этот человек	1	1
630	единая и	1	1
631	новое и	2	1
632	данном случае	5	1
633	мне это	1	1
634	чаще всего	1	1
635	художественном образе	2	1
636	он является	1	1
637	о которых	2	1
638	обязательно должны	1	1
639	и очень	5	1
640	данная вещь	1	1
641	есть явление	1	1
642	отражение и	2	1
643	ею и	1	1
644	есть сама	1	1
645	ясно из	1	1
646	сейчас мы	1	1
647	опять-таки не	1	1
648	могут сказать	1	1
649	именно он	1	1
650	бы на	1	1
651	однако ясно	1	1
652	что такая	1	1
653	этого необходимо	1	1
654	как все	1	1
