N	3gram	Losev_Vlad_3	FransuaR
1	в том числе	1	10
2	в том что	10	6
3	той или иной	1	5
4	до сих пор	1	4
5	в отличие от	3	4
6	с точки зрения	6	3
7	на самом же	2	3
8	в этом отношении	2	3
9	даже и в	2	3
10	в новое время	1	3
11	самом же деле	2	3
12	выходит за пределы	1	3
13	дело в том	5	2
14	как раз и	5	2
15	времени то есть	1	2
16	в основе своей	1	2
17	и вовсе не	1	2
18	в это время	2	2
19	с одной стороны	3	2
20	и в том	2	2
21	второй половины xix	1	2
22	и ни на	1	2
23	однако и в	1	1
24	потому что он	1	1
25	каждому из этих	1	1
26	но как раз	1	1
27	сводится к тому	2	1
28	в году влияние	1	1
29	и всякого рода	1	1
30	в самом деле	1	1
31	в настоящее время	3	1
32	том что он	1	1
33	так и его	1	1
34	он в сущности	1	1
35	и не только	1	1
36	на первый план	2	1
37	в дальнейшем мы	1	1
38	о которой мы	1	1
39	находится в состоянии	1	1
40	и во многом	1	1
41	никогда не имел	1	1
42	при этом что	1	1
43	резко отличается от	1	1
44	это вовсе не	1	1
45	не подлежит никакому	1	1
46	на первом плане	3	1
47	то есть на	1	1
48	который был в	1	1
49	и далеко не	1	1
50	сказать что в	1	1
51	и с их	1	1
52	к нему же	1	1
53	подлежит никакому сомнению	1	1
54	хотя и без	1	1
55	еще и в	2	1
56	и не вполне	1	1
57	в известном смысле	1	1
58	так и с	1	1
59	половины xix века	1	1
60	в последнее время	1	1
61	в связи с	2	1
62	во всяком случае	3	1
63	с другой стороны	2	1
64	все подобного рода	1	1
65	не может быть	6	1
66	здесь нет ничего	1	1
67	бросается в глаза	2	1
68	то же время	2	1
69	включает в себя	1	1
70	и так сказать	1	1
71	человеческой души в	1	1
72	в себя и	1	1
73	он еще не	1	1
74	xix века и	1	1
75	для того чтобы	1	1
76	и многое другое	1	1
77	в то же	3	1
78	в вопросе о	2	1
79	мы видим что	1	1
80	не только в	1	1
81	важны прежде всего	1	1
82	все то что	1	1
83	то есть она	1	1
84	к тому же	5	1
85	ее то есть	1	1
86	но еще и	2	1
87	в своих поисках	1	1
88	как мы говорили	1	1
