N	3gram	Vinokur_Ku_1	EvropaiC
1	в том что	15	16
2	до сих пор	4	12
3	по отношению к	8	10
4	с точки зрения	9	8
5	на самом деле	2	7
6	более или менее	3	7
7	на то что	2	7
8	друг от друга	1	6
9	для того чтобы	15	6
10	котором идет речь	2	5
11	в самом деле	7	5
12	о котором идет	2	5
13	лишь в том	1	5
14	в этом случае	2	4
15	том случае если	1	4
16	в том случае	1	4
17	с другой стороны	6	4
18	не может быть	3	4
19	о том что	5	4
20	тем не менее	4	4
21	с течением времени	1	4
22	и того же	2	3
23	в настоящее время	1	3
24	одного и того	2	3
25	естественно поэтому что	2	3
26	так же как	1	3
27	так или иначе	2	3
28	в связи с	3	3
29	таким образом в	1	3
30	заключается в том	2	3
31	в том виде	1	2
32	и может быть	1	2
33	сообразно с этим	1	2
34	в том и	2	2
35	том что он	4	2
36	что же касается	4	2
37	же касается до	1	2
38	при этом что	1	2
39	то же время	2	2
40	рано или поздно	2	2
41	вместе с тем	3	2
42	с одной стороны	1	2
43	а с другой	3	2
44	во всяком случае	5	2
45	что несмотря на	1	2
46	во всех этих	1	2
47	в свою очередь	3	2
48	в этих областях	1	2
49	ничего общего с	1	2
50	но все же	2	2
51	в то же	2	2
52	того чтобы быть	2	2
53	есть ничто иное	1	1
54	в данный момент	1	1
55	того что в	2	1
56	и то же	1	1
57	иметь в виду	1	1
58	на том же	1	1
59	таким образом хотя	1	1
60	это было бы	1	1
61	не говоря уже	1	1
62	что в данном	1	1
63	так что в	1	1
64	никак не может	1	1
65	случаев в которых	1	1
66	дать картину всей	1	1
67	только в том	3	1
68	в зависимости от	5	1
69	между собою в	1	1
70	лишь тогда когда	1	1
71	между тем как	1	1
72	а может быть	1	1
73	но для этого	1	1
74	и если бы	1	1
75	точно так же	1	1
76	в себе и	1	1
77	в европе и	1	1
78	на то обстоятельство	2	1
79	по крайней мере	5	1
80	одно и то	1	1
81	ясно должно быть	1	1
82	то обстоятельство что	8	1
83	говорить что в	1	1
84	стоит в связи	1	1
85	свидетельствует о том	1	1
86	и с точки	1	1
87	и при том	1	1
88	чтобы ответить на	1	1
89	состоит в том	3	1
90	все же остается	1	1
91	и с этой	1	1
92	не в том	4	1
93	с ним все	1	1
94	исходит из того	1	1
95	но и с	1	1
96	ничто иное как	1	1
97	зависимости от среды	1	1
98	от себя все	1	1
99	того же явления	1	1
100	вместо того чтобы	1	1
101	все то что	1	1
102	именно в том	2	1
103	в тех случаях	2	1
104	а в том	2	1
105	не трудно видеть	3	1
106	и все же	1	1
107	не есть нечто	1	1
108	в научной литературе	1	1
109	ни то ни	1	1
110	но с другой	1	1
111	может рассматриваться как	1	1
112	на наших глазах	1	1
113	то ни другое	1	1
114	что стоит на	1	1
115	та или иная	1	1
116	хотя бы в	4	1
117	смысле этого слова	1	1
118	что это есть	1	1
119	в самом широком	1	1
120	тем более что	1	1
121	трудно видеть что	1	1
122	тех случаях когда	2	1
123	что именно этот	1	1
124	к тому что	2	1
125	идет речь в	1	1
126	самом широком смысле	1	1
127	даже в области	1	1
128	только тогда когда	1	1
129	одна от другой	1	1
130	для этого необходимо	1	1
131	тот или иной	1	1
132	том что оно	2	1
