N	2gram	Tiupa_Disk_1	Myslijsy
1	то есть	20	34
2	потому что	4	33
3	то что	5	29
4	может быть	17	26
5	таким образом	3	24
6	в этом	15	23
7	в том	23	23
8	и в	16	23
9	в слове	1	22
10	и не	11	18
11	что в	4	17
12	при этом	13	15
13	только в	7	15
14	то же	7	14
15	в себе	7	14
16	как и	16	14
17	того что	3	14
18	если бы	1	13
19	не было	7	12
20	а не	22	12
21	том что	19	12
22	не в	7	11
23	по себе	3	11
24	но и	14	11
25	не может	9	11
26	по отношению	9	10
27	не только	28	10
28	мы можем	1	10
29	тем что	3	10
30	и потому	3	10
31	между тем	4	9
32	не есть	2	9
33	мы не	1	8
34	в своем	6	8
35	но в	8	8
36	было бы	1	8
37	о том	8	8
38	сказать что	3	8
39	отношению к	9	8
40	очевидно что	1	7
41	как в	10	7
42	с этим	3	7
43	что это	1	7
44	на то	1	7
45	в нем	9	7
46	в силу	5	7
47	что такое	1	7
48	мысли и	2	7
49	это не	3	7
50	по мере	2	7
51	и что	2	7
52	что и	3	7
53	с тем	1	7
54	понятия о	1	7
55	могут быть	4	7
56	этого слова	1	7
57	независимо от	1	6
58	и к	4	6
59	в которой	1	6
60	когда мы	1	6
61	мысль о	1	6
62	так и	8	6
63	что не	4	6
64	заметить что	2	6
65	в ряду	2	6
66	вместе с	1	6
67	и то	1	5
68	говорить о	1	5
69	не то	1	5
70	хотя и	2	5
71	бы и	1	5
72	как бы	5	5
73	так сказать	2	5
74	и мы	1	5
75	по крайней	2	5
76	не менее	2	5
77	не имеет	1	5
78	образом в	1	5
79	такие же	1	5
80	внимание на	4	5
81	к нему	1	5
82	крайней мере	2	5
83	есть в	2	5
84	уже в	2	5
85	в его	7	5
86	для него	4	5
87	что же	2	5
88	слова и	1	5
89	этом случае	1	5
90	тем более	1	5
91	а в	5	5
92	таким же	1	5
93	во всяком	2	5
94	сам по	1	4
95	только потому	1	4
96	и о	4	4
97	в истории	4	4
98	с другими	1	4
99	и тем	2	4
100	мы имеем	2	4
101	точки зрения	3	4
102	в котором	5	4
103	сих пор	1	4
104	тем не	1	4
105	и более	1	4
106	в то	3	4
107	это слово	1	4
108	в каком	1	4
109	же самое	2	4
110	если же	1	4
111	и может	1	4
112	можно сказать	5	4
113	что он	4	4
114	хотя бы	3	4
115	то и	1	4
116	в одном	2	4
117	тогда как	19	4
118	от того	1	4
119	только на	1	4
120	до сих	1	4
121	а именно	1	4
122	в данном	5	4
123	в той	1	4
124	да и	1	4
125	и все	2	4
126	тем самым	1	4
127	в таком	1	4
128	например в	2	3
129	языка с	2	3
130	самом деле	1	3
131	на самом	1	3
132	переход от	1	3
133	и есть	2	3
134	в первом	3	3
135	и до	1	3
136	слова в	2	3
137	той же	1	3
138	еще не	14	3
139	и на	5	3
140	в действительности	3	3
141	в самом	3	3
142	на его	4	3
143	к одному	1	3
144	нашего времени	1	3
145	и по	2	3
146	в каждом	2	3
147	мы его	1	3
148	не будет	1	3
149	том случае	1	3
150	лишь в	4	3
151	от одного	1	3
152	но уже	1	3
153	в них	4	3
154	не всегда	2	3
155	ведет к	3	3
156	с точки	1	3
157	но это	1	3
158	не от	2	3
159	в которых	4	3
160	возможно только	2	3
161	в науке	2	3
162	никогда не	2	3
163	же время	4	3
164	связи с	4	3
165	должны быть	3	3
166	к тому	5	3
167	языка и	2	3
168	те же	1	3
169	было в	2	3
170	из одного	1	3
171	в виду	2	3
172	там же	1	3
173	с ними	1	3
174	уже не	4	3
175	в значении	2	3
176	слова не	1	3
177	при помощи	1	3
178	и других	1	3
179	и их	1	3
180	всяком случае	1	3
181	со стороны	7	3
182	что человек	1	3
183	именно в	3	3
184	до этого	1	3
185	мы сами	1	3
186	что хотя	1	3
187	более чем	2	3
188	в смысле	1	3
189	известной степени	2	3
190	и другим	1	3
191	в этих	1	3
192	и состоит	1	3
193	в процессе	5	3
194	таком случае	1	2
195	мысли а	1	2
196	а как	1	2
197	как мы	2	2
198	имеет свою	3	2
199	не вполне	1	2
200	я не	1	2
201	мы и	1	2
202	и сами	1	2
203	столь же	3	2
204	в различных	2	2
205	к ним	3	2
206	и чем	1	2
207	посредством слова	1	2
208	же с	1	2
209	его к	1	2
210	следует сказать	1	2
211	в нашем	1	2
212	из этих	1	2
213	что так	1	2
214	с языком	1	2
215	что она	1	2
216	своем распоряжении	2	2
217	не следует	2	2
218	он не	1	2
219	состоит в	9	2
220	не как	4	2
221	из виду	1	2
222	для понимания	2	2
223	том и	1	2
224	подобно тому	2	2
225	человека в	2	2
226	значительной степени	2	2
227	в мире	1	2
228	об этом	2	2
229	образ не	1	2
230	это было	2	2
231	например с	1	2
232	человек не	1	2
233	мысли что	1	2
234	и при	1	2
235	если и	1	2
236	и без	2	2
237	в первый	1	2
238	что до	1	2
239	оно живет	1	2
240	от его	1	2
241	вопрос о	1	2
242	сами по	2	2
243	и относительно	2	2
244	и вообще	2	2
245	до известной	1	2
246	даже не	1	2
