N	2gram	Savitsky_E_1	Myslijsy
1	потому что	3	52
2	то есть	6	42
3	и в	37	39
4	может быть	6	27
5	в том	11	26
6	только в	9	25
7	не может	9	22
8	что в	21	22
9	не только	18	21
10	так как	7	21
11	а не	2	21
12	в нем	1	20
13	но и	14	20
14	и не	14	18
15	том что	6	16
16	в этом	12	15
17	не в	5	15
18	если бы	2	14
19	по отношению	1	13
20	в себе	9	13
21	таким образом	2	13
22	так и	10	13
23	было бы	8	12
24	есть только	1	11
25	мы не	4	10
26	как в	3	10
27	по себе	4	10
28	и что	2	10
29	то что	6	10
30	что не	1	10
31	не есть	2	10
32	но в	14	9
33	как и	7	9
34	тогда когда	2	9
35	могут быть	2	9
36	для нас	4	9
37	тем что	3	9
38	но не	5	8
39	точки зрения	23	8
40	в одном	2	8
41	того что	7	8
42	со стороны	5	8
43	вместе с	2	8
44	в ней	4	7
45	в истории	2	7
46	с этим	2	7
47	в этих	2	7
48	на язык	2	7
49	должны быть	1	7
50	то и	1	7
51	с другой	7	7
52	должно быть	1	7
53	и т	1	6
54	то же	15	6
55	независимо от	4	6
56	все же	1	6
57	и как	2	6
58	при этом	1	6
59	и по	5	6
60	от нее	1	6
61	и наоборот	1	6
62	не менее	1	6
63	что на	2	6
64	в каком	4	6
65	что и	3	6
66	как бы	6	6
67	с в	2	5
68	то это	1	5
69	во всех	6	5
70	только тогда	1	5
71	то в	4	5
72	с тем	3	5
73	несмотря на	4	5
74	не имеет	4	5
75	и его	1	5
76	что при	1	5
77	которые мы	1	5
78	язык и	1	5
79	между тем	8	5
80	во втором	2	5
81	в его	2	5
82	для всех	1	5
83	вовсе не	6	5
84	зависит от	1	5
85	так же	9	5
86	и потому	5	5
87	но это	1	5
88	и для	3	5
89	из себя	1	5
90	а в	2	5
91	другой стороны	2	5
92	в таком	3	5
93	вопрос о	4	4
94	есть нечто	1	4
95	с но	1	4
96	бы ни	3	4
97	все остальные	1	4
98	увидим что	1	4
99	т д	1	4
100	этом смысле	3	4
101	мы видели	3	4
102	том смысле	1	4
103	тем самым	5	4
104	в то	16	4
105	никогда не	3	4
106	же время	14	4
107	и притом	4	4
108	во всем	1	4
109	не могут	2	4
110	к тому	8	4
111	свою очередь	2	4
112	бы в	2	4
113	при самом	1	4
114	в стороне	3	4
115	и других	2	4
116	для него	1	4
117	само по	4	4
118	в более	1	4
119	не было	1	4
120	и даже	6	4
121	прежде всего	9	4
122	там где	3	4
123	что мы	1	4
124	слова и	1	4
125	в смысле	9	4
126	при таком	1	4
127	от того	1	4
128	не более	3	4
129	мы видим	2	4
130	в свою	3	4
131	в своих	2	4
132	того же	3	3
133	но тем	1	3
134	противном случае	1	3
135	должна быть	2	3
136	что если	2	3
137	и то	2	3
138	столь же	5	3
139	тем как	1	3
140	очевидно что	3	3
141	более как	1	3
142	относится к	1	3
143	при известных	1	3
144	что как	1	3
145	в своем	14	3
146	помнить что	2	3
147	в противном	1	3
148	хотя и	2	3
149	что по	1	3
150	в самом	4	3
151	что это	2	3
152	думать что	8	3
153	он не	2	3
154	отношений между	2	3
155	как кажется	1	3
156	не из	3	3
157	то ни	4	3
158	что все	2	3
159	в мире	2	3
160	той же	1	3
161	и с	2	3
162	заключается в	2	3
163	и тем	3	3
164	в жизни	1	3
165	в них	3	3
166	в этой	2	3
167	во внимание	1	3
168	в своей	8	3
169	с точки	17	3
170	бытия и	1	3
171	друг другу	1	3
172	с так	1	3
173	тому что	1	3
174	она не	2	3
175	для того	6	3
176	и другое	1	3
177	с и	10	3
178	или же	1	3
179	находятся в	1	3
180	в сознании	1	3
181	оно не	1	3
182	для себя	1	3
183	и это	1	3
184	когда в	1	3
185	к первому	1	3
186	и вообще	1	3
187	с ним	1	3
188	и во	2	3
189	в другой	2	3
190	мы увидим	1	3
191	но как	2	3
192	с одной	8	3
193	если мы	1	3
194	одно из	1	3
195	и их	1	3
196	представить себе	1	3
197	что для	1	3
198	связи с	1	3
199	все более	9	3
200	в самой	1	3
201	одной стороны	8	3
202	в состоянии	1	3
203	к которому	1	3
204	и от	3	3
205	она может	1	3
206	о котором	1	3
207	то не	2	3
208	и все	2	3
209	к этой	1	3
210	мы должны	2	3
211	сказать что	4	3
212	как на	3	3
213	во всяком	3	3
214	ко всем	1	2
215	в применении	3	2
216	чтобы не	1	2
217	есть не	2	2
218	и народов	3	2
219	в некотором	4	2
220	бы то	4	2
221	живых существ	1	2
222	то мы	1	2
223	мы будем	1	2
224	значение и	1	2
225	для всякого	1	2
226	тогда как	1	2
227	друг от	2	2
228	за пределы	1	2
229	которые не	1	2
230	что во	1	2
231	в течение	5	2
232	в полном	1	2
233	могли бы	1	2
234	его к	1	2
235	что к	2	2
236	бы только	1	2
237	во многих	4	2
238	на то	6	2
239	но на	3	2
240	и если	2	2
241	все ее	1	2
242	мы можем	3	2
243	различия в	3	2
244	по общему	3	2
245	и более	2	2
246	с этой	6	2
247	но все	1	2
248	значительной степени	1	2
249	что создание	1	2
250	мог бы	2	2
251	для них	2	2
252	о которых	1	2
253	чем в	4	2
254	духовной жизни	2	2
255	было только	1	2
256	и того	2	2
257	народа и	1	2
258	и необходимость	1	2
259	одного и	1	2
260	но если	5	2
261	в их	11	2
262	не представляется	1	2
263	что имеет	1	2
264	же язык	1	2
265	том же	1	2
266	если и	1	2
267	в определении	1	2
268	дело в	3	2
269	на себе	1	2
270	душе и	1	2
271	того чтобы	6	2
272	в разных	1	2
273	связанное с	1	2
274	к ней	4	2
275	заметить что	2	2
276	из того	2	2
277	заключает в	3	2
278	как будто	2	2
279	когда мы	1	2
280	бы они	1	2
281	имеет место	2	2
282	как мы	5	2
283	не будет	3	2
284	то она	1	2
285	с ее	1	2
286	от друга	2	2
287	мы думаем	1	2
288	мысль о	1	2
289	г д	1	2
290	в отношениях	1	2
291	для этого	1	2
292	о том	3	2
293	одного из	1	2
294	связь между	1	2
295	и только	3	2
296	еще более	2	2
297	и следовательно	1	2
298	к сознанию	1	2
299	в каждую	1	2
300	этот вопрос	2	2
301	известных условиях	1	2
302	которое мы	1	2
303	для нее	1	2
304	по этому	1	2
305	есть в	2	2
306	внимание что	1	2
307	уже не	1	2
308	не можем	2	2
309	мы принуждены	1	2
310	же в	2	2
311	в начале	1	2
312	при помощи	2	2
313	но совершенно	1	2
314	нашла бы	1	2
315	двух противоположных	1	2
316	к ним	3	2
317	в других	2	2
318	влияние на	2	2
319	некотором смысле	3	2
320	на основании	2	2
321	у нас	1	2
322	на этот	2	2
323	каждое поколение	1	2
324	если не	1	2
325	с а	2	2
326	связь с	1	2
327	нет ничего	1	2
328	за тем	2	2
329	его на	2	2
330	их к	1	2
331	тех и	1	2
332	применении к	3	2
333	можно думать	3	2
334	даже с	1	2
335	в человеческом	1	2
336	что же	2	2
337	и о	1	2
338	стороны и	6	2
339	между прочим	7	2
340	но с	2	2
341	или в	2	2
342	тем более	4	2
343	хотя бы	15	2
344	ни было	4	2
345	что оно	1	2
346	что даже	1	2
347	жизни и	2	2
348	все что	1	2
349	например в	1	1
350	же как	5	1
351	он считает	1	1
352	до него	1	1
353	способны к	2	1
354	применить к	1	1
355	силы и	1	1
356	нам кажется	7	1
357	от своей	1	1
358	в чисто	1	1
359	что эти	2	1
360	с таким	1	1
361	и этот	2	1
362	и связанное	1	1
363	или ее	1	1
364	или наоборот	1	1
365	именно к	2	1
366	в основных	1	1
367	ее частей	1	1
368	на себя	3	1
369	и другая	2	1
370	нет ли	1	1
371	которое в	2	1
372	в каждой	1	1
373	а другие	1	1
374	различны и	1	1
375	и на	6	1
376	на них	2	1
377	что его	1	1
378	наблюдения с	1	1
379	с его	1	1
380	и стремясь	1	1
381	если в	2	1
382	нами при	1	1
383	же мало	2	1
384	одном из	2	1
385	дает нам	1	1
386	только ее	1	1
387	некоторое время	1	1
388	что уничтожает	1	1
389	когда он	3	1
390	более или	1	1
391	от этого	5	1
392	психологии и	1	1
393	значения как	1	1
394	такая связь	1	1
395	та же	1	1
396	которую они	1	1
397	связь всех	1	1
398	таковы например	1	1
399	бы с	1	1
400	чем больше	2	1
401	он в	1	1
402	все эти	1	1
403	в нашем	1	1
404	в известном	3	1
405	с их	1	1
406	нами в	1	1
407	сказать чтобы	1	1
408	но его	1	1
409	мира но	2	1
410	влияющих на	1	1
411	этот процесс	2	1
412	жизнью и	1	1
413	на его	1	1
414	мы совершенно	1	1
415	как оно	2	1
416	по степени	1	1
417	имело бы	1	1
418	всем своем	1	1
419	не как	1	1
420	имеют значение	1	1
421	народов которые	2	1
422	на этом	1	1
423	своих произведений	1	1
424	тем в	3	1
425	имеют в	1	1
426	все ли	1	1
427	возможное только	1	1
428	лишь в	1	1
429	входит в	1	1
430	того или	4	1
431	и мы	3	1
432	если при	1	1
433	человечества но	1	1
434	истории и	1	1
435	весь мир	1	1
436	только одно	2	1
437	бы совершенно	2	1
438	он на	1	1
439	этого слова	1	1
440	рядом с	1	1
441	далеко не	2	1
442	одна и	2	1
443	жизни но	1	1
444	с такой	1	1
445	же следует	1	1
446	в развитии	2	1
447	можно считать	3	1
448	а отчасти	1	1
449	их на	1	1
450	какой именно	1	1
451	человеческого развития	1	1
452	приближаются к	1	1
453	или менее	1	1
454	и другие	1	1
455	в отношении	32	1
456	в такой	1	1
457	в котором	2	1
458	или вернее	2	1
459	в которых	3	1
460	признать что	1	1
461	выше мы	1	1
462	п с	1	1
463	этого различия	1	1
464	на другую	1	1
465	же может	1	1
466	такой вопрос	1	1
467	возвращается к	1	1
468	даже в	4	1
469	народом в	1	1
470	кажется нам	1	1
471	на рубеже	1	1
472	а на	1	1
473	что с	1	1
474	для всего	1	1
475	принадлежат к	1	1
476	то окажется	2	1
477	именно с	1	1
478	может в	1	1
479	и устранить	1	1
480	по своей	2	1
481	и теперь	2	1
482	следует что	1	1
483	уже и	3	1
484	доказать что	1	1
485	этом отношении	3	1
486	был бы	1	1
487	в области	11	1
488	в известных	2	1
489	свое собственное	1	1
490	уже о	1	1
491	на такую	1	1
492	есть чем	1	1
493	свое значение	1	1
494	в полной	4	1
495	всему человечеству	1	1
496	всегда в	1	1
497	из всего	1	1
498	своего развития	1	1
499	изменений в	1	1
500	как не	2	1
501	людей в	1	1
502	говоря уже	2	1
503	всего этого	1	1
504	в ее	8	1
505	которые как	1	1
506	не имеющим	2	1
507	что само	1	1
508	то время	1	1
509	мыслимых отношений	1	1
510	мнение что	1	1
511	с течением	2	1
512	отказаться от	1	1
513	различие между	1	1
514	то как	1	1
