N	2gram	Bakhtin_Fr_7	Analitik
1	не только	5	22
2	тогда как	1	20
3	и в	41	18
4	как и	14	14
5	так и	10	14
6	в этом	15	14
7	и его	9	13
8	но и	9	13
9	том что	4	12
10	в качестве	9	12
11	и не	7	12
12	в частности	1	12
13	при этом	3	11
14	то есть	20	10
15	а в	5	10
16	как бы	7	10
17	что в	9	9
18	может быть	4	9
19	а не	2	9
20	в том	11	9
21	с его	2	8
22	своего рода	2	8
23	и даже	1	8
24	в первой	2	8
25	по отношению	2	7
26	в его	12	7
27	во второй	2	7
28	но не	1	7
29	отношению к	2	7
30	и самого	2	6
31	еще не	2	6
32	в этой	13	6
33	он не	4	6
34	в их	3	6
35	не в	9	6
36	к тому	2	6
37	для него	6	6
38	о том	6	6
39	в начале	1	6
40	того же	3	5
41	той же	3	5
42	мы имеем	2	5
43	в самом	1	5
44	в слове	1	5
45	в мире	3	5
46	в сущности	4	5
47	что и	5	5
48	между тем	1	5
49	уже не	2	5
50	в конце	8	5
51	никогда не	2	5
52	и т.п	9	5
53	в свою	3	5
54	прежде всего	11	5
55	такого рода	1	5
56	в результате	2	5
57	принадлежит к	1	4
58	и на	4	4
59	что он	3	4
60	в своем	9	4
61	и как	2	4
62	что по	1	4
63	по пути	1	4
64	и к	5	4
65	таким образом	19	4
66	по себе	1	4
67	тем самым	3	4
68	картина мира	2	4
69	картины мира	4	4
70	в одном	3	4
71	свою очередь	3	4
72	в заключительной	1	4
73	себя в	1	4
74	не есть	2	4
75	во втором	1	4
76	далеко не	2	4
77	о чем	1	4
78	в данном	2	4
79	все же	1	4
80	перед нами	2	4
81	героя и	1	4
82	здесь и	2	3
83	едва ли	1	3
84	по его	1	3
85	его не	1	3
86	который в	1	3
87	мы не	2	3
88	уже в	5	3
89	здесь не	1	3
90	что они	1	3
91	как в	5	3
92	с этим	2	3
93	с их	1	3
94	роль в	2	3
95	тому же	1	3
96	в году	5	3
97	то же	13	3
98	в каждом	1	3
99	не будет	1	3
100	его в	3	3
101	точки зрения	5	3
102	и без	1	3
103	все это	10	3
104	в то	10	3
105	дело не	2	3
106	ничего не	4	3
107	же время	9	3
108	указывает на	1	3
109	с ее	3	3
110	в ее	1	3
111	данном случае	1	3
112	не должно	3	3
113	так в	1	3
114	жизнь и	2	3
115	мысль о	1	3
116	именно в	2	3
117	было бы	4	3
118	дело с	1	3
119	на языке	1	3
120	во всем	1	3
121	этом отношении	2	3
122	в особенности	2	3
123	еще и	1	3
124	не было	3	3
125	однако и	1	3
126	он и	1	3
127	его как	2	3
128	как это	1	3
129	к жизни	4	3
130	к этому	5	3
131	отношения к	1	2
132	например в	3	2
133	самом деле	1	2
134	в первом	1	2
135	с изображением	1	2
136	в литературу	1	2
137	есть не	2	2
138	в ней	5	2
139	во всех	3	2
140	со всеми	2	2
141	свою жизнь	1	2
142	отличие от	1	2
143	это и	1	2
144	как к	1	2
145	но в	8	2
146	то ли	2	2
147	второго порядка	1	2
148	все эти	13	2
149	в тех	1	2
150	в себе	11	2
151	не могла	1	2
152	так сказать	3	2
153	в нем	7	2
154	о которой	1	2
155	не как	1	2
156	и вот	2	2
157	свое время	2	2
158	и по	3	2
159	значительной степени	2	2
160	это не	6	2
161	в жизни	1	2
162	в них	7	2
163	с тем	1	2
164	несмотря на	3	2
165	не мог	2	2
166	к первому	1	2
167	с точки	3	2
168	доказывает что	1	2
169	но они	1	2
170	даже в	1	2
171	дело в	2	2
172	одна из	4	2
173	его части	1	2
174	по своей	1	2
175	здесь явственно	1	2
176	его за	1	2
177	в себя	2	2
178	в дальнейшем	1	2
179	не с	1	2
180	в новом	1	2
181	поэтому в	1	2
182	об этом	1	2
183	и здесь	4	2
184	и т.д	2	2
185	о своей	1	2
186	в глаза	1	2
187	в новую	1	2
188	в значительной	2	2
189	в форме	3	2
190	один из	1	2
191	только в	6	2
192	который как	1	2
193	и ее	2	2
194	все они	6	2
195	для всех	2	2
196	в большинстве	2	2
197	а напротив	1	2
198	всяком случае	1	2
199	тем что	3	2
200	и прежде	1	2
201	в романе	7	2
202	говорит о	1	2
203	связь с	1	2
204	не может	3	2
205	о своих	1	2
206	вместе с	5	2
207	и потому	3	2
208	по своему	2	2
209	в той	3	2
210	в контексте	1	2
211	ни для	1	2
212	в глубине	1	2
213	загробного мира	1	2
214	и для	5	2
215	и от	8	2
216	мира и	4	2
217	хотя и	4	2
218	и все	14	2
219	не должен	1	2
220	же в	2	2
221	то что	8	2
222	сказать что	1	2
223	в свое	2	2
224	а также	2	2
225	во всяком	2	2
226	оба они	1	1
227	произведения но	1	1
228	в дальнейшей	1	1
229	человека и	1	1
230	на четвертую	1	1
231	сам по	1	1
232	на самом	2	1
233	в христианском	1	1
234	и есть	3	1
235	из самых	3	1
236	к другому	1	1
237	и до	6	1
238	с таким	1	1
239	в доме	2	1
240	мы уже	12	1
241	элементы и	1	1
242	что между	2	1
243	и смеховой	1	1
244	и момент	2	1
245	его мира	1	1
246	одновременно в	1	1
247	начинается с	2	1
248	слово о	1	1
249	что иное	1	1
250	только усиливают	1	1
251	я не	3	1
252	носит ярко	1	1
253	бы ни	1	1
254	о судьбе	1	1
255	бы сказать	1	1
256	проявляется в	3	1
257	в таком	1	1
258	он был	3	1
259	он сам	1	1
260	иное как	1	1
261	себя а	1	1
262	время в	2	1
263	всего этого	2	1
264	в сюжете	1	1
265	там и	1	1
266	то мы	1	1
267	отношение к	2	1
268	друг от	1	1
269	должны были	1	1
270	за пределы	1	1
271	внешних и	1	1
272	здесь первая	1	1
273	в истории	1	1
274	что во	1	1
275	одном из	4	1
276	путь в	3	1
277	оно далеко	1	1
278	первых двух	2	1
279	говоря языком	1	1
280	говорит что	2	1
281	чтоб я	1	1
282	мир и	1	1
283	имеет в	1	1
284	от этого	3	1
285	и внутренних	1	1
286	та же	4	1
287	и у	5	1
288	оказывается как	1	1
289	но без	2	1
290	это тот	1	1
291	всего к	1	1
292	образ он	1	1
293	на смену	1	1
294	которые освящены	1	1
295	вследствие этого	1	1
296	связан со	1	1
297	в отдельности	2	1
298	время и	1	1
299	возвращения жизни	1	1
300	к миру	1	1
301	они в	2	1
302	при виде	4	1
303	и еще	2	1
304	чем у	1	1
305	в силу	1	1
306	том чтобы	1	1
307	частью и	1	1
308	в божественной	1	1
309	в следующем	2	1
310	характер в	1	1
311	поэтому оно	1	1
312	два эпизода	1	1
313	этом мире	1	1
314	ярко выраженный	1	1
315	в нее	3	1
316	человека в	2	1
317	могла не	1	1
318	и может	2	1
319	в другом	1	1
320	связанных с	3	1
321	этой традиции	2	1
322	большинстве случаев	2	1
323	это было	2	1
324	от одного	1	1
325	и иных	1	1
326	он есть	1	1
327	этом смысле	1	1
328	отца и	1	1
329	центральное место	1	1
330	есть и	3	1
331	они по	1	1
332	в речевом	1	1
333	употребления в	1	1
334	но от	1	1
335	отражение в	1	1
336	отсюда и	2	1
337	еще одно	1	1
338	рядом с	4	1
339	как об	1	1
340	которой он	2	1
341	есть он	1	1
342	должно быть	4	1
343	обратимся к	1	1
344	и становится	1	1
345	весьма часто	2	1
346	от своего	1	1
347	в своей	3	1
348	таким же	3	1
349	никаких оснований	1	1
350	свою речь	1	1
351	как все	1	1
352	первому эпизоду	1	1
