N	4gram	Vinokur_St_1	KulturaY
1	и т п в	3	3
2	и т п но	1	3
3	и в самом деле	2	3
4	до сих пор еще	1	3
5	я имею в виду	1	2
6	в самом деле не	1	2
7	одним и тем же	2	2
8	в той или иной	1	2
9	не говоря уже о	1	2
10	заключается вовсе не в	1	1
11	т д и т	1	1
12	за кого же нужно	1	1
13	для каждой из этих	1	1
14	уже о том что	1	1
15	том-то и дело что	1	1
16	в том отношении что	2	1
17	тем более что и	1	1
18	и т п которые	1	1
19	и т д но	4	1
20	в целом ряде случаев	1	1
21	в том чтобы выяснить	1	1
22	это и в самом	1	1
23	той мере в какой	1	1
24	только в том случае	1	1
25	т п но если	1	1
26	в том-то и дело	1	1
27	с точки зрения их	2	1
28	во что бы то	1	1
29	что и в этом	1	1
30	в том смысле что	1	1
31	я не сомневаюсь что	1	1
32	и вы увидите что	1	1
33	вовсе не в том	1	1
34	бы то ни стало	1	1
35	в данном случае можно	1	1
36	с нашей точки зрения	1	1
37	но также и в	1	1
38	одних и тех же	1	1
39	в то или иное	1	1
40	на вопрос о значении	1	1
41	что бы то ни	1	1
42	д и т д	1	1
43	и т д и	2	1
44	и в то же	1	1
45	и я не сомневаюсь	1	1
46	о них вообще можно	1	1
47	как в самом деле	1	1
48	не только в том	1	1
49	не надо думать будто	1	1
50	ставит себе целью дать	1	1
51	в то же время	4	1
52	заключается в том что	2	1
53	что он не знает	1	1
54	в той мере в	1	1
55	и в этом случае	2	1
