1	то же время	3	5
2	в то же	3	5
3	о том что	1	5
4	в самом деле	7	4
5	с одной стороны	1	4
6	в большинстве случаев	1	4
7	большей или меньшей	3	3
8	до сих пор	1	3
9	в этом отношении	3	3
10	в большей или	3	3
11	вместо того чтобы	1	3
12	сих пор еще	1	3
13	а также и	1	2
14	и то что	1	2
15	с точки зрения	8	2
16	или меньшей степени	3	2
17	в том что	10	2
18	и вовсе не	2	2
19	в сущности к	1	2
20	в данном случае	1	2
21	и прежде всего	1	2
22	таким образом в	1	2
23	с другой стороны	7	2
24	в огромном большинстве	1	2
25	с этим словом	1	1
26	этот чрезвычайно важен	1	1
27	дело в том	1	1
28	не только в	4	1
29	в частности и	1	1
30	в лучшем случае	3	1
31	сводится в сущности	1	1
32	огромном большинстве случаев	1	1
33	и в этой	1	1
34	в предисловии к	1	1
35	после того как	1	1
36	случаях перед нами	1	1
37	совершенно ясно что	1	1
38	и говорить о	1	1
39	а так как	1	1
40	и с другой	1	1
41	и не только	1	1
42	мы находим и	1	1
43	там где их	1	1
44	не забудем что	1	1
45	в конце концов	3	1
46	в связи с	3	1
47	том что в	1	1
48	в зависимости от	4	1
49	это и дает	1	1
50	в значительной степени	1	1
51	потому что когда	1	1
52	вместе с тем	2	1
53	сам по себе	1	1
54	для того чтобы	8	1
55	не может быть	4	1
56	в узком и	1	1
57	но все же	2	1
58	смысле этого слова	1	1
59	и до конца	1	1
60	на этом же	1	1
61	в этой области	4	1
62	он должен быть	1	1
63	именно это и	1	1
64	но и для	1	1
65	потому что они	1	1
66	в широком смысле	2	1
67	при этом совершенно	1	1
68	связанных с ними	1	1
69	несмотря на их	1	1
70	на этот вопрос	2	1
71	в то время	1	1
72	и дает нам	1	1
73	можно сказать что	2	1
74	это все же	1	1
75	и там где	1	1
76	дает нам право	1	1
77	в нем есть	1	1
78	в этом своем	1	1
79	в особенности же	2	1
80	только для того	1	1
81	и все это	1	1
82	в настоящее время	1	1
83	заключается в том	1	1
84	только то что	1	1
