N	2gram	Medvedev_F_1	TeoriaLi
1	в мире	4	24
2	не только	7	18
3	тогда как	1	16
4	и не	20	16
5	а в	6	14
6	состоит в	1	13
7	и в	24	13
8	в частности	4	13
9	так и	18	12
10	может быть	14	12
11	в этом	15	11
12	при этом	5	11
13	в том	6	11
14	но не	3	10
15	и его	10	10
16	а не	10	10
17	то же	10	9
18	в его	23	9
19	по отношению	4	8
20	своего рода	1	8
21	сводится к	3	8
22	произведение искусства	2	8
23	в душе	2	8
24	но и	7	8
25	отношению к	4	8
26	что в	4	8
27	отличие от	1	7
28	в себе	3	7
29	том что	1	7
30	точки зрения	16	7
31	в отличие	1	7
32	в то	9	7
33	по своей	1	7
34	во второй	1	7
35	только в	2	7
36	себя в	1	7
37	как это	6	7
38	в данном	1	7
39	еще не	6	6
40	с его	4	6
41	но в	5	6
42	в первой	1	6
43	лишь в	8	6
44	место в	7	6
45	в русской	1	6
46	же время	8	6
47	как бы	6	6
48	жизни как	1	5
49	данном случае	1	5
50	в своем	11	5
51	в самом	5	5
52	роли в	3	5
53	он не	3	5
54	того или	2	5
55	как и	11	5
56	не в	8	5
57	тем самым	3	5
58	в нем	14	5
59	в ее	8	5
60	в пределах	6	5
61	или иной	1	5
62	а также	1	5
63	между тем	2	5
64	не сводится	2	5
65	уже не	2	5
66	с другой	5	5
67	как в	8	5
68	или иного	3	5
69	в искусстве	5	5
70	между ними	3	5
71	по преимуществу	1	4
72	говорить о	1	4
73	отношение к	3	4
74	хотя и	1	4
75	то что	8	4
76	ни в	2	4
77	литературного произведения	4	4
78	в слове	1	4
79	в своей	11	4
80	в их	11	4
81	или менее	6	4
82	не столько	1	4
83	не менее	11	4
84	приводит к	2	4
85	можно сказать	1	4
86	в форме	1	4
87	художественного восприятия	2	4
88	и ее	10	4
89	но он	1	4
90	мира и	1	4
91	в свою	8	4
92	не знает	1	4
93	сказать что	1	4
94	не может	16	4
95	более или	6	4
96	между двумя	1	3
97	например в	1	3
98	художественного произведения	23	3
99	а только	2	3
100	в сторону	1	3
101	в художественном	3	3
102	перед нами	1	3
103	и к	4	3
104	в точке	1	3
105	все эти	6	3
106	в нашем	2	3
107	в этой	6	3
108	он должен	3	3
109	и вот	2	3
110	и по	1	3
111	его в	3	3
112	этом смысле	1	3
113	мог бы	1	3
114	литературных произведений	3	3
115	в этих	1	3
116	художественного творчества	1	3
117	тем не	1	3
118	в отношении	3	3
119	никогда не	4	3
120	как раз	2	3
121	потому что	1	3
122	свою очередь	6	3
123	другой стороны	1	3
124	в произведении	2	3
125	так в	1	3
126	в другом	1	3
127	о ней	1	3
128	и что	2	3
129	входит в	6	3
130	того что	5	3
131	а с	1	3
132	без остатка	1	3
133	в итоге	1	3
134	для него	3	3
135	слова в	1	3
136	с ее	7	3
137	на почве	13	3
138	именно в	8	3
139	и др	5	3
140	прежде всего	22	3
141	художественного целого	2	3
142	и потому	9	3
143	по своему	1	3
144	этого слова	3	3
145	мира в	2	3
146	к которому	2	3
147	таким образом	13	3
148	или в	1	3
149	в основе	3	3
150	ни к	1	3
151	отношении к	2	3
152	была бы	2	2
153	отношения к	6	2
154	и это	2	2
155	это и	3	2
156	тех или	1	2
157	всех без	1	2
158	на себя	1	2
159	в целом	6	2
160	но напротив	2	2
161	между собой	1	2
162	в чем	1	2
163	чем это	1	2
164	могло быть	1	2
165	у него	1	2
166	за пределы	2	2
167	что они	1	2
168	сама по	2	2
169	как к	3	2
170	в противном	1	2
171	и как	3	2
172	самом начале	1	2
173	в которой	4	2
174	так или	1	2
175	с художественной	2	2
176	иного жанра	1	2
177	противном случае	1	2
178	к одному	1	2
179	в году	2	2
180	или иных	1	2
181	без исключения	1	2
182	не следует	1	2
183	могла бы	2	2
184	это не	2	2
185	и тем	1	2
186	вовсе не	10	2
187	с точки	13	2
188	по себе	5	2
189	литературы как	3	2
190	и притом	1	2
191	не могло	5	2
192	только не	2	2
193	мышления и	1	2
194	своей природе	1	2
195	не принадлежит	1	2
196	и для	1	2
197	и о	1	2
198	здесь не	3	2
199	роль в	1	2
200	однако эта	1	2
201	не с	2	2
202	к его	1	2
203	если бы	4	2
204	и здесь	6	2
205	в состав	1	2
206	что каждый	1	2
207	к действительности	2	2
208	особого рода	1	2
209	к нему	1	2
210	во всех	5	2
211	или иначе	2	2
212	соединении с	2	2
213	вслед за	1	2
214	как художественное	1	2
215	в литературе	5	2
216	мире и	1	2
217	тот или	2	2
218	с одной	4	2
219	в большинстве	3	2
220	во всей	2	2
221	в структуре	1	2
222	и даже	3	2
223	со стороны	5	2
224	в области	3	2
225	а именно	1	2
226	одной стороны	4	2
227	а на	1	2
228	не на	2	2
229	одну из	1	2
230	на фоне	3	2
231	о себе	1	2
232	вместе с	2	2
233	так же	4	2
234	и особенно	2	2
235	жизни но	2	2
236	из которых	1	2
237	художественное целое	1	2
238	в той	1	2
239	могут быть	1	2
240	произведения искусства	3	2
241	к тому	3	2
242	в литературной	1	2
243	в художественной	1	2
244	жизни в	2	2
245	одной из	2	2
246	что он	3	2
247	культуры в	1	2
248	и состоит	1	2
249	художественном произведении	3	1
250	а между	1	1
251	его определяет	1	1
252	можно говорить	1	1
253	также что	1	1
254	также и	1	1
255	начинается с	1	1
256	и через	1	1
257	что произведение	1	1
258	художественных произведений	4	1
259	идет о	2	1
260	между всеми	1	1
261	целом здесь	1	1
262	и есть	1	1
263	и чрезвычайно	1	1
264	и до	5	1
265	из его	1	1
266	едва ли	1	1
267	действительности и	3	1
268	художественную значимость	1	1
269	и должен	2	1
270	со всех	1	1
271	той же	1	1
272	как целому	1	1
273	же как	2	1
274	на первом	1	1
275	не во	1	1
276	место лишь	1	1
277	содержания в	1	1
278	вопрос о	2	1
279	единство и	2	1
280	чтобы не	2	1
281	в литературном	2	1
282	от всего	1	1
283	целого это	1	1
284	и со	2	1
285	не от	2	1
286	и на	8	1
287	на их	2	1
288	время в	3	1
289	действительности иногда	1	1
290	бы то	3	1
291	в различных	2	1
292	является таким	1	1
293	роман и	2	1
294	связи между	1	1
295	тем как	1	1
296	во внешнем	2	1
297	творчества все	1	1
298	это бывает	1	1
299	совсем не	1	1
300	внутренняя форма	1	1
301	не входит	1	1
302	для других	2	1
303	если в	1	1
304	значение для	2	1
305	оно является	1	1
306	или иное	1	1
307	или к	1	1
308	на то	1	1
309	отнюдь не	6	1
310	предполагает как	1	1
311	в истории	4	1
312	и соответствующих	1	1
313	независимо от	4	1
314	такова же	1	1
315	что касается	1	1
316	глубже чем	1	1
317	целый ряд	3	1
318	бытию и	1	1
319	узнают себя	1	1
320	и свою	5	1
321	новых форм	1	1
322	искусство и	1	1
323	то в	1	1
324	в условиях	1	1
325	он в	2	1
326	из этих	1	1
327	и принципиальной	1	1
328	с их	1	1
329	не приводит	3	1
330	на произведение	1	1
331	если он	3	1
332	не могла	2	1
333	на его	2	1
334	к искусству	1	1
335	в статье	1	1
336	время и	1	1
337	в понимании	5	1
338	свою собственную	1	1
339	принцип эстетического	1	1
340	ее непосредственным	1	1
341	в силу	1	1
342	по существу	2	1
343	его сознание	1	1
344	в первом	1	1
345	том числе	1	1
346	ни были	2	1
347	чтобы в	1	1
348	химическом соединении	2	1
349	рефлексии и	1	1
350	ним на	1	1
351	определить и	1	1
352	подход к	2	1
353	то ни	3	1
354	самого процесса	1	1
355	не сможет	2	1
356	большинстве случаев	2	1
357	и категорий	1	1
358	второй половины	1	1
359	же об	1	1
360	было бы	6	1
361	должен был	1	1
362	в них	3	1
363	нет в	1	1
364	как формулирует	1	1
365	она и	1	1
366	с тем	2	1
367	он и	1	1
368	как целого	1	1
369	определенной жанровой	1	1
370	с бытием	1	1
371	искусства может	1	1
372	может уклониться	1	1
373	таким же	2	1
374	смысле можно	1	1
375	в такой	1	1
376	не становится	1	1
377	и без	1	1
378	в котором	1	1
379	к предмету	1	1
380	большей степени	1	1
381	не как	4	1
382	до последнего	1	1
383	от его	1	1
