N	2gram	Vygotskiy__2	Narrotol
1	не только	12	26
2	а не	7	17
3	но и	10	15
4	при этом	13	14
5	в том	37	14
6	в качестве	1	14
7	и не	10	14
8	в этом	13	13
9	и в	32	13
10	том что	21	13
11	состоит в	3	12
12	такого рода	1	12
13	только в	7	11
14	в частности	3	11
15	может быть	18	10
16	в данном	4	10
17	сводится к	2	9
18	так и	3	9
19	то есть	21	9
20	к тому	7	9
21	а в	4	9
22	в себе	2	8
23	то что	21	8
24	не в	8	8
25	не может	17	8
26	иначе говоря	4	7
27	все же	4	6
28	и к	3	6
29	но в	3	6
30	в жизни	4	6
31	никогда не	9	6
32	ничего не	4	6
33	данном случае	4	6
34	можно сказать	1	6
35	в его	2	6
36	вслед за	5	6
37	того что	8	6
38	со стороны	1	6
39	прежде всего	1	6
40	как бы	6	6
41	ответ на	2	5
42	отличие от	2	5
43	что он	13	5
44	как в	9	5
45	в нем	4	5
46	тем не	4	5
47	он не	6	5
48	таким образом	21	5
49	и тем	4	5
50	далеко не	5	5
51	точки зрения	17	5
52	в котором	1	5
53	место в	2	5
54	не столько	1	5
55	тем самым	1	5
56	в то	5	5
57	на него	2	5
58	о том	6	5
59	с одной	1	5
60	с другой	3	5
61	одной стороны	1	5
62	в той	1	5
63	в отличие	1	5
64	то же	13	4
65	в ее	2	4
66	в этой	6	4
67	отнюдь не	5	4
68	что это	8	4
69	тому же	1	4
70	в силу	1	4
71	уже не	1	4
72	об этом	3	4
73	в глазах	1	4
74	все его	1	4
75	и уже	1	4
76	в своей	3	4
77	не к	3	4
78	в конце	3	4
79	не менее	8	4
80	но при	1	4
81	в себя	1	4
82	времени и	1	4
83	если бы	6	4
84	как у	1	4
85	и т.д	1	4
86	в другом	1	4
87	в какой	2	4
88	свидетельствует о	1	4
89	для него	1	4
90	у нее	1	4
91	как и	10	4
92	как это	4	4
93	и все	4	4
94	и у	2	4
95	жизни и	4	4
96	что в	20	4
97	все что	2	4
98	для себя	1	3
