N	2gram	Potebnia_M_3	Istorich
1	и в	30	25
2	вместе с	12	22
3	что он	6	22
4	и т	5	20
5	т д	3	18
6	в сказке	1	18
7	может быть	28	17
8	не только	21	13
9	но и	19	13
10	в его	4	12
11	так как	13	11
12	уже не	6	11
13	и не	15	11
14	в этом	10	10
15	тем что	7	10
16	все же	2	10
17	и его	4	9
18	его в	3	9
19	в виде	2	9
20	с другой	7	9
21	таким образом	14	9
22	еще не	5	8
23	и на	3	8
24	все эти	1	8
25	что в	17	8
26	на него	3	8
27	связи с	2	8
28	и что	10	8
29	мы видим	2	8
30	мы знаем	1	8
31	с тем	7	8
32	другой стороны	4	8
33	связь с	3	8
34	том что	18	8
35	в нем	9	7
36	как и	10	7
37	мы видели	4	7
38	во время	2	7
39	потому что	46	7
40	о том	2	7
41	и здесь	1	7
42	то что	18	7
43	только в	21	7
44	с одной	7	7
45	при помощи	1	7
46	превращается в	1	7
47	одной стороны	3	7
48	но это	6	7
49	знаем что	1	6
50	как в	10	6
51	в нее	1	6
52	это не	1	6
53	не может	6	6
54	в этих	1	6
55	не в	15	6
56	и он	1	6
57	что и	13	6
58	там где	3	6
59	себя в	1	6
60	прежде всего	3	6
61	могут быть	3	6
62	или в	3	6
63	в том	32	6
64	например в	6	5
65	ясно что	1	5
66	мы не	9	5
67	в ней	8	5
68	но не	7	5
69	с этим	6	5
70	что это	4	5
71	но все	2	5
72	здесь мы	1	5
73	входит в	2	5
74	миф о	1	5
75	не будем	1	5
76	как мы	7	5
77	в образе	3	5
78	показывает что	2	5
79	в море	1	5
80	так же	3	5
81	для нас	20	5
82	и это	4	4
83	то же	23	4
84	мы уже	2	4
85	до него	1	4
86	мы здесь	1	4
87	в ее	2	4
88	от этого	2	4
89	в истории	1	4
90	его на	1	4
91	он видит	1	4
92	в которой	3	4
93	он не	4	4
94	не как	2	4
95	что все	3	4
96	с другими	5	4
97	и тем	5	4
98	не всегда	2	4
99	тем не	3	4
100	не менее	5	4
101	того как	4	4
102	что у	1	4
103	с ним	6	4
104	за ним	3	4
105	если не	4	4
106	все это	4	4
107	из себя	2	4
108	мы должны	4	4
109	в которых	2	3
110	увидим ниже	1	3
111	формы этого	1	3
112	его не	1	3
113	или же	4	3
114	ему в	2	3
115	то это	6	3
116	только после	1	3
117	если в	1	3
118	по которому	5	3
119	и как	5	3
120	его к	2	3
121	в целом	3	3
122	в этой	2	3
123	только один	2	3
124	их в	2	3
125	в таких	1	3
126	в то	10	3
127	друг друга	3	3
128	но вместе	4	3
129	встречается в	1	3
130	но эти	1	3
131	для того	4	3
132	что при	3	3
133	того чтобы	3	3
134	говорится что	1	3
135	на том	1	3
136	и с	2	3
137	и вообще	3	3
138	после того	1	3
139	можно бы	4	3
140	но мы	2	3
141	к нему	3	3
142	в форме	2	3
143	в другой	1	3
144	что здесь	1	3
145	никто не	3	3
146	но оно	6	3
147	и все	3	3
148	в данном	1	3
149	в более	1	3
150	не знаем	3	3
151	а в	12	3
152	в свою	3	3
153	это неверно	1	2
154	того же	1	2
155	самом деле	2	2
156	он может	1	2
157	тех же	1	2
158	когда человек	1	2
159	одним из	1	2
160	а как	2	2
161	вопрос о	1	2
162	человека и	5	2
163	а еще	1	2
164	на них	1	2
165	время в	3	2
166	во всех	1	2
167	находит в	2	2
168	в голове	1	2
169	только тогда	9	2
170	по отношению	5	2
171	очевидно что	5	2
172	некоторое время	1	2
173	перед нами	2	2
174	когда он	1	2
175	уже в	5	2
176	еще один	1	2
177	на то	2	2
178	после этого	1	2
179	том чтобы	2	2
180	друг с	1	2
181	из него	2	2
182	и по	4	2
183	так например	2	2
184	это было	3	2
185	и мы	2	2
186	сказке о	1	2
187	его душу	1	2
188	которой он	1	2
189	несмотря на	2	2
190	с места	1	2
191	здесь можно	1	2
192	точки зрения	2	2
193	в своей	2	2
194	таким же	1	2
195	с огнем	1	2
196	ее в	1	2
197	бы мы	2	2
198	в животном	3	2
199	выше мы	2	2
200	но он	1	2
201	без всяких	1	2
202	что этот	1	2
203	по себе	16	2
204	даже в	2	2
205	по мере	4	2
206	таких случаях	1	2
207	она не	2	2
208	тогда когда	9	2
209	что представление	1	2
210	когда они	1	2
211	в некотором	2	2
212	с другом	1	2
213	голову и	1	2
214	наоборот в	1	2
215	должен быть	1	2
216	данном случае	1	2
217	так в	2	2
218	на нее	1	2
219	здесь как	3	2
220	особенно в	1	2
221	об этом	2	2
222	если бы	12	2
223	ничего не	1	2
224	находится в	1	2
225	или на	2	2
226	образом в	3	2
227	можно сказать	3	2
228	все его	1	2
229	образом мы	1	2
230	должно было	2	2
231	от них	2	2
232	же в	2	2
233	в которую	1	2
234	того что	18	2
235	значит что	1	2
236	бросается в	1	2
237	на которой	3	2
238	если сравнить	1	2
239	том как	3	2
240	во всем	1	2
241	то в	1	2
