N	2gram	Trubetskoy_1	Myslijsy
1	потому что	7	52
2	то есть	4	42
3	и в	26	39
4	может быть	10	27
5	в том	11	26
6	только в	4	25
7	не может	4	22
8	что в	9	22
9	не только	10	21
10	так как	9	21
11	а не	5	21
12	в нем	4	20
13	но и	9	20
14	и не	8	18
15	том что	7	16
16	так что	3	16
17	в этом	15	15
18	не в	2	15
19	если бы	3	14
20	по отношению	1	13
21	в себе	6	13
22	таким образом	22	13
23	так и	6	13
24	отношению к	3	13
25	было бы	1	12
26	в душе	1	11
27	точно так	3	11
28	мы не	1	10
29	как в	1	10
30	по себе	1	10
31	и что	4	10
32	а потому	1	10
33	то что	7	10
34	не есть	1	10
35	но в	7	9
36	как и	1	9
37	тогда когда	2	9
38	могут быть	1	9
39	тем что	1	9
40	но не	8	8
41	в слове	1	8
42	точки зрения	13	8
43	о происхождении	1	8
44	язык в	1	8
45	в одном	3	8
46	того что	3	8
47	вместе с	15	8
48	в ней	1	7
49	с этим	1	7
50	это не	1	7
51	в этих	4	7
52	должны быть	1	7
53	с другой	8	7
54	должно быть	1	7
55	языка с	1	6
56	то же	4	6
57	все же	6	6
58	и как	3	6
59	при этом	3	6
60	и по	4	6
61	от нее	1	6
62	не менее	3	6
63	того как	1	6
64	тем не	3	6
65	в каком	1	6
66	что и	6	6
67	еще не	2	6
68	по мере	1	6
69	как бы	12	6
70	в первом	1	5
71	во всех	2	5
72	только тогда	1	5
73	то в	1	5
74	не следует	1	5
75	с тем	18	5
76	несмотря на	6	5
77	не имеет	5	5
78	и его	1	5
79	между тем	2	5
80	во втором	1	5
81	в его	5	5
82	для всех	2	5
83	языка как	1	5
84	друг друга	1	5
85	что человек	1	5
86	души и	1	5
87	зависит от	1	5
88	так же	5	5
89	и потому	6	5
90	но это	1	5
91	и для	5	5
92	из себя	2	5
93	а в	4	5
94	другой стороны	1	5
95	в таком	3	5
96	с духом	1	4
97	из этих	10	4
98	мы видели	2	4
99	однако в	1	4
100	бы быть	1	4
101	в то	4	4
102	не по	1	4
103	а так	3	4
104	никогда не	5	4
105	же время	2	4
106	не могут	2	4
107	к тому	6	4
108	свою очередь	1	4
109	бы в	1	4
110	и других	1	4
111	для него	3	4
112	не было	2	4
113	и даже	3	4
114	прежде всего	2	4
115	притом не	1	4
116	там где	1	4
117	что мы	2	4
118	в смысле	4	4
119	при таком	2	4
120	не более	1	4
121	мы видим	1	4
122	мысли о	1	4
