1	не только	16	31
2	но и	16	27
3	и не	16	23
4	при этом	6	19
5	может быть	14	15
6	в частности	2	14
7	в качестве	3	14
8	а не	15	13
9	а в	6	13
10	как и	4	13
11	в этом	12	12
12	только в	6	12
13	и в	41	11
14	в данном	3	11
15	и его	14	10
16	такого рода	2	10
17	то есть	26	9
18	то же	14	8
19	уже не	2	8
20	со стороны	1	8
21	данном случае	3	8
22	в том	3	8
23	не может	14	8
24	на протяжении	2	7
25	если бы	1	7
26	том что	2	7
27	у него	3	7
28	но в	8	7
29	во втором	1	6
30	в себе	3	6
31	в самом	5	6
32	одного из	2	6
33	один из	4	6
34	как бы	12	6
35	жизни и	1	6
36	в этой	1	6
37	к тому	3	6
38	и он	1	6
39	или в	8	6
40	как раз	2	6
41	в его	13	6
42	не в	7	6
43	а также	2	6
44	точки зрения	16	5
45	можно сказать	2	5
46	перед нами	4	5
47	той или	9	5
48	столь же	2	5
49	точка зрения	8	5
50	в своей	7	5
51	потому что	2	5
52	и на	14	5
53	так и	11	5
54	несобственно-прямой речи	1	5
55	для него	3	4
56	мира в	1	4
57	никогда не	3	4
58	хотя и	2	4
59	к нему	5	4
60	в ней	4	4
61	того чтобы	1	4
62	однако и	1	4
63	же время	12	4
64	так в	2	4
65	в литературе	1	4
66	в нем	30	4
67	одна из	2	4
68	у нее	1	4
69	как в	8	4
70	в одном	2	4
71	в первом	3	4
72	с его	4	4
73	и тем	2	4
74	но не	2	4
75	еще не	4	4
76	чужого слова	2	4
77	из этих	3	4
78	или иной	9	4
79	прежде всего	8	4
80	в то	14	4
81	в сознании	2	4
82	того что	3	4
83	из них	3	4
84	слова в	8	4
85	о том	3	4
86	то в	2	4
87	все же	7	4
88	о чем	1	4
89	его жизни	1	3
90	сводится к	1	3
91	однако в	1	3
92	быть не	1	3
93	за ними	1	3
94	в жизни	1	3
95	мы имеем	1	3
96	в противовес	1	3
97	также и	3	3
98	тем не	1	3
99	и все	4	3
100	он не	3	3
101	между тем	2	3
102	в слове	7	3
103	как известно	1	3
104	у нас	2	3
105	в начале	1	3
106	или напротив	2	3
107	именно в	3	3
108	и о	2	3
109	и то	2	3
110	и ее	3	3
111	не менее	1	3
112	не было	3	3
113	в целом	2	3
114	и с	4	3
115	не является	2	3
116	о нем	4	3
117	этом отношении	1	3
118	для того	2	3
119	лишь в	4	3
120	первом случае	2	3
121	но как	1	3
122	в своем	3	3
123	но именно	4	3
124	мы не	2	3
125	в прозе	1	3
126	это не	6	3
127	по причине	1	2
128	свою очередь	2	2
129	так сказать	5	2
130	и того	1	2
131	и столь	1	2
132	дело в	1	2
133	зависимости от	3	2
134	с установкой	1	2
135	же в	1	2
136	он и	1	2
137	входит в	4	2
138	своего и	2	2
139	все что	1	2
140	каждый из	1	2
141	язык как	3	2
142	да и	1	2
143	в сущности	13	2
144	ни о	2	2
145	с ее	4	2
146	только на	2	2
147	с ним	7	2
148	известном смысле	2	2
149	вместе с	1	2
150	в едином	1	2
151	персонажа и	1	2
152	здесь не	2	2
153	во всяком	7	2
154	героя и	1	2
155	слово но	1	2
156	и для	4	2
157	один и	1	2
158	в таком	1	2
159	сказать что	2	2
160	себя в	9	2
161	большей или	4	2
162	а его	1	2
163	что мы	1	2
164	особенно в	1	2
165	чем он	2	2
166	что может	1	2
167	по своему	2	2
168	с языком	2	2
169	та же	1	2
170	с ними	3	2
171	где они	2	2
172	с другой	5	2
173	друг друга	3	2
174	в форме	1	2
175	не могло	3	2
176	в зависимости	3	2
177	ничего не	4	2
178	в пределах	14	2
179	для них	2	2
180	между ними	2	2
181	человека в	1	2
182	в результате	3	2
183	как мы	8	2
184	это было	1	2
185	сознания в	1	2
186	они могут	7	2
187	его и	3	2
188	и иных	2	2
189	оно не	6	2
190	на то	1	2
191	из уст	1	2
192	где в	1	2
193	всяком случае	5	2
194	дело не	2	2
195	до сих	2	2
196	именно эта	2	2
197	в той	10	2
198	в романе	21	2
199	жизни но	2	2
200	роль в	2	2
201	связи с	2	2
202	как у	1	2
203	отличие от	1	2
204	к ним	1	2
205	что не	1	2
206	и даже	6	2
207	и через	1	2
208	в особенности	8	2
209	она не	3	2
210	установкой на	1	2
211	а на	2	2
212	до конца	12	2
213	не столь	1	2
214	в отличие	1	2
215	них как	2	2
216	лица и	1	2
217	одно и	2	2
218	по своим	6	2
219	быть и	4	2
220	этого не	1	2
221	высказывания в	1	2
222	нас в	2	2
223	между собой	2	2
224	национального языка	5	2
225	сих пор	2	2
226	и от	4	2
227	в свою	3	2
228	меньшей степени	4	2
229	всех его	7	2
230	и чужого	2	2
231	у тургенева	7	2
232	хотя бы	3	2
233	другой стороны	4	2
234	в этих	2	2
235	не могла	2	2
236	за пределами	2	2
237	дело с	1	2
238	и только	1	2
239	точек зрения	5	2
240	которая в	1	2
241	в известном	2	2
242	наконец в	2	1
243	в различных	1	1
244	момент в	1	1
245	его голос	1	1
246	произведения и	2	1
247	диалогический момент	1	1
248	два смысловых	1	1
249	мир и	1	1
250	далеко не	5	1
251	различие между	1	1
252	значение в	1	1
253	в ее	2	1
254	развернута в	1	1
255	является в	1	1
256	бы из	1	1
257	понимает и	2	1
258	в стороне	1	1
259	могут быть	19	1
260	прямая речь	1	1
261	ними не	1	1
262	речевого субъекта	1	1
263	но у	1	1
264	случае не	1	1
265	с точки	8	1
266	и вся	1	1
267	которых он	1	1
268	существенную роль	1	1
269	по крайней	1	1
270	предмета и	2	1
271	в творческом	1	1
272	к некоторым	1	1
273	а с	2	1
274	характерное для	1	1
275	в действительности	1	1
276	входит и	1	1
277	иной степени	9	1
278	имеет дело	2	1
279	целый ряд	1	1
280	которое по	1	1
281	с другом	2	1
282	голоса и	1	1
283	же слово	3	1
284	сложности и	1	1
285	а только	1	1
286	жил в	1	1
287	третьими и	1	1
288	от множественности	1	1
289	так же	2	1
290	и они	1	1
291	эвристическое значение	2	1
292	одной стороны	4	1
293	косвенной речи	1	1
294	в один	1	1
295	не остается	1	1
296	рассказчика и	3	1
297	и т	28	1
298	его своею	1	1
299	отношения с	1	1
300	смешаны два	1	1
301	все они	7	1
302	них не	1	1
303	не умеет	1	1
304	особенности в	1	1
305	и до	1	1
306	в формировании	1	1
307	но во	1	1
308	и здесь	3	1
309	могло быть	1	1
310	например в	2	1
311	одному из	2	1
312	для нас	2	1
313	все это	5	1
314	этими словами	1	1
315	каждого высказывания	1	1
316	возможность в	1	1
317	и есть	1	1
318	как разноречивое	1	1
319	стороне от	1	1
320	звучать и	1	1
321	зрения в	1	1
322	к этому	2	1
323	они не	1	1
324	между этими	2	1
325	художника но	1	1
326	и наконец	4	1
327	людей и	1	1
328	именно это	1	1
329	и потому	4	1
330	в единство	2	1
331	в иные	3	1
332	того же	6	1
333	на возможности	1	1
334	на этот	1	1
335	как все	1	1
336	поля зрения	1	1
337	прибегает к	1	1
338	в двух	1	1
