N	3gram	Potebnia_M_1	Psycholo
1	для того чтобы	2	19
2	на то что	1	16
3	в том что	13	14
4	с одной стороны	3	12
5	о том что	1	6
6	заключается в том	1	6
7	к тому что	2	6
8	мы увидим что	3	6
9	до сих пор	1	5
10	с другой стороны	5	5
11	заключает в себе	2	4
12	и как бы	3	4
13	не только не	2	4
14	таким образом что	2	3
15	не в состоянии	1	3
16	сам по себе	1	3
17	из того что	1	3
18	с тем что	3	3
19	на этот вопрос	2	3
20	и что в	3	3
21	с самого начала	3	3
22	и т п	2	3
23	можно было бы	1	3
24	и т д	4	3
25	в этом отношении	1	3
26	и того же	2	2
27	что иное как	2	2
28	имеет дело с	1	2
29	потому что в	4	2
30	и той же	3	2
31	одного и того	2	2
32	с точки зрения	3	2
33	то что в	1	2
34	обратить внимание на	1	2
35	одной и той	3	2
36	так же как	1	2
37	сами по себе	1	2
38	ничего не может	1	2
39	если бы мы	1	2
40	таким образом мы	1	2
41	не только в	3	2
42	указывает на то	1	2
43	в том и	2	2
44	все то что	2	2
45	именно в том	1	2
46	по себе не	1	2
47	с таким образом	1	2
48	то что мы	1	2
49	само по себе	4	2
50	не может быть	9	2
51	или вернее сказать	1	2
52	вопрос о том	1	2
53	не что иное	2	2
54	по его мнению	4	2
55	друг от друга	2	2
56	и таким образом	1	2
57	на самом деле	1	2
58	и от этой	1	1
59	мы будем иметь	1	1
60	в том виде	1	1
61	по его словам	2	1
62	на том что	1	1
63	не мог бы	1	1
64	только потому что	2	1
65	другой стороны он	1	1
66	психологической точки зрения	1	1
67	дело в том	2	1
68	по отношению к	13	1
69	более или менее	1	1
70	в этом смысле	4	1
71	во многих случаях	1	1
72	а в том	3	1
73	одной стороны и	1	1
74	чтобы показать что	1	1
75	и в этом	6	1
76	его действия и	1	1
77	это могло бы	1	1
78	потому что на	3	1
79	мы не имеем	2	1
80	удовольствие и неудовольствие	3	1
81	нет ничего общего	1	1
82	сказать что и	1	1
83	не пробуждаются в	1	1
84	только то что	1	1
85	том что именно	1	1
86	или наоборот как	1	1
87	что в нем	1	1
88	с этой точки	1	1
89	по крайней мере	2	1
90	как если бы	1	1
91	но все они	1	1
92	или даже с	1	1
93	тем что мы	1	1
94	показать что и	1	1
95	в применении к	2	1
96	во внимание что	2	1
97	мы не можем	1	1
98	так же невозможно	1	1
99	том смысле в	3	1
100	так как каждое	1	1
101	можем представить себе	2	1
102	никогда не достигает	1	1
103	если скажем что	1	1
104	невозможно потому что	1	1
105	жизни но и	1	1
106	на задний план	1	1
107	смысле этого слова	1	1
108	с психологической точки	1	1
109	потому что оно	1	1
110	потому что она	1	1
111	и при этом	2	1
112	в произведении искусства	1	1
113	не могут быть	2	1
114	и в этой	1	1
115	могут быть сведены	1	1
116	что чувство и	1	1
117	в этой теории	1	1
118	утверждает что у	1	1
119	но совершенно ясно	1	1
120	то окажется что	1	1
121	потому что мы	2	1
122	не есть еще	1	1
123	но так как	1	1
124	и в том	3	1
125	что при таком	2	1
126	этой точки зрения	1	1
127	что рядом с	1	1
128	решить вопрос о	1	1
129	в то время	1	1
130	хотим сказать что	1	1
131	в свою очередь	4	1
132	в собственном смысле	1	1
133	после того как	1	1
134	не может стать	1	1
135	мы видели что	1	1
136	в каждом отдельном	1	1
137	это приводит к	1	1
138	том что по	2	1
139	в том смысле	4	1
140	таким образом три	1	1
141	на деле же	1	1
142	не кажется нам	1	1
143	в ответ на	1	1
144	том в каком	1	1
145	и все же	1	1
146	что у нас	1	1
147	не может в	1	1
148	и тем более	1	1
149	привело к тому	1	1
150	потому что для	1	1
