N	3gram	Tiupa_Narr_1	Marksizm
1	с точки зрения	1	13
2	не может быть	4	10
3	по отношению к	3	8
4	то же время	4	8
5	в то же	4	8
6	в связи с	2	7
7	для того чтобы	3	6
8	в том что	5	6
9	в самом деле	2	5
10	то же самое	2	5
11	может быть и	1	5
12	в свою очередь	2	5
13	и того же	1	4
14	бы то ни	1	4
15	как если бы	2	4
16	то ни было	1	4
17	на самом деле	1	4
18	той или иной	4	4
19	одного и того	1	4
20	в той или	1	3
21	и не может	1	3
22	в отличие от	2	3
23	до сих пор	2	3
24	одно и то	2	3
25	с одной стороны	1	3
26	и то же	2	3
27	о том что	2	3
28	к тому что	1	3
29	как мы видели	1	3
30	какой бы то	1	2
31	а не в	1	2
32	более или менее	1	2
33	в этом последнем	1	2
34	языка как системы	1	2
35	в зависимости от	2	2
36	но и в	2	2
37	или иной степени	1	2
38	по крайней мере	1	2
39	в значительной степени	1	2
40	во всяком случае	2	2
41	в следующей главе	1	2
42	так сказать изнутри	1	2
43	мы уже знаем	1	2
44	то же слово	1	2
45	на то что	2	2
46	к тому же	5	2
47	что иное как	1	1
48	место лишь в	1	1
49	в обращении с	1	1
50	не сами по	1	1
51	дело в том	2	1
52	они являются не	1	1
53	в том числе	1	1
54	в соответствии с	4	1
55	точки зрения в	1	1
56	текста но и	1	1
57	он не может	1	1
58	до известной степени	1	1
59	сам по себе	1	1
60	сами по себе	2	1
61	в той же	1	1
62	как мы увидим	1	1
63	в этом отношении	3	1
64	при этом однако	1	1
65	том числе и	1	1
66	одна из них	1	1
67	то что обычно	1	1
68	у него нет	1	1
69	как бы из	1	1
70	же время они	1	1
71	не только в	6	1
72	в равной степени	2	1
73	тем не менее	3	1
74	а с другой	1	1
75	и здесь она	1	1
76	тем же самым	1	1
77	и не находит	1	1
78	само по себе	1	1
79	тем или иным	2	1
80	с другой стороны	1	1
81	могло бы стать	1	1
82	в формах косвенной	1	1
83	слова с его	1	1
84	с и т.д	1	1
85	взаимодействия и борьбы	1	1
86	в своей индивидуальности	1	1
87	по себе а	1	1
88	они и не	2	1
89	чужого слова в	2	1
90	в этом и	3	1
91	начало и конец	3	1
92	в конечном счете	1	1
93	ни одна из	1	1
94	в русской литературе	1	1
95	но все же	1	1
96	можно сказать что	2	1
97	друг от друга	1	1
98	не сводится к	2	1
99	друг с другом	1	1
100	не может обойтись	1	1
101	но в этом	1	1
102	но для того	1	1
103	с той или	1	1
104	как и в	1	1
105	в отрыве от	1	1
